Concatenate,Year,Pasture Name,Pasture,Treatment,Herd,Week,Date,Rotation,Crude Protein (%),DOM(%),DOM/CP,Fecal Nitrogen (%),Fecal Phosphorus (%),Tag #'s,Notes,Ecological Site,Julian Day,Precip(mm),HerdTreat,WOY,DOY,Phase
2019_19N_TRM_TRM_1,2019,NA,19N,TRM,TRM,1,2019-05-24T00:00:00Z,1,13.32,70.81,5.3,2.3,0.51,NA,NA,Sandy,NA,NA,NA,20,143,1-early
2019_7NW_TRM_Paired TRM_1,2019,NA,7NW,TRM,Paired TRM,1,2019-05-24T00:00:00Z,1,11.78,68.85,5.8,2.35,0.37,NA,NA,Mixed,NA,NA,NA,20,143,1-early
2019_15E_TRM_TRM_1,2019,NA,15E,TRM,TRM,1,2019-05-24T00:00:00Z,1,13.43,68.32,5.1,2.53,0.54,NA,NA,Loamy,NA,NA,NA,20,143,1-early
2019_20NW_CARM_CARM_2,2019,Elm,20NW,CARM,CARM,2,2019-06-05T00:00:00Z,2,13.14,68.39,5.2,2.09,0.5,NA,NA,Sandy,NA,NA,NA,22,155,1-early
2019_20SE_TRM_Paired TRM_2,2019,NA,20SE,TRM,Paired TRM,2,2019-06-05T00:00:00Z,2,11.47,67.62,5.9,2.08,0.41,NA,NA,Sandy,NA,NA,NA,22,155,1-early
2019_19N_TRM_TRM_2,2019,NA,19N,TRM,TRM,2,2019-06-05T00:00:00Z,2,13.03,69.45,5.3,2.35,0.6,NA,NA,Sandy,NA,NA,NA,22,155,1-early
2019_15E_TRM_TRM_2,2019,NA,15E,TRM,TRM,2,2019-06-05T00:00:00Z,2,14.09,68.08,4.8,2.35,0.54,NA,NA,Loamy,NA,NA,NA,22,155,1-early
2019_20NW_CARM_Anderson GEM_2,2019,Elm,20NW,CARM,Anderson GEM,2,2019-06-05T00:00:00Z,2,7.48,62,8.3,1.74,0.11,NA,NA,Sandy,NA,NA,CARM Anderson GEM,22,155,1-early
2019_15E_TRM_Anderson GEM_2,2019,NA,15E,TRM,Anderson GEM,2,2019-06-05T00:00:00Z,2,13.96,68.95,4.9,2.43,0.61,NA,NA,Loamy,NA,NA,15E Anderson GEM,22,155,1-early
2019_19N_TRM_Anderson GEM_2,2019,NA,19N,TRM,Anderson GEM,2,2019-06-05T00:00:00Z,2,13.47,70.73,5.3,2.28,0.47,NA,NA,Sandy,NA,NA,19N Anderson GEM,22,155,1-early
2019_7NW_TRM_TRM_2,2019,NA,7NW,TRM,TRM,2,2019-06-05T00:00:00Z,2,11.63,68.36,5.9,2.31,0.35,NA,NA,Mixed,NA,NA,NA,22,155,1-early
2019_15E_TRM_Anderson GEM_3,2019,NA,15E,TRM,Anderson GEM,3,2019-06-11T00:00:00Z,2,13.59,68.35,5,2.37,0.58,NA,NA,Loamy,NA,NA,15E Anderson GEM,23,161,1-early
2019_20NW_CARM_CARM_3,2019,Elm,20NW,CARM,CARM,3,2019-06-11T00:00:00Z,2,10.946666666666667,65.40333333333334,6,2.0233333333333334,0.42,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,23,161,1-early
2019_19N_TRM_Anderson GEM_3,2019,NA,19N,TRM,Anderson GEM,3,2019-06-11T00:00:00Z,2,12.91,69.33,5.4,2.48,0.65,NA,NA,Sandy,NA,NA,19N Anderson GEM,23,161,1-early
2019_15E_TRM_TRM_3,2019,NA,15E,TRM,TRM,3,2019-06-11T00:00:00Z,2,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,23,161,1-early
2019_20NW_CARM_Anderson GEM_3,2019,Elm,20NW,CARM,Anderson GEM,3,2019-06-11T00:00:00Z,2,11.99,65.63,5.5,1.84,0.44,NA,NA,Sandy,NA,NA,CARM Anderson GEM,23,161,1-early
2019_19N_TRM_TRM_3,2019,NA,19N,TRM,TRM,3,2019-06-11T00:00:00Z,2,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,23,161,1-early
2019_20SE_TRM_Paired TRM_3,2019,NA,20SE,TRM,Paired TRM,3,2019-06-11T00:00:00Z,2,14.38,71.03,4.9,2.69,0.72,NA,NA,Sandy,NA,NA,NA,23,161,1-early
2019_17S_CARM_CARM_4,2019,Salt Flat,17S,CARM,CARM,4,2019-06-18T00:00:00Z,3,11.04,65.84,6,2.2,0.53,NA,NA,Sandy,NA,NA,NA,24,168,1-early
2019_15E_TRM_TRM_4,2019,NA,15E,TRM,TRM,4,2019-06-18T00:00:00Z,3,12.5,66.65,5.3,2.34,0.58,NA,NA,Loamy,NA,NA,NA,24,168,1-early
2019_19N_TRM_TRM_4,2019,NA,19N,TRM,TRM,4,2019-06-18T00:00:00Z,3,11.57,68.56,5.9,2.34,0.69,NA,NA,Sandy,NA,NA,NA,24,168,1-early
2019_17N_TRM_Paired TRM_4,2019,NA,17N,TRM,Paired TRM,4,2019-06-18T00:00:00Z,3,12.81,66.75,5.2,2.24,0.54,NA,NA,Sandy,NA,NA,NA,24,168,1-early
2019_17S_CARM_CARM_5,2019,NA,17S,CARM,CARM,5,2019-06-26T00:00:00Z,3,10.536666666666667,63.916666666666664,6.066666666666666,2.0866666666666664,0.42,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,25,176,1-early
2019_19N_TRM_Anderson GEM_5,2019,NA,19N,TRM,Anderson GEM,5,2019-06-26T00:00:00Z,3,14.01,70.53,5,2.76,0.85,NA,NA,Sandy,NA,NA,19N Anderson GEM,25,176,1-early
2019_17N_TRM_Paired TRM_5,2019,NA,17N,TRM,Paired TRM,5,2019-06-26T00:00:00Z,3,14.53,66.1,4.5,2.04,0.46,NA,NA,Sandy,NA,NA,NA,25,176,1-early
2019_15E_TRM_Anderson GEM_5,2019,NA,15E,TRM,Anderson GEM,5,2019-06-26T00:00:00Z,3,11.64,65.77,5.7,2.18,0.55,NA,NA,Loamy,NA,NA,15E Anderson GEM,25,176,1-early
2019_19N_TRM_TRM_5,2019,NA,19N,TRM,TRM,5,2019-06-26T00:00:00Z,3,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,25,176,1-early
2019_17S_CARM_Anderson GEM_5,2019,Salt Flat,17S,CARM,Anderson GEM,5,2019-06-26T00:00:00Z,3,10.6,62.93,5.9,2.19,0.44,NA,NA,Sandy,NA,NA,CARM Anderson GEM,25,176,1-early
2019_15E_TRM_TRM_5,2019,NA,15E,TRM,TRM,5,2019-06-26T00:00:00Z,3,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,25,176,1-early
2019_17S_CARM_CARM_6,2019,Salt Flat,17S,CARM,CARM,6,2019-07-01T00:00:00Z,3,11.99,65.64,5.5,2.28,0.53,NA,NA,Sandy,NA,NA,NA,26,181,1-early
2019_15E_TRM_TRM_6,2019,NA,15E,TRM,TRM,6,2019-07-01T00:00:00Z,3,11.22,64.15,5.7,2.12,0.49,NA,NA,Loamy,NA,NA,NA,26,181,1-early
2019_19N_TRM_TRM_6,2019,NA,19N,TRM,TRM,6,2019-07-01T00:00:00Z,3,11.76,66.22,5.6,2.35,0.63,NA,NA,Sandy,NA,NA,NA,26,181,1-early
2019_17N_TRM_Paired TRM_6,2019,NA,17N,TRM,Paired TRM,6,2019-07-01T00:00:00Z,3,12.48,66.45,5.3,2.28,0.56,NA,NA,Sandy,NA,NA,NA,26,181,1-early
2019_19N_TRM_Anderson GEM_7,2019,NA,19N,TRM,Anderson GEM,7,2019-07-11T00:00:00Z,4,12.11,67.45,5.6,2.36,0.65,NA,NA,Sandy,NA,NA,19N Anderson GEM,27,191,2-middle
2019_21N_CARM_CARM_7,2019,Highway,21N,CARM,CARM,7,2019-07-11T00:00:00Z,4,10.283333333333333,64.95666666666666,6.333333333333333,2.1566666666666667,0.42,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,27,191,2-middle
2019_19N_TRM_TRM_7,2019,NA,19N,TRM,TRM,7,2019-07-11T00:00:00Z,4,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,27,191,2-middle
2019_15E_TRM_Anderson GEM_7,2019,NA,15E,TRM,Anderson GEM,7,2019-07-11T00:00:00Z,4,11.58,64.25,5.5,2.08,0.45,NA,NA,Loamy,NA,NA,15E Anderson GEM,27,191,2-middle
2019_24W_TRM_Paired TRM_7,2019,NA,24W,TRM,Paired TRM,7,2019-07-11T00:00:00Z,4,11.39,64.15,5.6,2.04,0.46,NA,NA,Loamy,NA,NA,NA,27,191,2-middle
2019_21N_CARM_Anderson GEM_7,2019,Highway,21N,CARM,Anderson GEM,7,2019-07-11T00:00:00Z,4,10.57,65.27,6.2,2.21,0.48,NA,NA,Loamy,NA,NA,CARM Anderson GEM,27,191,2-middle
2019_15E_TRM_TRM_7,2019,NA,15E,TRM,TRM,7,2019-07-11T00:00:00Z,4,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,27,191,2-middle
2019_21N_CARM_CARM_8,2019,Highway,21N,CARM,CARM,8,2019-07-17T00:00:00Z,4,9.1,63.03,6.9,1.98,0.37,NA,NA,Loamy,NA,NA,NA,28,197,2-middle
2019_19N_TRM_TRM_8,2019,NA,19N,TRM,TRM,8,2019-07-17T00:00:00Z,4,10.73,65.02,6.1,2.04,0.59,NA,NA,Sandy,NA,NA,NA,28,197,2-middle
2019_15E_TRM_TRM_8,2019,NA,15E,TRM,TRM,8,2019-07-17T00:00:00Z,4,9.98,62.32,6.2,1.97,0.42,NA,NA,Loamy,NA,NA,NA,28,197,2-middle
2019_24W_TRM_Paired TRM_8,2019,NA,24W,TRM,Paired TRM,8,2019-07-17T00:00:00Z,4,11.18,63.93,5.7,2.01,0.4,NA,NA,Loamy,NA,NA,NA,28,197,2-middle
2019_15E_TRM_Anderson GEM_9,2019,NA,15E,TRM,Anderson GEM,9,2019-07-23T00:00:00Z,4,9,62.35,6.9,1.76,0.43,NA,NA,Loamy,NA,NA,15E Anderson GEM,29,203,2-middle
2019_21N_CARM_CARM_9,2019,Highway,21N,CARM,CARM,9,2019-07-23T00:00:00Z,4,7.386666666666667,61.66,8.333333333333334,1.68,0.2833333333333334,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,29,203,2-middle
2019_19N_TRM_Anderson GEM_9,2019,NA,19N,TRM,Anderson GEM,9,2019-07-23T00:00:00Z,4,8.28,61.04,7.4,1.92,0.52,NA,NA,Sandy,NA,NA,19N Anderson GEM,29,203,2-middle
2019_15E_TRM_TRM_9,2019,NA,15E,TRM,TRM,9,2019-07-23T00:00:00Z,4,NA,NA,NA,NA,NA,NA,NA,Loamy,NA,NA,NA,29,203,2-middle
2019_21N_CARM_Anderson GEM_9,2019,Highway,21N,CARM,Anderson GEM,9,2019-07-23T00:00:00Z,4,7.34,61.08,8.3,1.71,0.3,NA,NA,Loamy,NA,NA,CARM Anderson GEM,29,203,2-middle
2019_19N_TRM_TRM_9,2019,NA,19N,TRM,TRM,9,2019-07-23T00:00:00Z,4,NA,NA,NA,NA,NA,NA,NA,Sandy,NA,NA,NA,29,203,2-middle
2019_24W_TRM_Paired TRM_9,2019,NA,24W,TRM,Paired TRM,9,2019-07-23T00:00:00Z,4,9.16,63.36,6.9,1.53,0.33,NA,NA,Loamy,NA,NA,NA,29,203,2-middle
2019_26W_CARM_CARM_10,2019,Hilltank,26W,CARM,CARM,10,2019-07-31T00:00:00Z,5,8.84,60.68,6.9,1.65,0.29,NA,NA,Loamy,NA,NA,NA,30,211,2-middle
2019_15E_TRM_TRM_10,2019,NA,15E,TRM,TRM,10,2019-07-31T00:00:00Z,5,8.06,61.72,7.7,1.6,0.32,NA,NA,Loamy,NA,NA,NA,30,211,2-middle
2019_19N_TRM_TRM_10,2019,NA,19N,TRM,TRM,10,2019-07-31T00:00:00Z,5,8.87,62.5,7,1.8,0.39,NA,NA,Sandy,NA,NA,NA,30,211,2-middle
2019_26E_TRM_Paired TRM_10,2019,NA,26E,TRM,Paired TRM,10,2019-07-31T00:00:00Z,5,8.52,62.45,7.3,1.62,0.31,NA,NA,Loamy,NA,NA,NA,30,211,2-middle
2019_15E_TRM_Anderson GEM_11,2019,NA,15E,TRM,Anderson GEM,11,2019-08-06T00:00:00Z,5,7.76,61.65,7.9,1.56,0.28,NA,NA,Loamy,NA,NA,15E Anderson GEM,31,217,2-middle
2019_26W_CARM_CARM_11,2019,Hilltank,26W,CARM,CARM,11,2019-08-06T00:00:00Z,5,7.726666666666667,61.5,8,1.6600000000000001,0.2733333333333334,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,31,217,2-middle
2019_19N_TRM_Anderson GEM_11,2019,NA,19N,TRM,Anderson GEM,11,2019-08-06T00:00:00Z,5,7.92,63.03,8,1.53,0.49,NA,NA,Sandy,NA,NA,19N Anderson GEM,31,217,2-middle
2019_15E_TRM_TRM_11,2019,NA,15E,TRM,TRM,11,2019-08-06T00:00:00Z,5,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,31,217,2-middle
2019_26W_CARM_Anderson GEM_11,2019,Hilltank,26W,CARM,Anderson GEM,11,2019-08-06T00:00:00Z,5,7.96,61.16,7.7,1.71,0.26,NA,NA,Loamy,NA,NA,CARM Anderson GEM,31,217,2-middle
2019_19N_TRM_TRM_11,2019,NA,19N,TRM,TRM,11,2019-08-06T00:00:00Z,5,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,31,217,2-middle
2019_26E_TRM_Paired TRM_11,2019,NA,26E,TRM,Paired TRM,11,2019-08-06T00:00:00Z,5,9.65,63.64,6.6,1.78,0.31,NA,NA,Loamy,NA,NA,NA,31,217,2-middle
2019_25NW_CARM_CARM_12,2019,Crossroads,25NW,CARM,CARM,12,2019-08-14T00:00:00Z,6,8.39,61.66,7.3,1.86,0.32,NA,NA,Mixed,NA,NA,NA,32,225,2-middle
2019_15E_TRM_TRM_12,2019,NA,15E,TRM,TRM,12,2019-08-14T00:00:00Z,6,7.23,61.18,8.5,1.53,0.25,NA,NA,Loamy,NA,NA,NA,32,225,2-middle
2019_19N_TRM_TRM_12,2019,NA,19N,TRM,TRM,12,2019-08-14T00:00:00Z,6,7.82,63.41,8.1,1.54,0.52,NA,NA,Sandy,NA,NA,NA,32,225,2-middle
2019_25SE_TRM_Paired TRM_12,2019,NA,25SE,TRM,Paired TRM,12,2019-08-14T00:00:00Z,6,9.22,63.77,6.9,1.76,0.28,NA,NA,Mixed,NA,NA,NA,32,225,2-middle
2019_25NW_CARM_Anderson GEM_13,2019,Crossroads,25NW,CARM,Anderson GEM,13,2019-08-20T00:00:00Z,6,8.16,60.44,7.4,1.85,0.48,NA,NA,Mixed,NA,NA,CARM Anderson GEM,33,231,3-late
2019_25NW_CARM_CARM_13,2019,Crossroads,25NW,CARM,CARM,13,2019-08-21T00:00:00Z,6,7.763333333333333,61.096666666666664,7.866666666666667,1.656666666666667,0.3633333333333333,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Mixed,NA,NA,NA,33,232,3-late
2019_19N_TRM_Anderson GEM_13,2019,NA,19N,TRM,Anderson GEM,13,2019-08-21T00:00:00Z,6,7.91,63.09,8,1.79,0.45,NA,NA,Sandy,NA,NA,19N Anderson GEM,33,232,3-late
2019_19N_TRM_TRM_13,2019,NA,19N,TRM,TRM,13,2019-08-21T00:00:00Z,6,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,33,232,3-late
2019_15E_TRM_Anderson GEM_13,2019,NA,15E,TRM,Anderson GEM,13,2019-08-21T00:00:00Z,6,7.91,60.44,7.6,1.69,0.36,NA,NA,Loamy,NA,NA,15E Anderson GEM,33,232,3-late
2019_15E_TRM_TRM_13,2019,NA,15E,TRM,TRM,13,2019-08-21T00:00:00Z,6,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,33,232,3-late
2019_25SE_TRM_Paired TRM_13,2019,NA,25SE,TRM,Paired TRM,13,2019-08-21T00:00:00Z,6,9.31,63.94,6.9,1.61,0.27,NA,NA,Mixed,NA,NA,NA,33,232,3-late
2019_31W_CARM_CARM_14,2019,South,31W,CARM,CARM,14,2019-08-28T00:00:00Z,7,8.71,63.39,7.3,1.67,0.26,NA,NA,Mixed,NA,NA,NA,34,239,3-late
2019_15E_TRM_TRM_14,2019,NA,15E,TRM,TRM,14,2019-08-28T00:00:00Z,7,7.18,61.83,8.6,1.52,0.17,NA,NA,Loamy,NA,NA,NA,34,239,3-late
2019_31E_TRM_Paired TRM_14,2019,NA,31E,TRM,Paired TRM,14,2019-08-28T00:00:00Z,7,9.04,60.97,6.7,1.62,0.21,NA,NA,Mixed,NA,NA,NA,34,239,3-late
2019_19N_TRM_TRM_14,2019,NA,19N,TRM,TRM,14,2019-08-28T00:00:00Z,7,8.18,62.14,7.6,1.78,0.49,NA,NA,Sandy,NA,NA,NA,34,239,3-late
2019_31W_CARM_CARM_15,2019,South,31W,CARM,CARM,15,2019-09-03T00:00:00Z,7,7.663333333333334,63.28666666666667,8.3,1.5866666666666667,0.31,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Mixed,NA,NA,NA,35,245,3-late
2019_31W_CARM_Anderson GEM_15,2019,South,31W,CARM,Anderson GEM,15,2019-09-03T00:00:00Z,7,7.01,61.64,8.8,1.52,0.27,NA,NA,Mixed,NA,NA,CARM Anderson GEM,35,245,3-late
2019_31E_TRM_Paired TRM_15,2019,NA,31E,TRM,Paired TRM,15,2019-09-03T00:00:00Z,7,8.99,62.19,6.9,1.7,0.22,NA,NA,Mixed,NA,NA,NA,35,245,3-late
2019_19N_TRM_Anderson GEM_15,2019,NA,19N,TRM,Anderson GEM,15,2019-09-03T00:00:00Z,7,7.63,62.12,8.1,1.75,0.44,NA,NA,Sandy,NA,NA,19N Anderson GEM,35,245,3-late
2019_19N_TRM_TRM_15,2019,NA,19N,TRM,TRM,15,2019-09-03T00:00:00Z,7,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,35,245,3-late
2019_15E_TRM_Anderson GEM_15,2019,NA,15E,TRM,Anderson GEM,15,2019-09-03T00:00:00Z,7,7.34,61.17,8.3,1.48,0.16,NA,NA,Loamy,NA,NA,15E Anderson GEM,35,245,3-late
2019_15E_TRM_TRM_15,2019,NA,15E,TRM,TRM,15,2019-09-03T00:00:00Z,7,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,35,245,3-late
2019_31W_CARM_CARM_16,2019,South,31W,CARM,CARM,16,2019-09-10T00:00:00Z,7,5.91,61.22,10.4,1.45,0.24,NA,NA,Mixed,NA,NA,NA,36,252,3-late
2019_15E_TRM_TRM_16,2019,NA,15E,TRM,TRM,16,2019-09-10T00:00:00Z,7,6.41,60.29,9.4,1.39,0.25,NA,NA,Loamy,NA,NA,NA,36,252,3-late
2019_19N_TRM_TRM_16,2019,NA,19N,TRM,TRM,16,2019-09-10T00:00:00Z,7,7.01,61.34,8.8,1.67,0.43,NA,NA,Sandy,NA,NA,NA,36,252,3-late
2019_31E_TRM_Paired TRM_16,2019,NA,31E,TRM,Paired TRM,16,2019-09-10T00:00:00Z,7,7.14,61.98,8.7,1.51,0.23,NA,NA,Mixed,NA,NA,NA,36,252,3-late
2019_18S_CARM_Anderson GEM_17,2019,Snowfence,18S,CARM,Anderson GEM,17,2019-09-18T00:00:00Z,8,8.16,65.04,8,1.48,0.34,NA,NA,Sandy,NA,NA,CARM Anderson GEM,37,260,3-late
2019_18S_CARM_CARM_17,2019,Snowfence,18S,CARM,CARM,17,2019-09-18T00:00:00Z,8,7.94,64.80333333333334,8.166666666666666,1.47,0.35000000000000003,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,37,260,3-late
2019_15E_TRM_Anderson GEM_17,2019,NA,15E,TRM,Anderson GEM,17,2019-09-18T00:00:00Z,8,6.8,61.47,9,1.31,0.19,NA,NA,Loamy,NA,NA,15E Anderson GEM,37,260,3-late
2019_15E_TRM_TRM_17,2019,NA,15E,TRM,TRM,17,2019-09-18T00:00:00Z,8,NA,NA,NA,NA,NA,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Loamy,NA,NA,NA,37,260,3-late
2019_19N_TRM_Anderson GEM_17,2019,NA,19N,TRM,Anderson GEM,17,2019-09-18T00:00:00Z,8,7.19,62.52,8.7,1.5,0.44,NA,NA,Sandy,NA,NA,19N Anderson GEM,37,260,3-late
2019_19N_TRM_Paired TRM_17,2019,NA,19N,TRM,Paired TRM,17,2019-09-18T00:00:00Z,8,7.193333333333334,62.046666666666674,8.6,1.5766666666666664,0.4566666666666667,NA,"Herd composite not taken, average of marc, csu, Anderson GEM samples calculated for ""herd composite""",Sandy,NA,NA,NA,37,260,3-late
2019_18S_CARM_CARM_18,2019,Snowfence,18S,CARM,CARM,18,2019-09-25T00:00:00Z,8,7.12,64.43,9,1.41,0.38,NA,NA,Sandy,NA,NA,NA,38,267,3-late
2019_15E_TRM_TRM_18,2019,NA,15E,TRM,TRM,18,2019-09-25T00:00:00Z,8,6.85,61.31,9,1.36,0.15,NA,NA,Loamy,NA,NA,NA,38,267,3-late
2019_19N_TRM_Paired TRM_18,2019,NA,19N,TRM,Paired TRM,18,2019-09-25T00:00:00Z,8,6.78,62.63,9.2,1.49,0.34,NA,NA,Sandy,NA,NA,NA,38,267,3-late
2020_18S/17S_CARM_CARM_1,2020,Snowfence/Salt Flat,18S/17S,CARM,CARM,1,2020-05-21T00:00:00Z,1,8.81,65.89,7.5,2.05,0.17,NA,NA,Sandy,NA,NA,CARM CARM,20,141,1-early
2020_19N_TRM_Paired TRM1_1,2020,NA,19N,TRM,Paired TRM1,1,2020-05-21T00:00:00Z,1,12.01,67.1,5.6,2.37,0.47,NA,NA,Sandy,NA,NA,TRM Paired TRM1,20,141,1-early
2020_17N_TRM_Paired TRM2_1,2020,NA,17N,TRM,Paired TRM2,1,2020-05-21T00:00:00Z,1,9.33,65.73,7,2.17,0.2,NA,NA,Sandy,NA,NA,TRM Paired TRM2,20,141,1-early
2020_15E_TRM_TRM_1,2020,NA,15E,TRM,TRM,1,2020-05-22T00:00:00Z,1,9.44,65.36,6.9,2.16,0.22,NA,NA,Loamy,NA,NA,15E TRM,20,142,1-early
2020_15E_TRM_Anderson GEM_2,2020,NA,15E,TRM,Anderson GEM,2,2020-05-26T00:00:00Z,1,10.19,65.3,6.4,2,0.27,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,21,146,1-early
2020_18S/17S_CARM_CARM_2,2020,Snowfence/Salt Flat,18S/17S,CARM,CARM,2,2020-05-26T00:00:00Z,1,8.34,65.62,7.9,1.94,0.15,NA,NA,Sandy,NA,NA,CARM CARM,21,146,1-early
2020_18S/17S_CARM_Anderson GEM_2,2020,Snowfence/Salt Flat,18S/17S,CARM,Anderson GEM,2,2020-05-26T00:00:00Z,1,8.56,65.67,7.7,1.88,0.2,NA,NA,Sandy,NA,NA,CARM Anderson GEM,21,146,1-early
2020_19N_TRM_Anderson GEM_2,2020,NA,19N,TRM,Anderson GEM,2,2020-05-26T00:00:00Z,1,12.57,66.06,5.3,2.51,0.5,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,21,146,1-early
2020_19N_TRM_Paired TRM1_2,2020,NA,19N,TRM,Paired TRM1,2,2020-05-26T00:00:00Z,1,11.54,65.59,5.7,2.3,0.48,NA,NA,Sandy,NA,NA,NA,21,146,1-early
2020_17N_TRM_Paired TRM2_2,2020,NA,17N,TRM,Paired TRM2,2,2020-05-26T00:00:00Z,1,9.42,64.75,6.9,2.01,0.22,NA,NA,Sandy,NA,NA,NA,21,146,1-early
2020_15E_TRM_TRM_2,2020,NA,15E,TRM,TRM,2,2020-05-26T00:00:00Z,1,10.81,65.21,6,2.21,0.34,NA,NA,Loamy,NA,NA,15E TRM,21,146,1-early
2020_18S/17S_CARM_CARM_3,2020,Snowfence/Salt Flat,18S/17S,CARM,CARM,3,2020-06-03T00:00:00Z,1,7.75,62.81,8.1,1.87,0.33,NA,NA,Sandy,NA,NA,CARM CARM,22,154,1-early
2020_19N_TRM_Paired TRM1_3,2020,NA,19N,TRM,Paired TRM1,3,2020-06-03T00:00:00Z,1,10.87,64.63,5.9,2.39,0.59,NA,NA,Sandy,NA,NA,NA,22,154,1-early
2020_17N_TRM_Paired TRM2_3,2020,NA,17N,TRM,Paired TRM2,3,2020-06-03T00:00:00Z,1,9.28,64.45,6.9,1.92,0.22,NA,NA,Sandy,NA,NA,NA,22,154,1-early
2020_15E_TRM_TRM_3,2020,NA,15E,TRM,TRM,3,2020-06-03T00:00:00Z,1,10.04,65.22,6.5,2.07,0.31,NA,NA,Loamy,NA,NA,15E TRM,22,154,1-early
2020_15E_TRM_Anderson GEM_4,2020,NA,15E,TRM,Anderson GEM,4,2020-06-10T00:00:00Z,2,6.97,61.59,8.8,1.72,0.23,"83, 86",NA,Loamy,NA,NA,15E Anderson GEM,23,161,1-early
2020_17S/20NW_CARM_CARM_4,2020,Salt Flat/Elm,17S/20NW,CARM,CARM,4,2020-06-10T00:00:00Z,2,8.16,64,7.8,1.79,0.27,NA,NA,Sandy,NA,NA,CARM CARM,23,161,1-early
2020_17S/20NW_CARM_Anderson GEM_4,2020,Salt Flat/Elm,17S/20NW,CARM,Anderson GEM,4,2020-06-10T00:00:00Z,2,8.36,64.33,7.7,1.81,0.41,NA,NA,Sandy,NA,NA,CARM Anderson GEM,23,161,1-early
2020_19N_TRM_Anderson GEM_4,2020,NA,19N,TRM,Anderson GEM,4,2020-06-10T00:00:00Z,2,9.42,65.54,7,1.91,0.44,"110, 114",NA,Sandy,NA,NA,19N Anderson GEM,23,161,1-early
2020_20SE_TRM_Paired TRM1_4,2020,NA,20SE,TRM,Paired TRM1,4,2020-06-10T00:00:00Z,2,9.74,64.84,6.7,1.95,0.4,NA,NA,Sandy,NA,NA,NA,23,161,1-early
2020_17N_TRM_Paired TRM2_4,2020,NA,17N,TRM,Paired TRM2,4,2020-06-10T00:00:00Z,2,7.67,62.95,8.2,1.9,0.19,NA,NA,Sandy,NA,NA,NA,23,161,1-early
2020_15E_TRM_TRM_4,2020,NA,15E,TRM,TRM,4,2020-06-10T00:00:00Z,2,9.2,61.86,6.7,1.7,0.29,NA,NA,Loamy,NA,NA,15E TRM,23,161,1-early
2020_19N_TRM_TRM_4,2020,NA,19N,TRM,TRM,4,2020-06-10T00:00:00Z,2,8.98,64.24,7.2,1.87,0.41,NA,NA,Sandy,NA,NA,19N TRM,23,161,1-early
