SamplingDate,Pasture,Plot,Transect,Distance
8/9/2021,19N,1,1,n
8/9/2021,19N,1,1,n
8/9/2021,19N,1,1,n
8/9/2021,19N,1,1,n
8/9/2021,19N,1,1,n
8/9/2021,19N,1,1,s
8/9/2021,19N,1,1,s
8/9/2021,19N,1,1,s
8/9/2021,19N,1,1,s
8/9/2021,19N,1,1,s
8/9/2021,19N,1,1,s
8/9/2021,19N,1,1,s
8/9/2021,19N,1,4,n
8/9/2021,19N,1,4,n
8/9/2021,19N,1,4,n
8/9/2021,19N,1,4,n
8/9/2021,19N,1,4,n
8/9/2021,19N,1,4,n
8/9/2021,19N,1,4,s
8/9/2021,19N,1,4,s
8/9/2021,19N,1,4,s
8/9/2021,19N,1,4,s
8/9/2021,19N,1,4,s
8/9/2021,19N,1,4,s
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,n
8/9/2021,19N,2,1,s
8/9/2021,19N,2,1,s
8/9/2021,19N,2,1,s
8/9/2021,19N,2,1,s
8/9/2021,19N,2,1,s
8/9/2021,19N,2,4,n
8/9/2021,19N,2,4,n
8/9/2021,19N,2,4,n
8/9/2021,19N,2,4,n
8/9/2021,19N,2,4,s
8/9/2021,19N,2,4,s
8/9/2021,19N,2,4,s
8/9/2021,19N,2,4,s
8/9/2021,19N,2,4,s
8/9/2021,19N,3,1,n
8/9/2021,19N,3,1,n
8/9/2021,19N,3,1,n
8/9/2021,19N,3,1,n
8/9/2021,19N,3,1,n
8/9/2021,19N,3,1,s
8/9/2021,19N,3,1,s
8/9/2021,19N,3,1,s
8/9/2021,19N,3,1,s
8/9/2021,19N,3,1,s
8/9/2021,19N,3,1,s
8/9/2021,19N,3,1,s
8/9/2021,19N,3,4,n
8/9/2021,19N,3,4,n
8/9/2021,19N,3,4,n
8/9/2021,19N,3,4,n
8/9/2021,19N,3,4,s
8/9/2021,19N,3,4,s
8/9/2021,19N,3,4,s
8/9/2021,19N,3,4,s
8/9/2021,19N,3,4,s
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,n
8/9/2021,19N,4,1,s
8/9/2021,19N,4,1,s
8/9/2021,19N,4,1,s
8/9/2021,19N,4,1,s
8/9/2021,19N,4,1,s
8/9/2021,19N,4,4,n
8/9/2021,19N,4,4,n
8/9/2021,19N,4,4,n
8/9/2021,19N,5,4,n
8/9/2021,19N,5,4,n
8/9/2021,19N,5,4,n
8/9/2021,19N,5,4,n
8/9/2021,19N,5,4,n
8/9/2021,19N,5,4,s
8/9/2021,19N,5,4,s
8/9/2021,19N,5,4,s
8/9/2021,19N,5,4,s
8/9/2021,19N,5,4,s
8/9/2021,19N,5,4,s
8/9/2021,25NW,1,1,n
8/9/2021,25NW,1,1,n
8/9/2021,25NW,1,1,n
8/9/2021,25NW,1,1,n
8/9/2021,25NW,1,1,s
8/9/2021,25NW,1,1,s
8/9/2021,25NW,1,1,s
8/9/2021,25NW,1,4,n
8/9/2021,25NW,1,4,n
8/9/2021,25NW,1,4,n
8/9/2021,25NW,1,4,n
8/9/2021,25NW,1,4,n
8/9/2021,25NW,1,4,s
8/9/2021,25NW,1,4,s
8/9/2021,25NW,1,4,s
8/9/2021,25NW,1,4,s
8/9/2021,25NW,1,4,s
8/9/2021,25NW,2,1,s
8/9/2021,25NW,2,1,s
8/9/2021,25NW,2,1,s
8/9/2021,25NW,2,1,s
8/9/2021,25NW,2,4,s
8/9/2021,25NW,2,4,s
8/9/2021,25NW,2,4,s
8/9/2021,25NW,2,4,s
8/9/2021,25NW,2,4,s
8/9/2021,25NW,2,4,s
8/9/2021,25NW,2,4,s
8/9/2021,25NW,3,1,s
8/9/2021,25NW,3,1,s
8/9/2021,25NW,3,1,s
8/9/2021,25NW,3,1,s
8/9/2021,25NW,3,1,s
8/9/2021,25NW,3,1,s
8/9/2021,25NW,3,1,s
8/9/2021,25NW,3,4,n
8/9/2021,25NW,3,4,n
8/9/2021,25NW,3,4,n
8/9/2021,25NW,3,4,n
8/9/2021,25NW,3,4,n
8/9/2021,25NW,3,4,n
8/9/2021,25NW,3,4,s
8/9/2021,25NW,3,4,s
8/9/2021,25NW,3,4,s
8/9/2021,25NW,3,4,s
8/9/2021,25NW,3,4,s
8/9/2021,25NW,4,1,s
8/9/2021,25NW,4,1,s
8/9/2021,25NW,4,1,s
8/9/2021,25NW,4,1,s
8/9/2021,25NW,4,4,s
8/9/2021,25NW,4,4,s
8/9/2021,25NW,4,4,s
8/9/2021,25NW,4,4,s
8/9/2021,25SE,1,1,n
8/9/2021,25SE,1,1,n
8/9/2021,25SE,1,1,n
8/9/2021,25SE,1,1,s
8/9/2021,25SE,1,1,s
8/9/2021,25SE,1,1,s
8/9/2021,25SE,1,4,n
8/9/2021,25SE,1,4,n
8/9/2021,25SE,1,4,n
8/9/2021,25SE,1,4,s
8/9/2021,25SE,1,4,s
8/9/2021,25SE,1,4,s
8/9/2021,25SE,1,4,s
8/9/2021,25SE,1,4,s
8/9/2021,25SE,2,4,n
8/9/2021,25SE,2,4,n
8/9/2021,25SE,2,4,n
8/9/2021,25SE,2,4,n
8/9/2021,25SE,2,4,s
8/9/2021,25SE,2,4,s
8/9/2021,25SE,2,4,s
8/9/2021,25SE,2,4,s
8/9/2021,25SE,2,4,s
8/9/2021,26E,1,1,n
8/9/2021,26E,1,1,n
8/9/2021,26E,1,1,n
8/9/2021,26E,1,1,n
8/9/2021,26E,1,1,n
8/9/2021,26E,1,1,n
8/9/2021,26E,1,1,s
8/9/2021,26E,1,1,s
8/9/2021,26E,1,1,s
8/9/2021,26E,1,1,s
8/9/2021,26E,1,4,n
8/9/2021,26E,1,4,n
8/9/2021,26E,1,4,n
8/9/2021,26E,1,4,n
8/9/2021,26E,1,4,s
8/9/2021,26E,1,4,s
8/9/2021,26E,1,4,s
8/9/2021,26E,1,4,s
8/9/2021,26E,1,4,s
8/9/2021,26E,2,1,n
8/9/2021,26E,2,1,n
8/9/2021,26E,2,1,n
8/9/2021,26E,2,1,n
8/9/2021,26E,2,1,n
8/9/2021,26E,2,1,n
8/9/2021,26E,2,1,s
8/9/2021,26E,2,1,s
8/9/2021,26E,2,1,s
8/9/2021,26E,2,1,s
8/9/2021,26E,2,1,s
8/9/2021,26E,2,1,s
8/9/2021,26E,2,1,s
8/9/2021,26E,2,4,n
8/9/2021,26E,2,4,n
8/9/2021,26E,2,4,n
8/9/2021,26E,2,4,n
8/9/2021,26E,2,4,n
8/9/2021,26E,2,4,n
8/9/2021,26E,2,4,n
8/9/2021,26E,2,4,s
8/9/2021,26E,2,4,s
8/9/2021,26E,2,4,s
8/9/2021,26E,2,4,s
8/9/2021,26E,2,4,s
8/9/2021,26E,3,1,n
8/9/2021,26E,3,1,n
8/9/2021,26E,3,1,n
8/9/2021,26E,3,1,n
8/9/2021,26E,3,1,s
8/9/2021,26E,3,1,s
8/9/2021,26E,3,1,s
8/9/2021,26E,3,4,n
8/9/2021,26E,3,4,n
8/9/2021,26E,3,4,n
8/9/2021,26E,3,4,n
8/9/2021,26E,3,4,n
8/9/2021,26E,3,4,n
8/9/2021,26E,3,4,s
8/9/2021,26E,3,4,s
8/9/2021,26E,3,4,s
8/9/2021,26E,3,4,s
8/9/2021,26E,3,4,s
8/9/2021,26E,3,4,s
8/9/2021,26E,4,1,n
8/9/2021,26E,4,1,n
8/9/2021,26E,4,1,n
8/9/2021,26E,4,1,n
8/9/2021,26E,4,1,s
8/9/2021,26E,4,1,s
8/9/2021,26E,4,1,s
8/9/2021,26E,4,1,s
8/9/2021,26E,4,1,s
8/9/2021,26E,4,4,n
8/9/2021,26E,4,4,n
8/9/2021,26E,4,4,n
8/9/2021,26E,4,4,n
8/9/2021,26E,4,4,n
8/9/2021,26E,4,4,s
8/9/2021,26E,4,4,s
8/9/2021,26E,4,4,s
8/9/2021,26E,4,4,s
8/9/2021,26E,4,4,s
8/9/2021,26E,4,4,s
8/9/2021,26W,4,1,n
8/9/2021,26W,4,1,n
8/9/2021,26W,4,1,n
8/9/2021,26W,4,1,n
8/9/2021,26W,4,1,n
8/9/2021,26W,4,1,n
8/9/2021,26W,4,1,n
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,1,s
8/9/2021,26W,4,4,n
8/9/2021,26W,4,4,n
8/9/2021,26W,4,4,n
8/9/2021,26W,4,4,n
8/9/2021,26W,4,4,n
8/9/2021,26W,4,4,n
8/9/2021,26W,4,4,n
8/9/2021,26W,4,4,n
8/9/2021,26W,4,4,s
8/9/2021,26W,4,4,s
8/9/2021,26W,4,4,s
8/9/2021,26W,4,4,s
8/9/2021,31E,1,1,s
8/9/2021,31E,1,1,s
8/9/2021,31E,1,1,s
8/9/2021,31E,1,1,s
8/9/2021,31E,1,1,s
8/9/2021,31E,1,4,s
8/9/2021,31E,1,4,s
8/9/2021,5E,1,4,n
8/9/2021,5E,1,4,n
8/9/2021,5E,1,4,n
8/9/2021,5E,1,4,n
8/9/2021,5E,1,4,s
8/9/2021,5E,1,4,s
8/9/2021,5E,1,4,s
8/9/2021,5E,1,4,s
8/9/2021,5E,1,4,s
8/9/2021,5E,1,4,s
8/9/2021,5E,1,4,s
8/9/2021,5E,1,4,s
8/9/2021,5E,2,1,n
8/9/2021,5E,2,1,n
8/9/2021,5E,2,1,n
8/9/2021,5E,2,1,n
8/9/2021,5E,2,1,n
8/9/2021,5E,2,1,n
8/9/2021,5E,2,1,n
8/9/2021,5E,2,1,s
8/9/2021,5E,2,1,s
8/9/2021,5E,2,1,s
8/9/2021,5E,2,1,s
8/9/2021,5E,2,4,n
8/9/2021,5E,2,4,n
8/9/2021,5E,2,4,n
8/9/2021,5E,2,4,n
8/9/2021,5E,2,4,s
8/9/2021,5E,2,4,s
8/9/2021,5E,2,4,s
8/9/2021,5E,3,1,n
8/9/2021,5E,3,1,n
8/9/2021,5E,3,1,s
8/9/2021,5E,3,1,s
8/9/2021,5E,3,1,s
8/9/2021,5E,3,1,s
8/9/2021,5E,3,4,n
8/9/2021,5E,3,4,n
8/9/2021,5E,3,4,n
8/9/2021,5E,3,4,n
8/9/2021,5E,3,4,n
8/9/2021,5E,3,4,s
8/9/2021,5E,3,4,s
8/9/2021,5E,3,4,s
8/9/2021,5E,3,4,s
8/9/2021,5E,3,4,s
8/9/2021,5E,3,4,s
8/9/2021,5E,4,1,n
8/9/2021,5E,4,1,n
8/9/2021,5E,4,1,n
8/9/2021,5E,4,1,n
8/9/2021,5E,4,1,s
8/9/2021,5E,4,1,s
8/9/2021,5E,4,1,s
8/9/2021,5E,4,1,s
8/9/2021,5E,4,1,s
8/9/2021,5E,4,1,s
8/9/2021,5E,4,1,s
8/9/2021,5E,4,4,n
8/9/2021,5E,4,4,n
8/9/2021,5E,4,4,n
8/9/2021,5E,4,4,n
8/9/2021,5E,4,4,s
8/9/2021,5E,4,4,s
8/9/2021,5E,4,4,s
8/9/2021,5E,4,4,s
8/9/2021,5E,4,4,s
8/9/2021,5E,4,4,s
8/10/2021,19N,5,1,n
8/10/2021,19N,5,1,n
8/10/2021,19N,5,1,n
8/10/2021,19N,5,1,n
8/10/2021,19N,5,1,n
8/10/2021,19N,5,1,n
8/10/2021,19N,5,1,s
8/10/2021,19N,5,1,s
8/10/2021,19N,5,1,s
8/10/2021,19N,5,1,s
8/10/2021,19N,5,1,s
8/10/2021,19N,6,1,n
8/10/2021,19N,6,1,n
8/10/2021,19N,6,1,n
8/10/2021,19N,6,1,n
8/10/2021,19N,6,1,n
8/10/2021,19N,6,1,n
8/10/2021,19N,6,1,s
8/10/2021,19N,6,1,s
8/10/2021,19N,6,1,s
8/10/2021,19N,6,1,s
8/10/2021,19N,6,1,s
8/10/2021,19N,6,4,n
8/10/2021,19N,6,4,n
8/10/2021,19N,6,4,n
8/10/2021,19N,6,4,n
8/10/2021,19N,6,4,s
8/10/2021,19N,6,4,s
8/10/2021,19N,6,4,s
8/10/2021,19N,6,4,s
8/10/2021,25NW,2,1,n
8/10/2021,25NW,2,1,n
8/10/2021,25NW,2,1,n
8/10/2021,25NW,2,1,n
8/10/2021,25NW,2,4,n
8/10/2021,25NW,2,4,n
8/10/2021,25NW,2,4,n
8/10/2021,25NW,2,4,n
8/10/2021,25NW,3,1,n
8/10/2021,25NW,3,1,n
8/10/2021,25NW,3,1,n
8/10/2021,25NW,3,1,n
8/10/2021,25NW,4,1,n
8/10/2021,25NW,4,1,n
8/10/2021,25NW,4,1,n
8/10/2021,25NW,4,1,n
8/10/2021,25NW,4,1,n
8/10/2021,25NW,4,1,n
8/10/2021,25NW,4,4,n
8/10/2021,25NW,4,4,n
8/10/2021,25NW,4,4,n
8/10/2021,25NW,4,4,n
8/10/2021,25NW,4,4,n
8/10/2021,25SE,2,1,n
8/10/2021,25SE,2,1,n
8/10/2021,25SE,2,1,n
8/10/2021,25SE,2,1,s
8/10/2021,25SE,2,1,s
8/10/2021,25SE,2,1,s
8/10/2021,25SE,2,1,s
8/10/2021,25SE,3,1,n
8/10/2021,25SE,3,1,n
8/10/2021,25SE,3,1,n
8/10/2021,25SE,3,1,s
8/10/2021,25SE,3,1,s
8/10/2021,25SE,3,1,s
8/10/2021,25SE,3,1,s
8/10/2021,25SE,3,1,s
8/10/2021,25SE,3,1,s
8/10/2021,25SE,3,1,s
8/10/2021,25SE,3,1,s
8/10/2021,25SE,3,4,n
8/10/2021,25SE,3,4,n
8/10/2021,25SE,3,4,n
8/10/2021,25SE,3,4,n
8/10/2021,25SE,3,4,s
8/10/2021,25SE,3,4,s
8/10/2021,25SE,3,4,s
8/10/2021,25SE,3,4,s
8/10/2021,25SE,3,4,s
8/10/2021,25SE,3,4,s
8/10/2021,25SE,3,4,s
8/10/2021,25SE,3,4,s
8/10/2021,25SE,3,4,s
8/10/2021,25SE,4,1,n
8/10/2021,25SE,4,1,n
8/10/2021,25SE,4,1,n
8/10/2021,25SE,4,1,n
8/10/2021,25SE,4,1,n
8/10/2021,25SE,4,1,n
8/10/2021,25SE,4,1,s
8/10/2021,25SE,4,1,s
8/10/2021,25SE,4,1,s
8/10/2021,25SE,4,1,s
8/10/2021,25SE,4,4,n
8/10/2021,25SE,4,4,n
8/10/2021,25SE,4,4,n
8/10/2021,25SE,4,4,s
8/10/2021,25SE,4,4,s
8/10/2021,25SE,4,4,s
8/10/2021,25SE,4,4,s
8/10/2021,31E,1,1,n
8/10/2021,31E,1,1,n
8/10/2021,31E,1,1,n
8/10/2021,31E,1,1,n
8/10/2021,31E,1,1,n
8/10/2021,31E,1,4,n
8/10/2021,31E,1,4,n
8/10/2021,31E,1,4,n
8/10/2021,31E,2,1,n
8/10/2021,31E,2,1,n
8/10/2021,31E,2,1,n
8/10/2021,31E,2,1,n
8/10/2021,31E,2,1,s
8/10/2021,31E,2,1,s
8/10/2021,31E,2,1,s
8/10/2021,31E,2,1,s
8/10/2021,31E,2,1,s
8/10/2021,31E,2,4,n
8/10/2021,31E,2,4,n
8/10/2021,31E,2,4,n
8/10/2021,31E,2,4,n
8/10/2021,31E,2,4,s
8/10/2021,31E,2,4,s
8/10/2021,31E,2,4,s
8/10/2021,31E,3,1,n
8/10/2021,31E,3,1,n
8/10/2021,31E,3,1,n
8/10/2021,31E,3,1,s
8/10/2021,31E,3,1,s
8/10/2021,31E,3,1,s
8/10/2021,31E,3,1,s
8/10/2021,31E,3,1,s
8/10/2021,31E,3,4,n
8/10/2021,31E,3,4,n
8/10/2021,31E,3,4,n
8/10/2021,31E,3,4,n
8/10/2021,31E,3,4,n
8/10/2021,31E,3,4,s
8/10/2021,31E,3,4,s
8/10/2021,31E,3,4,s
8/10/2021,31E,3,4,s
8/10/2021,31E,3,4,s
8/10/2021,31E,3,4,s
8/10/2021,31E,3,4,s
8/10/2021,31E,4,1,n
8/10/2021,31E,4,1,n
8/10/2021,31E,4,1,n
8/10/2021,31E,4,1,n
8/10/2021,31E,4,1,n
8/10/2021,31E,4,1,n
8/10/2021,31E,4,1,n
8/10/2021,31E,4,1,s
8/10/2021,31E,4,1,s
8/10/2021,31E,4,1,s
8/10/2021,31E,4,1,s
8/10/2021,31E,4,1,s
8/10/2021,31E,4,1,s
8/10/2021,31E,4,1,s
8/10/2021,31E,4,4,n
8/10/2021,31E,4,4,n
8/10/2021,31E,4,4,n
8/10/2021,31E,4,4,s
8/10/2021,31E,4,4,s
8/10/2021,31E,4,4,s
8/10/2021,31W,1,1,n
8/10/2021,31W,1,1,n
8/10/2021,31W,1,1,n
8/10/2021,31W,1,1,n
8/10/2021,31W,1,1,n
8/10/2021,31W,1,1,n
8/10/2021,31W,1,1,n
8/10/2021,31W,1,1,s
8/10/2021,31W,1,1,s
8/10/2021,31W,1,1,s
8/10/2021,31W,1,1,s
8/10/2021,31W,1,1,s
8/10/2021,31W,1,1,s
8/10/2021,31W,1,1,s
8/10/2021,31W,1,4,n
8/10/2021,31W,1,4,n
8/10/2021,31W,1,4,n
8/10/2021,31W,1,4,n
8/10/2021,31W,1,4,n
8/10/2021,31W,1,4,s
8/10/2021,31W,1,4,s
8/10/2021,31W,1,4,s
8/10/2021,31W,1,4,s
8/10/2021,31W,1,4,s
8/10/2021,31W,2,1,n
8/10/2021,31W,2,1,n
8/10/2021,31W,2,1,n
8/10/2021,31W,2,1,n
8/10/2021,31W,2,1,n
8/10/2021,31W,2,1,n
8/10/2021,31W,2,1,n
8/10/2021,31W,2,1,s
8/10/2021,31W,2,1,s
8/10/2021,31W,2,1,s
8/10/2021,31W,2,4,n
8/10/2021,31W,2,4,n
8/10/2021,31W,2,4,n
8/10/2021,31W,2,4,n
8/10/2021,31W,2,4,s
8/10/2021,31W,2,4,s
8/10/2021,31W,2,4,s
8/10/2021,31W,2,4,s
8/10/2021,31W,2,4,s
8/10/2021,31W,2,4,s
8/10/2021,31W,3,1,n
8/10/2021,31W,3,1,n
8/10/2021,31W,3,1,n
8/10/2021,31W,3,1,n
8/10/2021,31W,3,1,s
8/10/2021,31W,3,1,s
8/10/2021,31W,3,1,s
8/10/2021,31W,3,1,s
8/10/2021,31W,3,1,s
8/10/2021,31W,3,1,s
8/10/2021,31W,3,1,s
8/10/2021,31W,3,4,n
8/10/2021,31W,3,4,n
8/10/2021,31W,3,4,n
8/10/2021,31W,3,4,n
8/10/2021,31W,3,4,n
8/10/2021,31W,3,4,s
8/10/2021,31W,3,4,s
8/10/2021,31W,3,4,s
8/10/2021,31W,3,4,s
8/10/2021,31W,3,4,s
8/10/2021,31W,4,1,n
8/10/2021,31W,4,1,n
8/10/2021,31W,4,1,n
8/10/2021,31W,4,1,n
8/10/2021,31W,4,1,n
8/10/2021,31W,4,1,s
8/10/2021,31W,4,1,s
8/10/2021,31W,4,1,s
8/10/2021,31W,4,1,s
8/10/2021,31W,4,1,s
8/10/2021,31W,4,4,n
8/10/2021,31W,4,4,n
8/10/2021,31W,4,4,n
8/10/2021,31W,4,4,n
8/10/2021,31W,4,4,n
8/10/2021,31W,4,4,n
8/10/2021,31W,4,4,n
8/10/2021,31W,4,4,s
8/10/2021,31W,4,4,s
8/10/2021,31W,4,4,s
8/10/2021,31W,4,4,s
8/10/2021,31W,4,4,s
8/10/2021,31W,4,4,s
8/10/2021,31W,4,4,s
8/14/2021,15E,1,4,s
8/14/2021,15E,1,4,s
8/14/2021,15E,1,4,s
8/14/2021,15E,1,4,s
8/14/2021,15E,1,4,s
8/2/2022,17N,1,1,N
8/2/2022,17N,1,1,N
8/2/2022,17N,1,1,S
8/2/2022,17N,1,1,S
8/2/2022,17N,1,1,S
8/2/2022,17N,1,1,S
8/2/2022,17N,1,4,N
8/2/2022,17N,1,4,N
8/2/2022,17N,1,4,N
8/2/2022,17N,1,4,N
8/2/2022,17N,1,4,S
8/2/2022,17N,1,4,S
8/2/2022,17N,1,4,S
8/2/2022,17N,1,4,S
8/2/2022,17N,2,1,N
8/2/2022,17N,2,1,N
8/2/2022,17N,2,1,N
8/2/2022,17N,2,1,S
8/2/2022,17N,2,1,S
8/2/2022,19N,1,1,N
8/2/2022,19N,1,1,N
8/2/2022,19N,1,1,N
8/2/2022,19N,1,1,N
8/2/2022,19N,1,1,N
8/2/2022,19N,1,1,N
8/2/2022,19N,1,1,S
8/2/2022,19N,1,1,S
8/2/2022,19N,1,1,S
8/2/2022,19N,1,1,S
8/2/2022,19N,1,1,S
8/2/2022,19N,1,4,N
8/2/2022,19N,1,4,N
8/2/2022,19N,1,4,N
8/2/2022,19N,1,4,N
8/2/2022,19N,1,4,S
8/2/2022,19N,1,4,S
8/2/2022,19N,1,4,S
8/2/2022,19N,1,4,S
8/2/2022,19N,1,4,S
8/2/2022,19N,1,4,S
8/2/2022,19N,2,1,N
8/2/2022,19N,2,1,N
8/2/2022,19N,2,1,N
8/2/2022,19N,2,1,N
8/2/2022,19N,2,1,S
8/2/2022,19N,2,1,S
8/2/2022,19N,2,1,S
8/2/2022,19N,2,4,N
8/2/2022,19N,2,4,N
8/2/2022,19N,2,4,N
8/2/2022,19N,2,4,N
8/2/2022,19N,2,4,S
8/2/2022,19N,2,4,S
8/2/2022,19N,2,4,S
8/2/2022,19N,2,4,S
8/2/2022,19N,3,1,N
8/2/2022,19N,3,1,N
8/2/2022,19N,3,1,N
8/2/2022,19N,3,1,N
8/2/2022,19N,3,1,S
8/2/2022,19N,3,1,S
8/2/2022,19N,3,1,S
8/2/2022,19N,3,4,N
8/2/2022,19N,3,4,N
8/2/2022,19N,3,4,N
8/2/2022,19N,3,4,N
8/2/2022,19N,3,4,S
8/2/2022,19N,3,4,S
8/2/2022,19N,4,1,N
8/2/2022,19N,4,1,N
8/2/2022,19N,4,1,N
8/2/2022,19N,4,1,N
8/2/2022,19N,4,1,N
8/2/2022,19N,4,1,S
8/2/2022,19N,4,1,S
8/2/2022,19N,4,1,S
8/2/2022,19N,4,4,N
8/2/2022,19N,4,4,N
8/2/2022,19N,4,4,S
8/2/2022,19N,4,4,S
8/2/2022,19N,5,1,N
8/2/2022,19N,5,1,N
8/2/2022,19N,5,1,N
8/2/2022,19N,5,1,N
8/2/2022,19N,5,1,S
8/2/2022,19N,5,1,S
8/2/2022,19N,5,1,S
8/2/2022,19N,5,4,N
8/2/2022,19N,5,4,N
8/2/2022,19N,5,4,N
8/2/2022,19N,5,4,N
8/2/2022,19N,5,4,N
8/2/2022,19N,5,4,N
8/2/2022,19N,5,4,N
8/2/2022,19N,5,4,S
8/2/2022,19N,5,4,S
8/2/2022,19N,5,4,S
8/2/2022,19N,5,4,S
8/2/2022,19N,5,4,S
8/2/2022,19N,6,1,S
8/2/2022,19N,6,1,S
8/2/2022,19N,6,1,S
8/2/2022,19N,6,4,N
8/2/2022,19N,6,4,N
8/2/2022,19N,6,4,N
8/2/2022,19N,6,4,N
8/2/2022,19N,6,4,S
8/2/2022,5E,1,1,N
8/2/2022,5E,1,1,N
8/2/2022,5E,1,1,N
8/2/2022,5E,1,1,N
8/2/2022,5E,1,1,N
8/2/2022,5E,1,1,N
8/2/2022,5E,1,1,S
8/2/2022,5E,1,1,S
8/2/2022,5E,1,1,S
8/2/2022,5E,1,1,S
8/2/2022,5E,1,4,S
8/2/2022,5E,1,4,S
8/2/2022,5E,1,4,S
8/2/2022,5E,1,4,S
8/2/2022,5E,1,4,S
8/2/2022,5E,1,4,S
8/2/2022,5E,1,4,S
8/2/2022,5E,1,4,S
8/2/2022,5E,2,1,N
8/2/2022,5E,2,1,N
8/2/2022,5E,2,1,N
8/2/2022,5E,2,1,N
8/2/2022,5E,2,1,N
8/2/2022,5E,2,1,S
8/2/2022,5E,2,1,S
8/2/2022,5E,2,1,S
8/2/2022,5E,2,1,S
8/2/2022,5E,2,1,S
8/2/2022,5E,2,1,S
8/2/2022,5E,2,4,N
8/2/2022,5E,2,4,N
8/2/2022,5E,2,4,N
8/2/2022,5E,2,4,N
8/2/2022,5E,2,4,S
8/2/2022,5E,2,4,S
8/2/2022,5E,2,4,S
8/2/2022,5E,3,1,N
8/2/2022,5E,3,1,N
8/2/2022,5E,3,1,N
8/2/2022,5E,3,1,S
8/2/2022,5E,3,1,S
8/2/2022,5E,3,1,S
8/2/2022,5E,3,1,S
8/2/2022,5E,3,4,N
8/2/2022,5E,3,4,N
8/2/2022,5E,3,4,S
8/2/2022,5E,3,4,S
8/2/2022,5E,3,4,S
8/2/2022,5E,4,1,N
8/2/2022,5E,4,1,N
8/2/2022,5E,4,1,N
8/2/2022,5E,4,1,N
8/2/2022,5E,4,1,N
8/2/2022,5E,4,1,N
8/2/2022,5E,4,1,S
8/2/2022,5E,4,1,S
8/2/2022,5E,4,1,S
8/2/2022,5E,4,1,S
8/2/2022,5E,4,1,S
8/2/2022,5E,4,4,N
8/2/2022,5E,4,4,N
8/2/2022,5E,4,4,N
8/2/2022,5E,4,4,N
8/2/2022,5E,4,4,S
8/2/2022,5E,4,4,S
8/2/2022,5E,4,4,S
8/2/2022,7NW,1,1,N
8/2/2022,7NW,1,1,N
8/2/2022,7NW,1,1,N
8/2/2022,7NW,1,1,N
8/2/2022,7NW,1,1,N
8/2/2022,7NW,1,1,S
8/2/2022,7NW,1,1,S
8/2/2022,7NW,1,1,S
8/2/2022,7NW,1,4,N
8/2/2022,7NW,1,4,N
8/2/2022,7NW,1,4,N
8/2/2022,7NW,1,4,S
8/2/2022,7NW,1,4,S
8/2/2022,7NW,1,4,S
8/2/2022,7NW,2,1,N
8/2/2022,7NW,2,1,N
8/2/2022,7NW,2,1,N
8/2/2022,7NW,2,1,N
8/2/2022,7NW,2,1,S
8/2/2022,7NW,2,1,S
8/2/2022,7NW,2,1,S
8/2/2022,7NW,2,1,S
8/2/2022,7NW,2,1,S
8/2/2022,7NW,2,4,N
8/2/2022,7NW,2,4,N
8/2/2022,7NW,2,4,N
8/2/2022,7NW,2,4,N
8/2/2022,7NW,2,4,S
8/2/2022,7NW,2,4,S
8/2/2022,7NW,3,1,N
8/2/2022,7NW,3,1,N
8/2/2022,7NW,3,1,N
8/2/2022,7NW,3,1,N
8/2/2022,7NW,3,1,N
8/2/2022,7NW,3,1,S
8/2/2022,7NW,3,1,S
8/2/2022,7NW,3,1,S
8/2/2022,7NW,3,1,S
8/2/2022,7NW,3,1,S
8/2/2022,7NW,3,1,S
8/2/2022,7NW,3,4,N
8/2/2022,7NW,3,4,N
8/2/2022,7NW,3,4,N
8/2/2022,7NW,3,4,N
8/2/2022,7NW,3,4,N
8/2/2022,7NW,3,4,S
8/2/2022,7NW,3,4,S
8/2/2022,7NW,3,4,S
8/2/2022,7NW,3,4,S
8/2/2022,7NW,3,4,S
8/2/2022,7NW,4,1,N
8/2/2022,7NW,4,1,N
8/2/2022,7NW,4,1,N
8/2/2022,7NW,4,1,N
8/2/2022,7NW,4,1,N
8/2/2022,7NW,4,1,S
8/2/2022,7NW,4,1,S
8/2/2022,7NW,4,1,S
8/2/2022,7NW,4,4,N
8/2/2022,7NW,4,4,N
8/2/2022,7NW,4,4,N
8/2/2022,7NW,4,4,N
8/2/2022,7NW,4,4,N
8/2/2022,7NW,4,4,N
8/2/2022,7NW,4,4,S
8/2/2022,7NW,4,4,S
