Concatenate,Year,Pasture Name,PastureID,Treatment,Herd,Week,Date,Rotation,Crude Protein (%),DOM(%),DOM/CP,Fecal Nitrogen (%),Fecal Phosphorus (%),Tag #'s,Notes,Ecological Site,Julian Day,Precip(mm),HerdTreat,WOY,DOY,Phase,NDVI,NDVI_d30,iNDVI,t_peak_IRG,iNDVI_dry,SOS_doy,t_SOS
2021_17S_CARM2_CARM2_15,2021,Salt Flat,17S,CARM2,CARM2,15,2021-09-07 00:00:00+00:00,4,7.58,61.18,8.1,1.23,0.18,,,,,,,36,249,3-late,0.31922865142857143,-0.08758549142857142,25.643161970857143,93.0,6.1244221667427805,63.0,186.0
2021_17S_CARM2_MARC Individual_15,2021,Salt Flat,17S,CARM2,MARC Individual,15,2021-09-07 00:00:00+00:00,4,7.79,61.03,7.8,1.18,0.3,54,,,,,,36,249,3-late,0.31922865142857143,-0.08758549142857142,25.643161970857143,93.0,6.1244221667427805,63.0,186.0
2021_17S_CARM2_MARC Individual_15,2021,Salt Flat,17S,CARM2,MARC Individual,15,2021-09-07 00:00:00+00:00,4,8.4,62.35,7.4,1.15,0.13,50,,,,,,36,249,3-late,0.31922865142857143,-0.08758549142857142,25.643161970857143,93.0,6.1244221667427805,63.0,186.0
2021_17S_CARM2_Anderson GEM Individual_15,2021,Salt Flat,17S,CARM2,Anderson GEM Individual,15,2021-09-07 00:00:00+00:00,4,7.86,60.64,7.7,1.23,0.19,87,,,,,,36,249,3-late,0.31922865142857143,-0.08758549142857142,25.643161970857143,93.0,6.1244221667427805,63.0,186.0
2021_17S_CARM2_Anderson GEM Individual_15,2021,Salt Flat,17S,CARM2,Anderson GEM Individual,15,2021-09-07 00:00:00+00:00,4,8.84,62.78,7.1,1.05,0.1,98,,,,,,36,249,3-late,0.31922865142857143,-0.08758549142857142,25.643161970857143,93.0,6.1244221667427805,63.0,186.0
2021_17S_CARM2_Anderson GEM_15,2021,,17S,CARM2,Anderson GEM,15,2021-09-07 00:00:00+00:00,4,8.1,60.85,7.5,1.17,0.25,,,,,,,36,249,3-late,0.31922865142857143,-0.08758549142857142,25.643161970857143,93.0,6.1244221667427805,63.0,186.0
2021_26E_Paired TRM1_Paired TRM1_15,2021,,26E,Paired TRM1,Paired TRM1,15,2021-09-07 00:00:00+00:00,3,8.86,60.57,6.8,1.09,0.09,,,,,,,36,249,3-late,0.31530197428571427,-0.0745924142857143,26.13004799384615,103.0,5.69847388942582,67.0,182.0
2021_17N_Paired TRM2_Paired TRM2_15,2021,,17N,Paired TRM2,Paired TRM2,15,2021-09-07 00:00:00+00:00,4,8.22,60.82,7.4,1.13,0.28,,,,,,,36,249,3-late,0.29817978714285714,-0.0716895257142857,23.480238412571428,101.0,5.415299923954795,63.0,186.0
2021_19N_TRM_TRM_15,2021,,19N,TRM,TRM,15,2021-09-07 00:00:00+00:00,3&4,8.02,62.03,7.7,1.32,0.37,,,,,,,36,249,3-late,0.2998091385714286,-0.08187101714285713,25.22676105753847,105.0,6.647854115726806,63.0,186.0
2021_15E_TRM_15E_15,2021,,15E,TRM,15E,15,2021-09-07 00:00:00+00:00,3&4,7.94,60.53,7.6,1.33,0.35,,,,,,,36,249,3-late,0.2558323642857143,-0.034596051428571424,19.1073902385934,127.0,4.036102461486413,64.0,185.0
2021_15E_TRM_Anderson GEM Individual_15,2021,,15E,TRM,Anderson GEM Individual,15,2021-09-07 00:00:00+00:00,3&4,10.05,59.43,5.9,1.95,0.24,109,,,,,,36,249,3-late,0.2558323642857143,-0.034596051428571424,19.1073902385934,127.0,4.036102461486413,64.0,185.0
2021_15E_TRM_Anderson GEM Individual_15,2021,,15E,TRM,Anderson GEM Individual,15,2021-09-07 00:00:00+00:00,3&4,9.2,58.59,6.4,1.35,0.03,110,,,,,,36,249,3-late,0.2558323642857143,-0.034596051428571424,19.1073902385934,127.0,4.036102461486413,64.0,185.0
2021_15E_TRM_MARC Individual_15,2021,,15E,TRM,MARC Individual,15,2021-09-07 00:00:00+00:00,3&4,9.56,58.74,6.1,1.7,0.24,57,,,,,,36,249,3-late,0.2558323642857143,-0.034596051428571424,19.1073902385934,127.0,4.036102461486413,64.0,185.0
2021_15E_TRM_MARC Individual_15,2021,,15E,TRM,MARC Individual,15,2021-09-07 00:00:00+00:00,3&4,10.55,59.92,5.7,1.68,0.31,64,,,,,,36,249,3-late,0.2558323642857143,-0.034596051428571424,19.1073902385934,127.0,4.036102461486413,64.0,185.0
2021_15E_TRM_Anderson GEM_15,2021,,15E,TRM,Anderson GEM,15,2021-09-07 00:00:00+00:00,3&4,9.38,59.03,6.3,1.66,0.13,,,,,,,36,249,3-late,0.2558323642857143,-0.034596051428571424,19.1073902385934,127.0,4.036102461486413,64.0,185.0
2021_19N_TRM_MARC Individual_15,2021,,19N,TRM,MARC Individual,15,2021-09-07 00:00:00+00:00,3&4,8.67,62.48,7.2,1.26,0.43,61,,,,,,36,249,3-late,0.2998091385714286,-0.08187101714285713,25.22676105753847,105.0,6.647854115726806,63.0,186.0
2021_19N_TRM_Anderson GEM Individual_15,2021,,19N,TRM,Anderson GEM Individual,15,2021-09-07 00:00:00+00:00,3&4,8.74,63.75,7.3,1.39,0.47,83,,,,,,36,249,3-late,0.2998091385714286,-0.08187101714285713,25.22676105753847,105.0,6.647854115726806,63.0,186.0
2021_19N_TRM_Anderson GEM Individual_15,2021,,19N,TRM,Anderson GEM Individual,15,2021-09-07 00:00:00+00:00,3&4,7.84,62.64,8.0,1.28,0.45,90,,,,,,36,249,3-late,0.2998091385714286,-0.08187101714285713,25.22676105753847,105.0,6.647854115726806,63.0,186.0
2021_19N_TRM_MARC Individual_15,2021,,19N,TRM,MARC Individual,15,2021-09-07 00:00:00+00:00,3&4,6.87,61.06,8.9,1.06,0.38,52,,,,,,36,249,3-late,0.2998091385714286,-0.08187101714285713,25.22676105753847,105.0,6.647854115726806,63.0,186.0
2021_19N_TRM_Anderson GEM_15,2021,,19N,TRM,Anderson GEM,15,2021-09-07 00:00:00+00:00,3&4,7.7,62.64,8.1,1.26,0.43,,,,,,,36,249,3-late,0.2998091385714286,-0.08187101714285713,25.22676105753847,105.0,6.647854115726806,63.0,186.0
2021_17N_Paired TRM2_Paired TRM2_16,2021,,17N,Paired TRM2,Paired TRM2,16,2021-09-14 00:00:00+00:00,4,8.18,61.92,7.6,1.37,0.28,,,,,,,37,256,3-late,0.28384606571428567,-0.06473646857142858,24.40187236742857,108.0,6.222736177003016,63.0,193.0
2021_17S_CARM2_CARM2_16,2021,,17S,CARM2,CARM2,16,2021-09-14 00:00:00+00:00,4,7.68,60.81,7.9,1.24,0.32,,,,,,,37,256,3-late,0.2990964171428572,-0.08362970285714286,26.67947373057143,100.0,7.264991454328299,63.0,193.0
2021_31W_CARM1_CARM1_16,2021,,31W,CARM1,CARM1,16,2021-09-14 00:00:00+00:00,4,8.54,58.34,6.8,1.58,0.19,,,,,,,37,256,3-late,0.30293620857142856,-0.0710626542857143,27.705990742747257,114.0,6.813291405452799,63.0,193.0
2021_15E_TRM_TRM_16,2021,,15E,TRM,TRM,16,2021-09-14 00:00:00+00:00,4,8.44,58.41,6.9,1.48,0.12,,,,,,,37,256,3-late,0.24912337714285712,-0.03120491,19.688239861318674,134.0,4.400597083560527,64.0,192.0
2021_19N_TRM_TRM_16,2021,,19N,TRM,TRM,16,2021-09-14 00:00:00+00:00,4,8.55,61.86,7.2,1.37,0.28,,,,,,,37,256,3-late,0.28386496285714286,-0.07429681142857143,26.05968329949451,112.0,7.561103340439815,63.0,193.0
2021_31E_Paired TRM1_Paired TRM1_16,2021,,31E,Paired TRM1,Paired TRM1,16,2021-09-14 00:00:00+00:00,4,9.17,62.24,6.8,1.06,0.04,,,,,,,37,256,3-late,0.28813607,-0.08033433857142855,26.499815703516482,110.0,7.150637889738191,63.0,193.0
2021_31W_CARM1_CARM1_17,2021,South,31W,CARM1,CARM1,17,2021-09-21 00:00:00+00:00,4,9.37,64.06,6.8,1.08,0.13,,,,,,,38,263,3-late,0.28794762571428567,-0.06576607714285714,28.599738211868132,121.0,7.781581131127668,63.0,200.0
2021_17S_CARM2_CARM2_17,2021,Salt Flat,17S,CARM2,CARM2,17,2021-09-21 00:00:00+00:00,4,7.37,61.52,8.3,0.97,0.13,,,,,,,38,263,3-late,0.2785389457142857,-0.08284076428571427,27.571901294571433,107.0,8.490268823526899,63.0,200.0
2021_15E_TRM_TRM_17,2021,,15E,TRM,TRM,17,2021-09-21 00:00:00+00:00,4,8.86,60.01,6.8,1.46,0.15,,,,,,,38,263,3-late,0.24241369999999998,-0.029171717142857146,20.22167884690109,141.0,4.780725192057948,64.0,199.0
2021_17N_Paired TRM2_Paired TRM2_17,2021,,17N,Paired TRM2,Paired TRM2,17,2021-09-21 00:00:00+00:00,4,7.78,62.2,8.0,1.2,0.38,,,,,,,38,263,3-late,0.26921471714285716,-0.06117911571428571,25.221222407999992,115.0,7.087027300018335,63.0,200.0
2021_19N_TRM_TRM_17,2021,,19N,TRM,TRM,17,2021-09-21 00:00:00+00:00,4,8.39,63.37,7.6,1.29,0.39,,,,,,,38,263,3-late,0.26834468857142857,-0.06926612571428571,26.781676667164835,119.0,8.490102396686167,63.0,200.0
2021_31E_Paired TRM1_Paired TRM1_17,2021,,31E,Paired TRM1,Paired TRM1,17,2021-09-21 00:00:00+00:00,4,8.55,60.68,7.1,0.82,0.12,,,,,,,38,263,3-late,0.2736779557142857,-0.07137759428571427,27.31928907164835,117.0,8.061537497212724,63.0,200.0
2021_19N_TRM_Anderson GEM_17,2021,,19N,TRM,Anderson GEM,17,2021-09-21 00:00:00+00:00,4,8.24,62.31,7.6,1.17,0.26,"83, 90",,,,,,38,263,3-late,0.26834468857142857,-0.06926612571428571,26.781676667164835,119.0,8.490102396686167,63.0,200.0
2021_19N_TRM_Anderson GEM Individual_17,2021,,19N,TRM,Anderson GEM Individual,17,2021-09-21 00:00:00+00:00,4,8.02,60.93,7.6,1.03,0.24,83,,,,,,38,263,3-late,0.26834468857142857,-0.06926612571428571,26.781676667164835,119.0,8.490102396686167,63.0,200.0
2021_19N_TRM_Anderson GEM Individual_17,2021,,19N,TRM,Anderson GEM Individual,17,2021-09-21 00:00:00+00:00,4,7.77,62.18,8.0,1.31,0.41,90,,,,,,38,263,3-late,0.26834468857142857,-0.06926612571428571,26.781676667164835,119.0,8.490102396686167,63.0,200.0
2021_19N_TRM_MARC Individual_17,2021,,19N,TRM,MARC Individual,17,2021-09-21 00:00:00+00:00,4,8.67,61.04,7.0,1.36,0.36,52,,,,,,38,263,3-late,0.26834468857142857,-0.06926612571428571,26.781676667164835,119.0,8.490102396686167,63.0,200.0
2021_19N_TRM_MARC Individual_17,2021,,19N,TRM,MARC Individual,17,2021-09-21 00:00:00+00:00,4,8.48,63.18,7.5,1.13,0.3,61,,,,,,38,263,3-late,0.26834468857142857,-0.06926612571428571,26.781676667164835,119.0,8.490102396686167,63.0,200.0
2021_15E_TRM_MARC Individual_17,2021,,15E,TRM,MARC Individual,17,2021-09-21 00:00:00+00:00,4,8.53,60.99,7.2,1.22,0.15,57,,,,,,38,263,3-late,0.24241369999999998,-0.029171717142857146,20.22167884690109,141.0,4.780725192057948,64.0,199.0
2021_15E_TRM_MARC Individual_17,2021,,15E,TRM,MARC Individual,17,2021-09-21 00:00:00+00:00,4,9.13,58.48,6.4,1.56,0.22,64,,,,,,38,263,3-late,0.24241369999999998,-0.029171717142857146,20.22167884690109,141.0,4.780725192057948,64.0,199.0
2021_15E_TRM_Anderson GEM_17,2021,,15E,TRM,Anderson GEM,17,2021-09-21 00:00:00+00:00,4,9.01,59.81,6.6,1.6,0.21,"109, 110",,,,,,38,263,3-late,0.24241369999999998,-0.029171717142857146,20.22167884690109,141.0,4.780725192057948,64.0,199.0
2021_15E_TRM_Anderson GEM Individual_17,2021,,15E,TRM,Anderson GEM Individual,17,2021-09-21 00:00:00+00:00,4,9.88,59.36,6.0,1.68,0.24,109,,,,,,38,263,3-late,0.24241369999999998,-0.029171717142857146,20.22167884690109,141.0,4.780725192057948,64.0,199.0
2021_15E_TRM_Anderson GEM Individual_17,2021,,15E,TRM,Anderson GEM Individual,17,2021-09-21 00:00:00+00:00,4,9.25,58.98,6.4,1.2,0.05,110,,,,,,38,263,3-late,0.24241369999999998,-0.029171717142857146,20.22167884690109,141.0,4.780725192057948,64.0,199.0
2021_17S_CARM2_Anderson GEM_17,2021,Salt Flat,17S,CARM2,Anderson GEM,17,2021-09-21 00:00:00+00:00,4,7.37,61.77,8.4,1.03,0.23,,,,,,,38,263,3-late,0.2785389457142857,-0.08284076428571427,27.571901294571433,107.0,8.490268823526899,63.0,200.0
2021_17S_CARM2_Anderson GEM Individual_17,2021,Salt Flat,17S,CARM2,Anderson GEM Individual,17,2021-09-21 00:00:00+00:00,4,7.36,61.86,8.4,1.03,0.22,98,,,,,,38,263,3-late,0.2785389457142857,-0.08284076428571427,27.571901294571433,107.0,8.490268823526899,63.0,200.0
2021_17S_CARM2_Anderson GEM Individual_17,2021,Salt Flat,17S,CARM2,Anderson GEM Individual,17,2021-09-21 00:00:00+00:00,4,7.37,61.89,8.4,0.93,0.18,105,,,,,,38,263,3-late,0.2785389457142857,-0.08284076428571427,27.571901294571433,107.0,8.490268823526899,63.0,200.0
2021_17S_CARM2_MARC Individual_17,2021,Salt Flat,17S,CARM2,MARC Individual,17,2021-09-21 00:00:00+00:00,4,7.68,62.9,8.2,1.05,0.2,50,,,,,,38,263,3-late,0.2785389457142857,-0.08284076428571427,27.571901294571433,107.0,8.490268823526899,63.0,200.0
2021_17S_CARM2_MARC Individual_17,2021,Salt Flat,17S,CARM2,MARC Individual,17,2021-09-21 00:00:00+00:00,4,7.78,62.56,8.0,0.97,0.25,54,,,,,,38,263,3-late,0.2785389457142857,-0.08284076428571427,27.571901294571433,107.0,8.490268823526899,63.0,200.0
2021_31W_CARM1_Anderson GEM_17,2021,South,31W,CARM1,Anderson GEM,17,2021-09-21 00:00:00+00:00,4,8.05,63.05,7.8,1.08,0.13,,,,,,,38,263,3-late,0.28794762571428567,-0.06576607714285714,28.599738211868132,121.0,7.781581131127668,63.0,200.0
2021_31W_CARM1_Anderson GEM Individual_17,2021,South,31W,CARM1,Anderson GEM Individual,17,2021-09-21 00:00:00+00:00,4,7.63,62.12,8.1,0.93,0.12,117,,,,,,38,263,3-late,0.28794762571428567,-0.06576607714285714,28.599738211868132,121.0,7.781581131127668,63.0,200.0
2021_31W_CARM1_Anderson GEM Individual_17,2021,South,31W,CARM1,Anderson GEM Individual,17,2021-09-21 00:00:00+00:00,4,7.23,62.31,8.6,0.93,0.09,108,,,,,,38,263,3-late,0.28794762571428567,-0.06576607714285714,28.599738211868132,121.0,7.781581131127668,63.0,200.0
2021_31W_CARM1_MARC Individual_17,2021,South,31W,CARM1,MARC Individual,17,2021-09-21 00:00:00+00:00,4,8.36,61.72,7.4,1.31,0.33,49,,,,,,38,263,3-late,0.28794762571428567,-0.06576607714285714,28.599738211868132,121.0,7.781581131127668,63.0,200.0
2021_31W_CARM1_MARC Individual_17,2021,South,31W,CARM1,MARC Individual,17,2021-09-21 00:00:00+00:00,4,7.85,62.77,8.0,0.99,0.27,60,,,,,,38,263,3-late,0.28794762571428567,-0.06576607714285714,28.599738211868132,121.0,7.781581131127668,63.0,200.0
2021_17N_Paired TRM2_Paired TRM2_18,2021,,17N,Paired TRM2,Paired TRM2,18,2021-09-28 00:00:00+00:00,4,7.07,61.71,8.7,0.98,0.32,,,,,,,39,270,3-late,0.25527802285714285,-0.06058198714285713,25.94060551714286,122.0,7.9414894164545675,63.0,207.0
2021_31E_Paired TRM1_Paired TRM1_18,2021,,31E,Paired TRM1,Paired TRM1,18,2021-09-28 00:00:00+00:00,4,7.91,60.66,7.7,0.87,0.13,,,,,,,39,270,3-late,0.26021203857142855,-0.06474277000000002,28.041362598351643,124.0,8.938370901975754,63.0,207.0
2021_15E_TRM_TRM_18,2021,,15E,TRM,TRM,18,2021-09-28 00:00:00+00:00,4,8.49,59.05,7.0,1.38,0.21,,,,,,,39,270,3-late,0.23625617000000002,-0.02819159428571429,20.71034109391208,148.0,5.1399016322149365,64.0,206.0
2021_19N_TRM_TRM_18,2021,,19N,TRM,TRM,18,2021-09-28 00:00:00+00:00,4,7.59,62.09,8.2,1.24,0.4,,,,,,,39,270,3-late,0.2548795942857143,-0.06606258000000001,27.40259861197803,126.0,9.328649335970619,63.0,207.0
2021_31W_CARM1_CARM1_18,2021,South,31W,CARM1,CARM1,18,2021-09-28 00:00:00+00:00,4,7.25,61.12,8.4,1.14,0.24,,,,,,,39,270,3-late,0.27321042,-0.06343025142857142,29.389172336703304,128.0,8.769246593916133,63.0,207.0
2021_17S_CARM2_CARM2_18,2021,Salt Flat,17S,CARM2,CARM2,18,2021-09-28 00:00:00+00:00,4,7.56,61.86,8.2,1.11,0.37,,,,,,,39,270,3-late,0.25958026,-0.08368117142857144,28.325879160000003,114.0,9.669697656855172,63.0,207.0
2022_20NW_CARM_CARM2_1,2022,Elm,20NW,CARM,CARM2,1,2022-05-31 00:00:00+00:00,1,7.9,66.0,8.35,1.35,0.01,,164641,,,,,22,150,1-early,0.23167995571428573,0.04307693428571429,1.1656402389230784,-42.0,-0.0005849823288686886,62.0,88.0
2022_25NW_CARM_CARM1_1,2022,Crossroads,25NW,CARM,CARM1,1,2022-06-02 00:00:00+00:00,1,7.6,62.5,8.22,1.25,0.07,,164642,,,,,22,152,1-early,0.22041383999999997,0.03869079857142858,1.4596145371428588,13.0,0.0,63.0,89.0
2022_20SE_TRM_Paired TRM2_1,2022,,20SE,TRM,Paired TRM2,1,2022-05-31 00:00:00+00:00,1,10.4,67.6,6.5,1.65,0.26,,164635,,,,,22,150,1-early,0.23038581857142854,0.04812031714285714,1.5180003721978004,-30.0,-1.5792878348468154e-05,63.0,87.0
2022_25SE_TRM_Paired TRM1_1,2022,,25SE,TRM,Paired TRM1,1,2022-05-31 00:00:00+00:00,1,7.9,65.3,8.27,1.26,0.11,,164636,,,,,22,150,1-early,0.22304180285714287,0.05135463142857143,1.6216736008571435,-3.0,0.0,96.0,54.0
2022_19N_TRM_Local_1,2022,,19N,TRM,Local,1,2022-05-31 00:00:00+00:00,1,9.6,66.8,6.96,1.44,0.1,,164637,,,,,22,150,1-early,0.23211433428571432,0.04766618857142857,0.822730288791211,-16.0,-0.0012044343389741262,62.0,88.0
2022_15E_TRM_Local_1,2022,,15E,TRM,Local,1,2022-05-31 00:00:00+00:00,1,9.0,63.2,7.02,1.41,0.16,,164639,,,,,22,150,1-early,0.2223801928571429,0.04305370857142858,0.8089276816923079,23.0,0.0,105.0,45.0
2022_25NW_CARM_CARM1_2,2022,Crossroads,25NW,CARM,CARM1,2,2022-06-07 00:00:00+00:00,1,6.9,61.4,8.9,1.45,0.01,,164623,,,,,23,157,1-early,0.22216754285714288,0.033805834285714285,1.7464375400000016,18.0,0.0,63.0,94.0
2022_20NW_CARM_CARM2_2,2022,Elm,20NW,CARM,CARM2,2,2022-06-08 00:00:00+00:00,1,8.2,66.9,8.16,1.24,0.01,,164624,,,,,23,158,1-early,0.23118905714285715,0.029240385714285715,1.6356317161318696,-34.0,0.0045406588833548775,62.0,96.0
2022_15E_TRM_Local_2,2022,,15E,TRM,Local,2,2022-06-08 00:00:00+00:00,1,9.5,65.6,6.91,1.48,0.01,,164626,,,,,23,158,1-early,0.22666074142857143,0.03720414857142857,1.2090598296483521,31.0,0.0,105.0,53.0
2022_19N_TRM_Local_2,2022,,19N,TRM,Local,2,2022-06-08 00:00:00+00:00,1,10.2,66.4,6.51,1.46,0.08,,164628,,,,,23,158,1-early,0.23519548,0.03897565428571429,1.277519900439563,-8.0,-0.0008951478609402765,62.0,96.0
2022_25SE_TRM_Paired TRM1_2,2022,,25SE,TRM,Paired TRM1,2,2022-06-08 00:00:00+00:00,1,7.9,63.4,8.03,1.34,0.01,,164629,,,,,23,158,1-early,0.22678015428571427,0.04164365571428571,2.204336324945056,5.0,0.00011977548005685715,96.0,62.0
2022_20SE_TRM_Paired TRM2_2,2022,,20SE,TRM,Paired TRM2,2,2022-06-08 00:00:00+00:00,1,8.8,66.3,7.53,1.48,0.15,,164630,,,,,23,158,1-early,0.23379619857142858,0.03814098285714286,2.0827462070769207,-22.0,-1.5792878348468154e-05,63.0,95.0
2022_20NW_CARM_CARM2_3,2022,Elm,20NW,CARM,CARM2,3,2022-06-14 00:00:00+00:00,2&1,7.6,65.1,8.57,1.07,0.01,,164671,,,,,24,164,1-early,0.22755077714285712,0.01535751857142857,1.972828421538463,-28.0,0.02978297392257073,62.0,102.0
2022_31W_CARM_CARM1_3,2022,South,31W,CARM,CARM1,3,2022-06-14 00:00:00+00:00,2&1,10.4,66.7,6.41,1.78,0.2,,164672,,,,,24,164,1-early,0.23190964857142857,0.02469049428571429,2.041291384505493,-16.0,0.007096347146069456,62.0,102.0
2022_20SE_TRM_Paired TRM2_3,2022,,20SE,TRM,Paired TRM2,3,2022-06-14 00:00:00+00:00,2&1,8.2,66.7,8.13,1.26,0.18,,164665,,,,,24,164,1-early,0.23313338428571426,0.026788925714285716,2.51213087430769,-16.0,0.006505999059399445,63.0,101.0
2022_31E_TRM_Paired TRM1_3,2022,,31E,TRM,Paired TRM1,3,2022-06-14 00:00:00+00:00,2&1,9.7,67.2,6.93,1.26,0.01,,164666,,,,,24,164,1-early,0.23684857142857144,0.030245082857142856,2.6452443734065945,17.0,0.010359523166344474,63.0,101.0
2022_19N_TRM_Local_3,2022,,19N,TRM,Local,3,2022-06-14 00:00:00+00:00,2&1,8.0,66.4,8.3,1.66,0.16,,164668,,,,,24,164,1-early,0.23313521285714284,0.026560341428571426,1.618153394175827,-2.0,0.009939739169352332,62.0,102.0
2022_15E_TRM_Local_3,2022,,15E,TRM,Local,3,2022-06-14 00:00:00+00:00,2&1,10.6,67.1,6.33,1.41,0.01,,164670,,,,,24,164,1-early,0.22626551142857143,0.027612678571428566,1.5181167549010994,37.0,0.0034438049233016035,105.0,59.0
2022_20NW_CARM_CARM2_4,2022,Elm,20NW,CARM,CARM2,4,2022-06-21 00:00:00+00:00,2&1,8.2,65.6,8.0,1.35,0.25,,164679,,,,,25,171,1-early,0.22088985714285717,-0.0019071457142857129,2.3282495149890132,-21.0,0.08920284760376819,62.0,109.0
2022_31W_CARM_CARM1_4,2022,South,31W,CARM,CARM1,4,2022-06-21 00:00:00+00:00,2&1,8.0,64.6,8.07,1.29,0.11,,164680,,,,,25,171,1-early,0.22691268285714286,0.009450344285714294,2.4357147399780206,-9.0,0.05093501176834684,62.0,109.0
2022_20SE_TRM_Paired TRM2_4,2022,,20SE,TRM,Paired TRM2,4,2022-06-21 00:00:00+00:00,2&1,8.2,65.2,7.95,1.09,0.02,,164673,,,,,25,171,1-early,0.22901367714285717,0.010888124285714293,2.994405478219778,-9.0,0.05082738521245086,63.0,108.0
2022_31E_TRM_Paired TRM1_4,2022,,31E,TRM,Paired TRM1,4,2022-06-21 00:00:00+00:00,2&1,11.5,63.0,5.48,1.34,0.28,,164674,,,,,25,171,1-early,0.23153183,0.012075164285714288,3.1453659054945065,24.0,0.0694498826381503,63.0,108.0
2022_19N_TRM_Local_4,2022,,19N,TRM,Local,4,2022-06-21 00:00:00+00:00,2&1,9.3,65.5,7.04,1.12,0.07,,164675,,,,,25,171,1-early,0.22694453428571432,0.008403551428571425,1.9844781975824204,5.0,0.054088504094445426,62.0,109.0
2022_15E_TRM_Local_4,2022,,15E,TRM,Local,4,2022-06-21 00:00:00+00:00,2&1,9.7,62.5,6.44,1.19,0.03,,164678,,,,,25,171,1-early,0.22211641857142855,0.012750295714285717,1.8608751450769236,44.0,0.0312886655402667,105.0,66.0
2022_31W_CARM_CARM1_5,2022,South,31W,CARM,CARM1,5,2022-06-28 00:00:00+00:00,2,8.0,65.7,8.21,1.31,0.2,,164740,,,,,26,178,1-early,0.22046197428571426,-0.005500644285714289,2.787387972593405,-2.0,0.12257853698842751,62.0,116.0
2022_18S_CARM_CARM2_5,2022,Snowfence,18S,CARM,CARM2,5,2022-06-28 00:00:00+00:00,2,7.9,66.4,8.41,1.12,0.01,,164741,,,,,26,178,1-early,0.21521262857142856,-0.010832238571428569,2.7801159305934084,9.0,0.16586732068023477,62.0,116.0
2022_15E_TRM_Local_5,2022,,15E,TRM,Local,5,2022-06-28 00:00:00+00:00,2,9.0,62.0,6.89,1.1,0.07,,164743,,,,,26,178,1-early,0.21594971999999998,-0.002577685714285714,2.1652317938241765,51.0,0.08440119909557302,105.0,73.0
2022_19N_TRM_Local_5,2022,,19N,TRM,Local,5,2022-06-28 00:00:00+00:00,2,8.9,66.2,7.44,1.23,0.08,,164745,,,,,26,178,1-early,0.21945950714285717,-0.00886244571428571,2.3002091509890144,12.0,0.12194057304536735,62.0,116.0
2022_31E_TRM_Paired TRM1_5,2022,,31E,TRM,Paired TRM1,5,2022-06-28 00:00:00+00:00,2,9.2,64.7,7.03,1.1,0.06,,164746,,,,,26,178,1-early,0.22460392857142855,-0.005274525714285704,3.599837941868133,31.0,0.16649443033397718,63.0,115.0
2022_19N_TRM_Paired TRM2_5,2022,,19N,TRM,Paired TRM2,5,2022-06-28 00:00:00+00:00,2,9.1,65.0,7.14,1.18,0.07,,164747,,,,,26,178,1-early,0.21945950714285717,-0.00886244571428571,2.3002091509890144,12.0,0.12194057304536735,62.0,116.0
2022_31W_CARM_CARM1_6,2022,South,31W,CARM,CARM1,6,2022-07-05 00:00:00+00:00,2,7.1,63.9,9.0,1.25,0.16,,164839,,,,,27,185,1-early,0.21520939571428574,-0.01591518857142857,3.097600902351647,5.0,0.19159443424910924,62.0,123.0
2022_18S_CARM_CARM2_6,2022,Snowfence,18S,CARM,CARM2,6,2022-07-05 00:00:00+00:00,2,8.1,65.2,8.0,1.12,0.01,,164840,,,,,27,185,1-early,0.2093663557142857,-0.021959071428571425,3.0880291572087937,16.0,0.243701762141233,62.0,123.0
2022_19N_TRM_Local_6,2022,,19N,TRM,Local,6,2022-07-05 00:00:00+00:00,2,9.2,67.3,7.3,1.03,0.01,,164836,,,,,27,185,1-early,0.21354218857142857,-0.020228358571428576,2.5686907129670358,19.0,0.18581498623244633,62.0,123.0
2022_31E_TRM_Paired TRM1_6,2022,,31E,TRM,Paired TRM1,6,2022-07-05 00:00:00+00:00,2,8.9,63.9,7.2,1.03,0.01,,164837,,,,,27,185,1-early,0.21888495571428576,-0.01705455142857143,4.009429572527474,38.0,0.2614011299708661,63.0,122.0
2022_15E_TRM_Local_6,2022,,15E,TRM,Local,6,2022-07-05 00:00:00+00:00,2,8.7,59.1,6.8,1.51,0.31,,164842,,,,,27,185,1-early,0.2096645785714286,-0.01463816857142857,2.4250806511428573,58.0,0.14814774603113331,105.0,80.0
2022_19N_TRM_Paired TRM2_6,2022,,19N,TRM,Paired TRM2,6,2022-07-05 00:00:00+00:00,2,8.85,66.4,7.5,1.06,0.06,,calculated from marc & local samples - averaged,,,,,27,185,1-early,0.21354218857142857,-0.020228358571428576,2.5686907129670358,19.0,0.18581498623244633,62.0,123.0
2022_25NW_CARM_CARM1_7,2022,Crossroads,25NW,CARM,CARM1,7,2022-07-12 00:00:00+00:00,3&2,9.1,62.1,6.8,1.42,0.19,,164844,,,,,28,192,2-middle,0.20715725714285718,-0.014998459999999995,3.5170798628571456,53.0,0.18929471035743303,63.0,129.0
2022_18S_CARM_CARM2_7,2022,Snowfence,18S,CARM,CARM2,7,2022-07-12 00:00:00+00:00,3&2,7.4,65.3,8.8,1.0,0.01,,164845,,,,,28,192,2-middle,0.20761339714285715,-0.024016561428571438,3.370275128109893,23.0,0.2781402158116702,62.0,130.0
