Date,StationID,Air Temperature Maximum,Air Temperature Minimum,Precipitation Increment,Relative Humidity,Wind Speed Maximum,Wind Speed Average,Solar Radiation Average,Solar Radiation/langley Total,Vapor Pressure - Partial,Vapor Pressure - Saturated,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed
4/22/2020,2017,65.5,35.4,0,45.46,27,8.4,224.96,,0.16,0.41,,24.5,25.3,13.6,13.8,52,53,51,46,45
4/23/2020,2017,67.3,38.8,0,46.5,32.8,13.8,234.16,,0.16,0.4,,24,25.2,13.7,14,51,53,51,47,46
4/24/2020,2017,58.6,36.1,0.04,64.38,30.7,13.4,244.23,,0.18,0.32,,23.6,25.1,13.7,13.8,51,53,52,48,47
4/25/2020,2017,61.2,33.4,0,60.88,19.3,4.6,242.12,,0.17,0.34,,23.3,24.9,14,13.8,51,53,52,48,47
4/26/2020,2017,70,32.2,0,56.12,25.2,5.8,140.8,,0.19,0.42,,22.8,24.8,14,13.9,51,53,52,49,47
4/27/2020,2017,77,36.1,0,40.96,30.4,9.3,286.29,,0.17,0.58,,22.6,24.7,14.1,13.8,51,56,53,49,48
4/28/2020,2017,68.5,38.1,0.02,34.67,39.4,14.7,266.95,,0.15,0.45,,22.3,24.9,14.4,14,51,58,56,51,48
4/29/2020,2017,71.4,34.2,0,34.79,17,5.6,310.58,,0.12,0.43,,21.7,24.6,14.4,14.1,51,58,56,51,49
4/30/2020,2017,80.8,37.8,0,37.12,33.7,8.2,224.28,,0.18,0.63,,21.4,24.3,14.3,14.2,51,59,57,52,49
5/1/2020,2017,80.6,45.9,0.03,45.62,35.1,10.1,230.18,,0.25,0.62,,21.1,24.2,14.7,14.4,51,62,59,53,50
5/2/2020,2017,60.8,47.1,0.03,88.5,19.1,8.3,100.9,,0.34,0.39,,20.4,24,14.8,14.5,51,59,59,55,51
5/3/2020,2017,69.6,45.3,0.13,73.5,28.3,7.6,208.98,,0.3,0.45,,20.3,23.8,15.2,14.6,51,60,58,55,51
5/4/2020,2017,63.5,32.4,0.1,66.38,37.4,12.8,290.94,,0.22,0.38,,19.9,23.5,15.2,14.6,51,59,58,55,52
5/5/2020,2017,68.2,29.3,0,48.08,29.2,9.9,310.03,,0.13,0.41,,19.4,23.1,14.9,14.5,51,58,57,55,52
5/6/2020,2017,67.5,27.5,0,49.71,24.1,8.5,282.3,,0.16,0.4,,19.1,22.7,15,14.5,51,58,57,55,52
5/7/2020,2017,67.1,33.8,0.12,38.46,49.2,19,331.45,,0.11,0.4,,18.8,22.2,15.3,14.8,51,59,58,55,53
5/8/2020,2017,56.3,27.1,0,62,23,8.8,262.89,,0.16,0.29,,18.3,21.8,15.4,14.8,51,58,58,55,53
5/9/2020,2017,53.6,34.9,0,55.79,35,13.1,299.83,,0.16,0.31,,18.1,21.5,15.2,14.6,51,59,58,55,53
5/10/2020,2017,59,33.3,0,48.42,24.9,8,304.2,,0.14,0.32,,17.9,21.2,15.5,14.7,51,60,58,55,53
5/11/2020,2017,44.6,30.7,0.24,82.17,25.2,8.7,109.8,,0.19,0.23,,17.3,20.8,15.5,14.8,51,56,58,55,53
5/12/2020,2017,60.3,34.9,0.06,90.88,21.1,6,150.48,,0.26,0.3,,17,20.4,15.7,14.9,51,54,55,54,53
5/13/2020,2017,75.4,35.4,0,58.17,21.5,6.8,212.76,,0.21,0.5,,17.2,20.5,15.8,14.9,51,58,56,54,53
5/14/2020,2017,67.6,42.8,0.75,64.88,24.8,7,193.01,,0.26,0.43,,17.2,20.5,15.8,14.9,51,59,58,54,53
5/15/2020,2017,59.9,45.1,0.34,86.58,16.5,5.9,146.62,,0.33,0.39,,26.1,22.9,15.8,14.8,51,58,57,55,53
5/16/2020,2017,65.7,39,0,54.29,26.6,10.2,314.12,,0.21,0.43,,27.2,26.9,15.8,14.6,51,59,58,55,53
5/17/2020,2017,69.4,34.3,0,74.21,14.4,5,281.46,,0.29,0.43,,26.2,26.7,15.9,14.6,51,60,59,55,54
5/18/2020,2017,80.8,40.5,0,68.38,20.1,6.2,308.1,,0.34,0.61,,25.7,26.6,16,14.8,51,64,61,56,54
5/19/2020,2017,86.7,46,0,54.54,41.6,8.8,300.27,,0.31,0.74,,24.9,26.3,16,14.8,51,67,64,57,54
5/20/2020,2017,86,50.2,0,51.96,35.5,13.6,308.98,,0.3,0.7,,23.9,25.9,16.2,15.1,51,69,66,59,55
5/21/2020,2017,71.6,41,0,30.54,22.7,7,309.75,,0.14,0.52,,22.7,25.2,16.5,15,51,68,66,60,56
5/22/2020,2017,78.4,41.2,0,49.5,27.4,9.6,330.06,,0.23,0.6,,21.9,24.6,16.5,15.3,51,69,66,60,56
5/23/2020,2017,77,48.4,0,62.21,27.2,8.7,247.08,,0.28,0.55,,21,24,16.6,15.1,51,69,67,61,57
5/24/2020,2017,56.7,42.6,0.44,83.62,23.2,8,118.38,,0.27,0.33,,19.8,23.3,16.7,15,51,64,66,62,58
5/25/2020,2017,61.9,38.5,0,63.67,19.4,7.3,243.71,,0.21,0.38,,19.2,22.7,16.7,15.3,51,61,62,60,58
5/26/2020,2017,78.1,36.7,0,50.33,22.4,6.5,317.82,,0.21,0.56,,19.3,22.4,16.6,15.2,51,64,62,60,58
5/27/2020,2017,78.8,44.1,0,53.04,24.1,7.9,254.52,,0.29,0.64,,19.2,22.2,16.8,15.2,51,67,65,60,58
5/28/2020,2017,70.5,52.2,0,74.04,21.5,9,238.25,,0.38,0.53,,19,21.8,17,15.2,51,67,65,61,58
5/29/2020,2017,84.4,44.6,0,57.38,17.6,5.6,319.4,,0.34,0.74,,18.8,21.5,16.9,15.1,51,70,66,61,58
5/30/2020,2017,82.2,53.2,0,61.42,21.8,7.1,277.79,,0.41,0.71,,18.6,21.2,17.1,15.3,57,73,69,63,58
5/31/2020,2017,87.1,50.9,0,60.62,21.6,5.4,286.16,,0.37,0.74,,18.1,20.9,17.2,15.4,80,74,70,64,59
6/1/2020,2017,90.3,51.1,0,38.62,29.2,6.5,292.51,,0.26,0.94,,17.7,20.4,16.9,15.5,80,75,71,65,60
6/2/2020,2017,85.6,56.7,0,38,27,10.3,230.76,,0.29,0.82,,17.2,20,17.2,15.7,80,75,72,66,60
6/3/2020,2017,85.6,51.6,0.02,52.83,37.4,7.7,228.13,,0.31,0.75,,16.7,19.5,17.1,15.6,80,73,71,66,61
6/4/2020,2017,88.3,51.4,0,30.58,39.9,7.8,233.14,,0.21,0.87,,16.4,18.9,17,15.6,80,73,71,66,62
6/5/2020,2017,91.8,32,0,25.71,27.3,7.4,301.93,,0.2,0.94,,16.3,18.7,16.8,15.7,54,76,72,66,62
6/6/2020,2017,82.8,49.8,0.1,54.12,47.4,8.1,91.78,,0.34,0.67,,15.7,18.5,16.9,15.8,32,73,73,67,62
6/7/2020,2017,88.3,47.1,0,43.67,30.1,10.4,326.78,,0.23,0.75,,15.6,18.1,16.9,15.9,32,71,70,66,63
6/8/2020,2017,72.5,39.7,0.49,52.21,42.5,16.9,259.23,,0.21,0.48,,15.5,18,16.8,15.6,32,72,71,66,63
6/9/2020,2017,64.4,40.1,0.45,57.25,41,19.3,244.37,,0.2,0.4,,14.9,17.6,16.6,15.6,32,62,66,66,63
6/10/2020,2017,74.3,41,0,44.04,28.8,8.8,317.21,,0.19,0.53,,15.9,17.4,16.4,15.7,32,66,65,64,63
6/11/2020,2017,80.2,47.5,0,37.58,16.6,5.9,333.88,,0.2,0.68,,16.6,17.8,16.2,15.9,32,70,67,64,62
6/12/2020,2017,86.7,46.8,0,39.42,26.2,7.7,337.52,,0.24,0.8,,17.1,18,16.4,15.9,32,72,69,64,62
6/13/2020,2017,88.7,51.6,0,48.96,42.2,6.5,276.44,,0.32,0.76,,17.1,18.2,16.6,15.9,32,74,71,65,62
6/14/2020,2017,87.6,54.7,0,34.83,24.5,7.7,345.5,,0.24,0.9,,17.1,18.3,16.5,15.8,32,76,72,66,63
6/15/2020,2017,87.1,53.8,0,21.29,18.2,6.8,238.01,,0.16,0.83,,16.6,18.2,16.6,16.1,32,74,73,67,63
6/16/2020,2017,92.7,49.3,0,29.33,33.7,6.7,313.36,,0.19,0.92,,16.3,18,16.5,16.1,32,76,73,67,64
6/17/2020,2017,90.1,56.8,0,28.88,30.8,12.4,313.6,,0.19,0.81,,16.2,17.9,16.2,16.2,32,78,74,68,64
6/18/2020,2017,70.5,48.9,0.02,39.62,32.9,12.4,261.69,,0.19,0.53,,15.7,17.8,16.1,16.1,32,76,75,69,64
6/19/2020,2017,64.9,44.8,0.12,78.88,26,6.6,165.25,,0.34,0.45,,15.1,17.4,16.2,16,32,71,73,69,65
6/20/2020,2017,82.6,43.2,0,44.46,22.4,6,310.8,,0.22,0.7,,15,17.1,16,16.4,32,71,70,68,65
6/21/2020,2017,79,53.6,0.06,38.54,33.9,7.9,196.27,,0.26,0.7,,15,17.2,15.8,16.4,32,73,71,67,65
6/22/2020,2017,79.2,51.1,0,50.17,15.9,5.9,240.91,,0.28,0.67,,14.8,16.9,15.8,16.4,32,72,71,67,65
6/23/2020,2017,83.5,45.5,0,55,17.8,3.8,301.42,,0.32,0.71,,14.9,17,16,16.4,32,74,72,67,65
6/24/2020,2017,89.8,48.7,0,45.33,22.3,5.2,272.91,,0.29,0.87,,15.1,17,15.7,16.5,32,77,74,68,65
6/25/2020,2017,91.8,50.9,0.07,44.29,34.8,8.5,165.2,,0.3,0.78,,14.7,17,15.5,16.4,32,75,74,69,65
6/26/2020,2017,76.6,51.1,0.42,72.38,20,6.2,193.61,,0.42,0.62,,14.3,16.8,15.6,16.4,32,72,72,69,65
6/27/2020,2017,86.9,51.8,0,53.04,19.8,5.4,316.8,,0.32,0.8,,14.5,16.7,15.5,16.3,32,73,71,69,65
6/28/2020,2017,88.5,54.7,0,40.96,25.9,5.8,255.21,,0.28,0.84,,14.9,17,15.5,16.2,32,74,73,69,65
6/29/2020,2017,91.8,52.5,0,38.92,28.8,7.3,287.3,,0.25,0.91,,15.2,17,15.8,16.4,32,75,73,69,65
6/30/2020,2017,77.5,54,0,32.08,35.8,13.1,256.38,,0.18,0.64,,15.2,17,15.8,16.6,32,74,73,69,66
7/1/2020,2017,84.7,46.2,0,30.21,21.1,8.8,340.69,,0.18,0.76,,15.4,17,15.8,16.2,32,76,73,69,66
7/2/2020,2017,91.8,54.7,0,47.17,21.4,6,329.41,,0.32,0.92,,15.5,17.2,15.9,16.2,32,79,75,69,66
7/3/2020,2017,90.9,54.7,0,46,29.5,8.1,324.88,,0.34,0.86,,15.5,17.3,15.6,16.1,32,81,77,70,66
7/4/2020,2017,87.1,52.3,0,55.5,28.7,7.6,223.08,,0.37,0.78,,15.3,17.2,15.8,16.2,32,80,78,71,67
7/5/2020,2017,88.5,49.1,0.05,55.25,31.1,7.8,289.44,,0.34,0.78,,15.1,17.1,15.9,16,32,79,77,72,67
7/6/2020,2017,94.1,52.5,0,42.58,20.6,5.7,319.59,,0.29,0.92,,15,16.9,15.7,16.1,32,80,77,72,68
7/7/2020,2017,96.4,53.6,0,36.12,29.2,7.6,309.81,,0.27,1.02,,14.9,17,15.7,16.3,32,82,78,72,68
7/8/2020,2017,93.7,54,0,27.21,28,8,339.75,,0.19,0.98,,14.8,17.1,15.7,16.5,32,83,79,73,68
7/9/2020,2017,89.6,55.8,0,33.58,28.2,8.7,287.79,,0.26,0.87,,14.5,17.1,15.6,16.5,32,83,80,74,69
7/10/2020,2017,97.3,57.4,0,41.46,23.5,7,326.25,,0.29,1.06,,14.3,17.1,15.4,16.3,32,85,81,74,69
7/11/2020,2017,91.4,60.4,0,36.25,17.8,7.2,318.77,,0.29,0.95,,14,17.1,15.4,16.3,32,85,82,75,70
7/12/2020,2017,95,57,0,45.12,36.6,7,279.8,,0.3,0.97,,13.6,17,15.5,16.6,32,84,82,76,70
7/13/2020,2017,94.3,56.1,1.26,40.88,56.3,10,228.69,,0.3,0.93,,13.2,16.9,15.7,16.4,32,83,81,76,71
7/14/2020,2017,73.4,55.2,0,69.29,38,11.2,252.18,,0.4,0.6,,12.9,16.7,15.7,16.3,32,81,80,76,71
7/15/2020,2017,76.6,32,0,73.54,31.4,8.6,261.18,,0.44,0.64,,12.6,16.6,15.6,16.3,32,81,79,76,71
7/16/2020,2017,90.7,50.7,0,43.83,21.7,7.2,298.46,,0.3,0.92,,12.7,16.6,15.5,16.3,32,82,80,75,71
7/17/2020,2017,93.9,56.8,0,29.62,23.1,7.2,240.28,,0.23,1.03,,12.7,16.6,15.3,16.3,32,83,80,76,71
7/18/2020,2017,95.9,58.6,0.04,35.08,26.8,7.9,191.08,,0.28,0.97,,12.4,16.6,15.2,16.4,32,81,80,76,71
7/19/2020,2017,91.2,60.4,0,55.58,26.7,8.1,265.73,,0.42,0.89,,12.2,16.4,15.3,16.4,32,81,79,76,71
7/20/2020,2017,86,52,0.13,60.96,30.9,8.2,227.91,,0.42,0.75,,12.1,16.4,15.3,16.6,32,80,79,76,71
7/21/2020,2017,86.5,56.3,0,66.29,35,9,307.98,,0.44,0.77,,12.1,16.3,15.3,16.7,32,79,78,75,71
7/22/2020,2017,90.7,52.7,0.15,57.12,25.3,6.3,268.05,,0.39,0.87,,12.3,16.3,15.4,16.6,32,80,78,75,71
7/23/2020,2017,90.5,64.6,0,41.5,20.8,7.4,228.27,,0.35,0.94,,12.4,16.2,15.2,16.5,32,78,78,75,71
7/24/2020,2017,86,61.2,0,60.62,21.2,6.6,209,,0.45,0.84,,12.4,16.3,15,16.3,32,78,77,75,71
7/25/2020,2017,85.1,58.1,0,46.92,21.6,7.1,156.56,,0.34,0.86,,12.5,16.2,15.1,16.4,32,77,77,74,71
7/26/2020,2017,78.1,55.4,0,53.46,19.9,6.5,182.51,,0.39,0.75,,12.6,16,15.2,16.4,32,76,76,74,71
7/27/2020,2017,86.2,54,0,63.38,19.4,6.1,298.12,,0.44,0.8,,12.9,16.1,15.2,16.4,32,79,76,73,71
7/28/2020,2017,80.1,52.3,0.11,71.29,30.2,7.1,179.29,,0.44,0.67,,12.9,16.2,15.2,16.7,32,77,77,74,71
7/29/2020,2017,88.5,54.3,0.01,51.62,35.5,13.4,278.17,,0.34,0.8,,12.6,15.9,15.2,16.7,32,74,74,73,71
7/30/2020,2017,79.3,51.6,0,70.83,27.4,8.7,205.01,,0.4,0.6,,12.6,15.8,15.4,16.3,32,74,74,73,71
7/31/2020,2017,88.2,48.7,0,50,28,6.9,304.66,,0.3,0.81,,12.8,15.8,15.2,16.1,32,76,74,73,71
8/1/2020,2017,86.2,50.7,0,47.46,19.3,5.3,254.02,,0.3,0.8,,12.9,15.9,15.2,16.2,32,78,76,73,70
8/2/2020,2017,82.2,56.5,0,60.33,22.6,6.6,262.89,,0.4,0.72,,13,16.1,15.2,16,32,79,77,73,70
8/3/2020,2017,84.4,52.9,0,62.83,25.9,8.5,269.95,,0.4,0.74,,12.9,16,15.2,16.1,32,80,78,74,70
8/4/2020,2017,86.9,53.8,0.61,63.33,24.3,7.2,213.37,,0.42,0.74,,13.3,16.2,15.3,16,32,78,78,74,71
8/5/2020,2017,85.5,59.7,0,53.58,22.7,6.7,219.98,,0.38,0.77,,16.7,15.9,15.2,16.3,32,74,75,74,71
8/6/2020,2017,91.6,53.4,0,55.75,31.4,6.5,252.24,,0.37,0.82,,17.3,15.8,15.1,16.1,32,74,74,73,71
8/7/2020,2017,95.2,51.4,0,33.17,23,6.5,296.4,,0.2,1.03,,17.9,15.9,15.2,16.4,32,77,75,73,71
8/8/2020,2017,91.9,58.8,0,19.92,31.6,7.8,268.84,,0.16,0.95,,18.2,16.2,15.1,16.4,32,78,76,73,70
8/9/2020,2017,95.2,56.7,0,19.5,25.4,7.2,289.49,,0.15,1.05,,18.4,16.2,15.3,16.4,32,79,77,73,70
8/10/2020,2017,85.1,56.7,0,48.79,23,8.2,291.83,,0.35,0.78,,18.5,16.4,15.2,16.2,32,80,78,74,71
8/11/2020,2017,91.2,53.8,0,44.04,34.5,5.3,227.09,,0.29,0.91,,18.3,16.5,15,16.1,32,79,78,74,71
8/12/2020,2017,91.6,53.6,0,47.12,31.8,7.1,225.16,,0.32,0.85,,17.8,16.5,15.1,16.2,32,78,77,74,71
8/13/2020,2017,92.3,55.6,0,23.71,24.1,5.7,284.21,,0.18,0.97,,17.7,16.6,15.2,16.6,32,80,78,74,71
8/14/2020,2017,89.8,53.6,0,26.92,28.1,8.8,296.53,,0.19,0.83,,17.3,16.7,15.3,16.7,32,80,78,74,71
8/15/2020,2017,92.3,53.1,0,40.46,24.2,5.3,288.38,,0.26,0.89,,17,16.6,15.2,16.5,32,80,78,74,71
8/16/2020,2017,92.8,55.4,0,44.75,21.6,5.7,241,,0.33,0.97,,16.6,16.8,15,16.4,32,81,79,75,71
8/17/2020,2017,92.5,54.7,0,47.46,22.8,5.4,271.47,,0.36,0.92,,16.3,17,15.5,16.4,32,82,80,75,72
8/18/2020,2017,97,58.5,0,29.33,30,6,196.85,,0.23,1.06,,15.9,17,15.2,16.5,32,81,80,76,72
8/19/2020,2017,90.7,58.3,0,39.04,21.9,7.3,246.88,,0.31,0.92,,15.6,16.9,15.2,16.7,32,82,80,76,72
8/20/2020,2017,89.2,55.6,0.02,44,26.2,6.7,195.27,,0.32,0.9,,15,16.9,15.2,16.6,32,80,79,76,72
8/21/2020,2017,92.7,55.9,0,32.5,25.2,6.3,229.9,,0.24,0.95,,14.5,16.8,15.2,16.4,32,79,78,76,72
8/22/2020,2017,95.5,57.4,0,22.79,25.7,8,254.02,,0.16,1.03,,14.3,16.8,15.3,16.4,32,80,78,76,73
8/23/2020,2017,93.7,57.2,0,31.5,16.5,5.6,222.9,,0.25,0.97,,14.1,16.8,15.2,16.6,32,80,79,76,72
8/24/2020,2017,95.2,66.4,0,26,22.8,6.1,212.44,,0.25,1.09,,13.8,16.7,15.2,16.7,32,82,79,76,73
8/25/2020,2017,95.7,63.3,0,28.17,36.5,5.7,178.23,,0.26,1.07,,13.5,16.9,15.2,16.7,32,82,80,76,73
8/26/2020,2017,90,61.2,0,34.5,22.8,6.3,182.77,,0.3,0.96,,13.3,16.8,15.2,16.7,32,81,80,76,73
8/27/2020,2017,90.7,53.6,0,44.96,21.5,5.8,227.5,,0.32,0.88,,13,16.6,15.2,16.6,32,80,79,76,73
8/28/2020,2017,75.9,51.6,0,45.29,35.4,11.4,177.21,,0.29,0.7,,12.7,16.5,15.3,16.7,32,79,79,76,73
8/29/2020,2017,77.5,48.7,0,65.83,32.4,7.3,148.12,,0.36,0.6,,12.2,16.2,15.3,16.7,32,75,76,76,73
8/30/2020,2017,89.2,32,0,35.82,39.6,13.4,208.82,,0.22,0.81,5.1,12.2,16.1,15.1,16.6,59,76,75,75,73
8/31/2020,2017,73.2,43.9,0.01,50.58,21.3,7.8,218.73,,0.24,0.5,4.5,12,16.1,15.1,16.4,74,75,75,74,73
9/1/2020,2017,79.2,46.2,0,40.38,19.6,6.2,266.04,,0.21,0.63,4.6,11.9,16.1,15.2,16.6,75,75,75,74,72
9/2/2020,2017,85.5,45,0,28.25,17.4,6.4,267.71,,0.17,0.74,4.5,11.9,16,15.2,16.3,77,76,75,73,72
9/3/2020,2017,77.9,52.2,0,35.33,35,8.5,256.87,,0.21,0.64,4.5,12,16,15.2,16.1,78,77,76,73,72
9/4/2020,2017,88.9,49.8,0,27.42,20,6.5,255.32,,0.18,0.85,4.3,11.9,16,15.2,16.3,78,78,76,73,72
9/5/2020,2017,95.9,52.2,0,26.21,23.3,6.8,255.88,,0.18,0.94,4.3,11.9,16.1,15.2,16.1,79,78,76,73,72
9/6/2020,2017,96.8,61.9,0,14.25,30.7,11.6,244.94,,0.14,1.09,4.2,11.9,16.1,15,16.1,80,79,77,74,72
9/7/2020,2017,86.9,36,0,46.58,38.9,11.8,207.56,,0.22,0.61,4,11.6,16,15.1,16.2,77,78,77,74,72
9/8/2020,2017,35.2,28.9,0.01,92,27.8,11.3,50.82,,0.17,0.18,3.2,10.6,15.6,15.1,16.3,57,66,73,74,72
9/9/2020,2017,38.8,28.6,0.16,88,10.2,3.4,89.06,,0.16,0.19,7.4,10,14.8,14.7,16.4,51,58,65,71,72
9/10/2020,2017,50.7,29.3,0,76.42,16.5,4.2,148.09,,0.2,0.28,11.3,9.9,14.4,14.5,16.4,53,57,62,68,71
9/11/2020,2017,60.6,38.1,0.06,84.83,22.3,3.5,74.58,,0.27,0.34,10.9,10.1,14.4,14.6,16,55,58,62,66,70
9/12/2020,2017,80.6,39.2,0.01,46.58,28.1,9.9,251.24,,0.2,0.58,11,10.3,14.4,14.6,16,59,60,61,65,69
9/13/2020,2017,83.8,42.8,0,41.04,13.1,4.6,244.11,,0.19,0.67,11.4,10.9,14.5,14.4,15.9,64,64,63,64,67
9/14/2020,2017,83.5,40.1,0,43.38,17.3,5.6,217.3,,0.21,0.65,11.5,11.1,14.8,14.2,15.6,66,66,65,65,67
9/15/2020,2017,86.7,45.5,0,27.25,24.6,8.1,219.38,,0.15,0.76,11.2,11.3,14.9,14.7,15.8,67,67,66,65,66
9/16/2020,2017,73.4,44.2,0,40.21,21.6,7.2,196.92,,0.23,0.58,10.9,11.7,15,14.7,15.8,67,68,67,66,66
9/17/2020,2017,84.7,42.6,0,49.79,18.7,6.2,199.32,,0.23,0.65,10.5,11.7,15,14.5,15.6,66,67,67,66,66
9/18/2020,2017,76.3,42.1,0,59.42,16.8,4.8,197.27,,0.28,0.54,10,11.8,15,14.5,15.5,67,68,67,66,66
9/19/2020,2017,86.7,51.8,0,30.71,28.4,8.1,173.07,,0.2,0.8,9.4,12,15.1,14.4,15.5,69,69,68,66,66
9/20/2020,2017,81.1,52.9,0,35.29,28.6,8.2,178.71,,0.23,0.72,8.4,12.1,15.3,14.7,15.6,71,71,69,66,66
9/21/2020,2017,83.5,47.5,0,42.12,20.5,6.1,204.62,,0.23,0.7,7.3,12.1,15.3,14.7,15.6,70,70,69,67,66
9/22/2020,2017,86.4,48.9,0,36.08,19.3,6,193.71,,0.21,0.75,6.6,12.1,15.4,14.4,15.8,71,71,70,67,66
9/23/2020,2017,84.2,57,0,25.46,25.4,10.2,183.59,,0.18,0.77,6.1,12.2,15.5,14.7,15.8,72,71,70,67,67
9/24/2020,2017,86.2,45.7,0,25.83,17.2,6.2,199.39,,0.15,0.71,5.6,11.9,15.4,14.7,15.7,70,70,70,68,67
9/25/2020,2017,77.9,53.6,0,30.17,18.8,6.6,162.65,,0.18,0.63,5.4,11.9,15.3,14.7,15.7,69,70,70,68,67
9/26/2020,2017,81.7,52.2,0,29.62,31.1,9.4,98.78,,0.17,0.68,5.1,11.7,15.2,14.7,15.7,67,68,69,67,67
9/27/2020,2017,55.2,31.8,0.02,58.5,39.7,12.8,92.79,,0.18,0.31,4.7,11.2,15,14.5,15.8,60,64,67,67,67
9/28/2020,2017,62.8,30.6,0,36.17,29.7,11,209.13,,0.1,0.34,4.5,10.8,14.6,14.6,15.6,56,60,63,66,67
9/29/2020,2017,81.5,41.5,0,17.29,26.1,8.7,195.91,,0.1,0.64,4.6,11.1,14.5,14.3,15.6,62,62,63,64,66
9/30/2020,2017,69.8,45,0,30.29,27.1,9.8,204.41,,0.14,0.48,4.5,11.2,14.7,14.4,15.5,63,64,64,64,66
10/1/2020,2017,63.7,38.5,0,38.38,22.6,6.8,201.65,,0.13,0.38,4.5,11,14.7,14.3,15.6,62,63,64,64,65
10/2/2020,2017,77.5,40.6,0,28.67,31.3,10.8,191.34,,0.12,0.55,4.6,11,14.6,14.2,15.2,62,63,64,64,65
10/3/2020,2017,67.1,37.6,0,42.58,16,5.3,168.93,,0.16,0.42,4.4,11,14.6,14.3,15.5,63,64,64,64,65
10/4/2020,2017,77.2,36.7,0.02,35.79,17,6.4,190.45,,0.14,0.51,4.3,10.9,14.5,14.4,15.4,62,63,64,64,64
10/5/2020,2017,79.9,42.1,0,22.04,30.9,12.3,180.76,,0.11,0.61,4.3,11,14.6,14.4,15.5,64,64,64,64,64
10/6/2020,2017,81.3,40.8,0,25.75,16.2,6.2,185.55,,0.1,0.59,4.2,10.9,14.6,14.3,15.6,63,64,64,64,64
10/7/2020,2017,82.8,50.4,0,17.46,19.5,7,184.13,,0.1,0.68,4.1,10.9,14.6,14.1,15.6,65,65,64,64,64
10/8/2020,2017,83.5,36.3,0,30.08,14.3,6.1,175.93,,0.12,0.61,4.1,10.9,14.6,14.2,15.5,64,65,65,64,64
10/9/2020,2017,81.9,44.4,0,17.17,26.1,7,136.43,,0.09,0.63,3.8,10.8,14.6,14.3,15.3,64,65,65,64,64
10/10/2020,2017,79.3,37.8,0,19.92,20.2,6,174.37,,0.09,0.53,3.9,10.6,14.5,14,15.3,63,64,64,64,64
10/11/2020,2017,70.3,36.7,0.05,31.75,47.8,14.2,150.92,,0.13,0.44,3.7,10.4,14.5,14,15.3,60,62,64,63,64
10/12/2020,2017,70,32.5,0,24.79,35.9,11.5,186.99,,0.1,0.46,3.6,10.2,14.2,14.1,15.4,57,59,61,63,64
10/13/2020,2017,70.2,40.6,0,29.5,20.7,6.7,183.14,,0.12,0.45,3.7,10.2,14.1,14.2,15.2,58,60,61,62,64
10/14/2020,2017,74.1,33.6,0.29,33.67,52.5,15,151.18,,0.15,0.52,3.9,10.3,14.1,14.2,15.3,60,61,62,62,63
10/15/2020,2017,53.6,23.5,0,61.21,31.6,9,139.75,,0.13,0.22,3.4,10,14,13.9,15.4,53,57,60,61,63
10/16/2020,2017,62.2,21.7,0,51.62,19.5,5.9,179.4,,0.12,0.3,3.4,9.7,13.7,14,14.9,51,54,57,60,63
10/17/2020,2017,68.7,35.1,0.01,38.46,42.4,14.8,129.65,,0.15,0.47,3.7,9.9,13.8,13.7,15,57,57,58,59,62
10/18/2020,2017,36,27,0,97.92,15.7,6.7,35.88,,0.17,0.18,3.3,9.6,13.6,13.6,15,48,53,57,59,62
10/19/2020,2017,63.5,25,0,65.58,19.2,5.2,140.3,,0.16,0.31,3.5,9.4,13.4,13.8,15,49,51,54,58,61
10/20/2020,2017,70.7,29.3,0,51.04,32.4,7.7,111.24,,0.16,0.37,3.6,9.6,13.4,13.7,14.8,51,53,55,57,61
10/21/2020,2017,63,29.5,0,57.17,15.4,4.3,135.08,,0.16,0.32,3.6,9.7,13.4,13.8,14.8,51,53,55,57,60
10/22/2020,2017,44.4,19.9,0,73,39.7,18.9,70.11,,0.13,0.18,3.4,9.4,13.4,13.7,14.8,46,50,54,56,60
10/23/2020,2017,32.4,15.8,0,67.54,27.4,8.4,97.56,,0.08,0.13,3.1,8.9,12.9,13.5,14.8,41,45,51,55,59
10/24/2020,2017,47.5,12.6,0,63.17,35.2,9.7,92.3,,0.1,0.18,3.3,8.9,12.8,13.2,14.5,42,45,49,54,59
10/25/2020,2017,13.5,4.8,0,82.17,34.5,15,76.37,,0.06,0.07,2.7,8.8,12.7,13.2,14.6,40,43,48,53,58
10/26/2020,2017,11.7,-8.9,0,79.58,10,4.4,140.07,,0.04,0.05,3.2,8.7,12.5,13,14.4,39,42,47,52,57
10/27/2020,2017,36.9,-9.8,0,54.83,14.5,5.9,166.96,,0.06,0.11,3.2,8.6,12.5,13,14.3,37,41,46,51,57
10/28/2020,2017,42.4,18,0,71.88,25.5,9.5,154.74,,0.13,0.19,5.7,8.5,12.4,12.7,14.3,36,40,45,50,56
10/29/2020,2017,52.3,26.8,0,64.83,18.1,5.7,157.32,,0.15,0.25,19.6,8.5,12.3,12.8,14.3,36,39,44,49,55
10/30/2020,2017,61.2,29.8,0,62.54,10.6,4.5,155.04,,0.17,0.3,23.7,9,12.2,12.8,14.2,36,40,42,48,54
