Date,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Notes
6/13/2019,2930,1,4,9,15,4,LARE,18,7,CRMI,16.5,5.5,
6/13/2019,2930,1,4,12,17,8,CRMI,13,9,CHLE,15,8.5,
6/13/2019,2930,1,4,15,10,7,SPCO,15,5,CRMI,12.5,6,
6/13/2019,2930,1,4,18,10,5,CHLE,18,8,CRMI,14,6.5,
6/13/2019,2930,1,4,21,12,6,SPCO,6,4,SPCO,9,5,
6/13/2019,2930,1,4,24,21,16,LARE,20,8,ATCA,20.5,12,
6/12/2013,2930,2,1,3,18,9,CHLE,24,5,PASM,21,7,
6/12/2013,2930,2,1,6,11,7,CHLE,16,9,CHLE,13.5,8,
6/12/2013,2930,2,1,9,15,5,CRMI,11,7,CRMI,13,6,
6/12/2013,2930,2,1,12,11,4,CHLE,7,3,CHLE,9,3.5,
6/12/2013,2930,2,1,15,20,7,CRMI,20,6,CHLE,20,6.5,
6/12/2013,2930,2,1,18,14,6,SPCO,10,6,CHLE,12,6,
6/12/2013,2930,2,1,21,12,5,CRMI,18,13,KRLA,15,9,
6/12/2013,2930,2,1,24,10,5,LARE,11,5,LARE,10.5,5,
6/12/2013,2930,2,2,3,11,7,CRMI,9,7,CRMI,10,7,
6/12/2013,2930,2,2,6,13,8,CRMI,10,5,CRMI,11.5,6.5,
6/12/2013,2930,2,2,9,15,11,KRLA,7,5,OPPO,11,8,
6/12/2013,2930,2,2,12,14,5,CRMI,10,9,OPPO,12,7,
6/12/2013,2930,2,2,15,8,4,CRMI,14,9,CRMI,11,6.5,
6/12/2013,2930,2,2,18,12,5,CHLE,6,3,CRMI,9,4,
6/12/2013,2930,2,2,21,14,8,ERNA,23,8,KRLA,18.5,8,
6/12/2013,2930,2,2,24,17,11,OPPO,14,11,KRLA,15.5,11,
6/12/2013,2930,2,3,3,15,7,CRMI,14,7,CRMI,14.5,7,
6/12/2013,2930,2,3,6,32,9,PASM,17,4,PASM,24.5,6.5,
6/12/2013,2930,2,3,9,16,5,CRMI,24,18,KRLA,20,11.5,
6/12/2013,2930,2,3,12,4,4,CRMI,10,5,CRMI,7,4.5,
6/12/2013,2930,2,3,15,16,7,LARE,13,4,CRMI,14.5,5.5,
6/12/2013,2930,2,3,18,3,1,CRMI,2,2,BARE,2.5,1.5,
6/12/2013,2930,2,3,21,13,6,CHAL,11,1,CRMI,12,3.5,
6/12/2013,2930,2,3,24,10,9,SPCO,10,2,CHLE,10,5.5,
6/12/2013,2930,2,4,3,11,5,KRLA,13,4,CRMI,12,4.5,
6/12/2013,2930,2,4,6,13,6,CRMI,11,10,LARE,12,8,
6/12/2013,2930,2,4,9,17,7,VUOC,15,5,SPAI,16,6,
6/12/2013,2930,2,4,12,14,6,CRMI,10,9,CRMI,12,7.5,
6/12/2013,2930,2,4,15,16,6,CRMI,13,8,LARE,14.5,7,
6/12/2013,2930,2,4,18,22,9,DESO,14,7,CRMI,18,8,
6/12/2013,2930,2,4,21,13,5,LARE,15,9,CRMI,14,7,
6/12/2013,2930,2,4,24,15,6,LARE,9,5,CRMI,12,5.5,
6/13/2019,2930,3,1,3,8,3,ATCA,7,3,SPCO,7.5,3,
6/13/2019,2930,3,1,6,11,8,LARE,13,4,LARE,12,6,
6/13/2019,2930,3,1,9,15,6,LARE,15,4,LARE,15,5,
6/13/2019,2930,3,1,12,10,5,KRLA,9,5,CHLE,9.5,5,
6/13/2019,2930,3,1,15,18,7,CRMI,24,13,ELEL,21,10,
6/13/2019,2930,3,1,18,11,2,CHLE,10,5,SPCO,10.5,3.5,
6/13/2019,2930,3,1,21,6,1,LARE,11,7,ELEL,8.5,4,
6/13/2019,2930,3,1,24,19,10,LARE,14,8,LARE,16.5,9,
6/13/2019,2930,3,2,3,19,5,CRMI,18,3,CRMI,18.5,4,
6/13/2019,2930,3,2,6,6,3,CRMI,19,5,PIOP,12.5,4,
6/13/2019,2930,3,2,9,16,1,PASM,19,5,PASM,17.5,3,
6/13/2019,2930,3,2,12,20,3,PASM,20,3,PASM,20,3,
6/13/2019,2930,3,2,15,20,2,PASM,22,5,VUOC,21,3.5,
6/13/2019,2930,3,2,18,51,9,KRLA,30,9,PASM,40.5,9,
6/13/2019,2930,3,2,21,30,11,EREF,16,1,LEDE,23,6,
6/13/2019,2930,3,2,24,19,15,KRLA,20,5,VUOC,19.5,10,
6/13/2019,2930,3,3,3,13,3,PASM,13,5,PASM,13,4,
6/13/2019,2930,3,3,6,30,14,KRLA,30,10,EREF,30,12,
6/13/2019,2930,3,3,9,24,15,OPPO,18,5,PASM,21,10,
6/13/2019,2930,3,3,12,27,9,PASM,27,7,PASM,27,8,
6/13/2019,2930,3,3,15,15,8,PASM,40,7,DEPI,27.5,7.5,
6/13/2019,2930,3,3,18,20,5,PASM,21,5,PASM,20.5,5,
6/13/2019,2930,3,3,21,20,7,PASM,18,7,GACO,19,7,
6/13/2019,2930,3,3,24,24,7,PASM,21,3,PASM,22.5,5,
6/13/2019,2930,3,4,3,13,7,VUOC,32,9,SPCO,22.5,8,
6/13/2019,2930,3,4,6,29,20,KRLA,13,3,BOGR,21,11.5,
6/13/2019,2930,3,4,9,24,12,CLSE,24,11,LARE,24,11.5,
6/13/2019,2930,3,4,12,23,3,BOGR,11,8,KRLA,17,5.5,
6/13/2019,2930,3,4,15,7,4,RUVE,10,7,RUVE,8.5,5.5,*15m - 24m was a large sandy disturbed area
6/13/2019,2930,3,4,18,8,5,RUVE,7,3,RUVE,7.5,4,
6/13/2019,2930,3,4,21,7,2,RUVE,4,2,RUVE,5.5,2,
6/13/2019,2930,3,4,24,8,2,RUVE,9,6,RUVE,8.5,4,
6/14/2019,2930,4,1,3,10,4,SPCO,13,7,LARE,11.5,5.5,
6/14/2019,2930,4,1,6,15,2,LARE,25,5,PASM,20,3.5,
6/14/2019,2930,4,1,9,12,7,PASM,19,9,PASM,15.5,8,
6/14/2019,2930,4,1,12,9,3,PASM,30,7,PASM,19.5,5,
6/14/2019,2930,4,1,15,13,7,PASM,31,6,PASM,22,6.5,
6/14/2019,2930,4,1,18,21,7,PASM,19,7,PASM,20,7,
6/14/2019,2930,4,1,21,13,7,CRMI,15,9,PASM,14,8,
6/14/2019,2930,4,1,24,19,7,PASM,13,5,PASM,16,6,
6/14/2019,2930,4,2,3,10,8,CRMI,16,10,CRMI,13,9,
6/14/2019,2930,4,2,6,0,0,BARE,6,6,BARE,3,3,*anthill
6/14/2019,2930,4,2,9,12,4,CRMI,7,2,SPCO,9.5,3,
6/14/2019,2930,4,2,12,5,4,CRMI,8,3,CRMI,6.5,3.5,
6/14/2019,2930,4,2,15,10,8,SPCO,2,9,CRMI,6,8.5,
6/14/2019,2930,4,2,18,11,4,CRMI,12,3,LARE,11.5,3.5,
6/14/2019,2930,4,2,21,10,4,LARE,8,4,CRMI,9,4,
6/14/2019,2930,4,2,24,8,5,CRMI,9,6,CRMI,8.5,5.5,
6/14/2019,2930,4,3,3,19,13,VUOC,19,7,VUOC,19,10,
6/14/2019,2930,4,3,6,15,6,CHLE,8,7,SPCO,11.5,6.5,
6/14/2019,2930,4,3,9,14,10,CRMI,16,7,LARE,15,8.5,
6/14/2019,2930,4,3,12,12,4,VUOC,12,4,CRMI,12,4,
6/14/2019,2930,4,3,15,5,3,CRMI,12,3,CRMI,8.5,3,
6/14/2019,2930,4,3,18,12,2,LARE,6,5,CRMI,9,3.5,
6/14/2019,2930,4,3,21,9,5,CHLE,8,7,CRMI,8.5,6,
6/14/2019,2930,4,3,24,21,7,PASM,18,8,PASM,19.5,7.5,
6/14/2019,2930,4,4,3,22,6,CRMI,10,2,CRMI,16,4,
6/14/2019,2930,4,4,6,15,7,CRMI,7,4,CRMI,11,5.5,
6/14/2019,2930,4,4,9,26,9,CRMI,31,9,LARE,28.5,9,
6/14/2019,2930,4,4,12,18,9,LARE,15,5,LARE,16.5,7,
6/14/2019,2930,4,4,15,25,10,LARE,27,10,PASM,26,10,
6/14/2019,2930,4,4,18,27,9,CRMI,18,10,CRMI,22.5,9.5,
6/14/2019,2930,4,4,21,26,5,CRMI,19,8,PASM,22.5,6.5,
6/14/2019,2930,4,4,24,18,8,LEDE,24,4,PASM,21,6,
6/11/2019,31E,1,1,3,5,2,BOGR,7,1,BOGR,6,1.5,
6/11/2019,31E,1,1,6,7,2,BOGR,10,3,BOGR,8.5,2.5,
6/11/2019,31E,1,1,9,9,1,BOGR,11,3,CRMI,10,2,
6/11/2019,31E,1,1,12,9,3,CRMI,10,4,CRMI,9.5,3.5,
6/11/2019,31E,1,1,15,10,7,CRMI,17,5,LARE,13.5,6,
6/11/2019,31E,1,1,18,8,5,CRMI,18,2,BOGR,13,3.5,
6/11/2019,31E,1,1,21,15,7,CRMI,17,7,BOGR,16,7,
6/11/2019,31E,1,1,24,18,6,CRMI,7,4,CRMI,12.5,5,
6/11/2019,31E,1,2,3,5,3,CRMI,10,4,CRMI,7.5,3.5,
6/11/2019,31E,1,2,6,8,3,BOGR,9,3,BOGR,8.5,3,
6/11/2019,31E,1,2,9,8,1,PLPA,7,5,CRMI,7.5,3,
6/11/2019,31E,1,2,12,11,4,CRMI,10,5,CRMI,10.5,4.5,
6/11/2019,31E,1,2,15,12,8,CRMI,16,7,CHAL,14,7.5,
6/11/2019,31E,1,2,18,7,5,CRMI,12,7,CRMI,9.5,6,
6/11/2019,31E,1,2,21,25,5,CRMI,16,4,CRMI,20.5,4.5,
6/11/2019,31E,1,2,24,16,4,CRMI,7,4,CRMI,11.5,4,
6/11/2019,31E,1,3,3,16,6,LARE,16,6,CRMI,16,6,
6/11/2019,31E,1,3,6,7,3,CRMI,10,5,CRMI,8.5,4,
6/11/2019,31E,1,3,9,11,7,LARE,8,5,LARE,9.5,6,
6/11/2019,31E,1,3,12,12,4,BOGR,16,12,LARE,14,8,
6/11/2019,31E,1,3,15,11,6,CRMI,12,7,CRMI,11.5,6.5,
6/11/2019,31E,1,3,18,14,4,CRMI,9,2,VUOC,11.5,3,
6/11/2019,31E,1,3,21,17,4,ELEL,11,3,CADU,14,3.5,
6/11/2019,31E,1,3,24,10,8,LARE,14,9,LARE,12,8.5,
6/11/2019,31E,1,4,3,12,2,PASM,14,3,PASM,13,2.5,
6/11/2019,31E,1,4,6,14,3,PASM,17,2,BOGR,15.5,2.5,
6/11/2019,31E,1,4,9,10,2,BOGR,14,3,BOGR,12,2.5,
6/11/2019,31E,1,4,12,18,4,BOGR,14,3,BOGR,16,3.5,
6/11/2019,31E,1,4,15,6,3,BOGR,12,3,BOGR,9,3,
6/11/2019,31E,1,4,18,19,4,PLPA,7,2,BUDA,13,3,
6/11/2019,31E,1,4,21,17,7,OPPO,12,1,BOGR,14.5,4,
6/11/2019,31E,1,4,24,15,2,PASM,10,3,GUSA,12.5,2.5,
6/12/2019,31E,2,1,3,13,5,LEDE,11,3,CRMI,12,4,
6/12/2019,31E,2,1,6,14,6,VUOC,13,2,CRMI,13.5,4,
6/12/2019,31E,2,1,9,15,9,CRMI,13,9,CRMI,14,9,
6/12/2019,31E,2,1,12,8,4,CRMI,13,5,PIOP,10.5,4.5,
6/12/2019,31E,2,1,15,11,7,CRMI,13,7,BOGR,12,7,
6/12/2019,31E,2,1,18,11,8,CRMI,14,7,CRMI,12.5,7.5,
6/12/2019,31E,2,1,21,11,5,CHLE,8,2,BOGR,9.5,3.5,
6/12/2019,31E,2,1,24,15,3,CHLE,18,5,CHIN,16.5,4,
6/12/2019,31E,2,2,3,9,2,BOGR,12,5,BOGR,10.5,3.5,
6/12/2019,31E,2,2,6,11,4,CRMI,9,5,BOGR,10,4.5,
6/12/2019,31E,2,2,9,6,2,CRMI,8,3,BOGR,7,2.5,
6/12/2019,31E,2,2,12,9,3,VUOC,9,7,CRMI,9,5,
6/12/2019,31E,2,2,15,10,2,PLPA,8,2,BOGR,9,2,
6/12/2019,31E,2,2,18,18,8,OEAL,5,3,PLPA,11.5,5.5,
6/12/2019,31E,2,2,21,8,2,BOGR,20,3,CRMI,14,2.5,
6/12/2019,31E,2,2,24,11,7,CRMI,9,5,CRMI,10,6,
6/12/2019,31E,2,3,3,8,5,BOGR,3,1,BOGR,5.5,3,
6/12/2019,31E,2,3,6,8,3,BUDA,6,1,BUDA,7,2,
6/12/2019,31E,2,3,9,8,2,BOGR,9,2,GUSA,8.5,2,
6/12/2019,31E,2,3,12,9,5,PIOP,9,3,SPCO,9,4,
6/12/2019,31E,2,3,15,7,3,BOGR,12,2,BOGR,9.5,2.5,
6/12/2019,31E,2,3,18,15,5,SPCO,10,4,PLPA,12.5,4.5,
6/12/2019,31E,2,3,21,9,2,BUDA,11,2,BOGR,10,2,
6/12/2019,31E,2,3,24,10,4,BOGR,7,2,SPCO,8.5,3,
6/12/2019,31E,2,4,3,6,1,BOGR,9,1,BOGR,7.5,1,
6/12/2019,31E,2,4,6,6,2,BOGR,16,3,ARPU,11,2.5,
6/12/2019,31E,2,4,9,6,3,BOGR,8,2,BOGR,7,2.5,
6/12/2019,31E,2,4,12,5,3,BOGR,8,1,BOGR,6.5,2,
6/12/2019,31E,2,4,15,16,3,BUDA,6,2,BUDA,11,2.5,
6/12/2019,31E,2,4,18,6,1,CADU,8,3,BUDA,7,2,
6/12/2019,31E,2,4,21,5,2,BOGR,6,2,PLPA,5.5,2,
6/12/2019,31E,2,4,24,10,3,BOGR,10,5,CHIN,10,4,
6/12/2019,31E,3,1,3,3,0,BARE,11,4,BOGR,7,2,
6/12/2019,31E,3,1,6,7,2,BUDA,6,3,BUDA,6.5,2.5,
6/12/2019,31E,3,1,9,10,2,BOGR,12,5,BOGR,11,3.5,
6/12/2019,31E,3,1,12,13,2,YUGL,9,7,SPCO,11,4.5,"*DATASHEET SAYS ""Yugl is LIT"""
6/12/2019,31E,3,1,15,10,4,CRMI,12,5,CRMI,11,4.5,
6/12/2019,31E,3,1,18,14,4,ELEL,10,3,BOGR,12,3.5,
6/12/2019,31E,3,1,21,11,4,CRMI,14,3,CADU,12.5,3.5,
6/12/2019,31E,3,1,24,16,3,CRMI,13,5,CRMI,14.5,4,
6/12/2019,31E,3,2,3,13,6,CRMI,14,8,VUOC,13.5,7,
6/12/2019,31E,3,2,6,25,8,PASM,26,3,CRMI,25.5,5.5,
6/12/2019,31E,3,2,9,19,6,PASM,27,6,SPCO,23,6,
6/12/2019,31E,3,2,12,14,2,VUOC,29,5,CRMI,21.5,3.5,
6/12/2019,31E,3,2,15,17,3,PASM,6,3,BOGR,11.5,3,
6/12/2019,31E,3,2,18,25,5,PASM,30,10,PASM,27.5,7.5,
6/12/2019,31E,3,2,21,22,9,ELEL,30,16,ELEL,26,12.5,
6/12/2019,31E,3,2,24,29,4,PASM,16,3,PASM,22.5,3.5,
6/12/2019,31E,3,3,3,15,3,BOGR,21,18,GUSA,18,10.5,"*datasheet says ""GUSA is standing dead"""
6/12/2019,31E,3,3,6,23,1,CADU,20,8,GUSA,21.5,4.5,
6/12/2019,31E,3,3,9,15,7,OPPO,11,3,DUNG,13,5,
6/12/2019,31E,3,3,12,9,3,BOGR,11,5,BOGR,10,4,
6/12/2019,31E,3,3,15,9,1,VUOC,7,5,CRMI,8,3,
6/12/2019,31E,3,3,18,8,4,BOGR,11,5,ARPU,9.5,4.5,
6/12/2019,31E,3,3,21,8,3,VUOC,12,9,CRMI,10,6,
6/12/2019,31E,3,3,24,8,1,PLPA,9,6,PLPA,8.5,3.5,
6/12/2019,31E,3,4,3,34,2,PLPA,4,1,BOGR,19,1.5,
6/12/2019,31E,3,4,6,30,5,BOGR,20,5,PASM,25,5,
6/12/2019,31E,3,4,9,20,2,PLPA,12,1,BOGR,16,1.5,
6/12/2019,31E,3,4,12,25,2,CADU,12,1,ELEL,18.5,1.5,
6/12/2019,31E,3,4,15,8,3,BOGR,10,1,BOGR,9,2,
6/12/2019,31E,3,4,18,23,9,ELEL,22,1,BOGR,22.5,5,
6/12/2019,31E,3,4,21,22,4,PASM,17,2,BOGR,19.5,3,
6/12/2019,31E,3,4,24,6,3,BOGR,21,5,PASM,13.5,4,
6/12/2019,31E,4,1,3,12,7,OPPO,6,3,OPPO,9,5,
6/12/2019,31E,4,1,6,8,1,CADU,11,3,OPPO,9.5,2,
6/12/2019,31E,4,1,9,14,0,BOGR,18,3,OPPO,16,1.5,
6/12/2019,31E,4,1,12,9,2,BOGR,9,3,BOGR,9,2.5,
6/12/2019,31E,4,1,15,18,10,ATCA,9,3,BOGR,13.5,6.5,
6/12/2019,31E,4,1,18,16,3,OPPO,4,1,BOGR,10,2,
6/12/2019,31E,4,1,21,28,6,CHIN,22,7,SPCO,25,6.5,
6/12/2019,31E,4,1,24,17,7,PASM,36,10,PASM,26.5,8.5,
6/12/2019,31E,4,2,3,13,4,PASM,13,4,PASM,13,4,
6/12/2019,31E,4,2,6,25,7,ATCA,0,0,BARE,12.5,3.5,*ants
6/12/2019,31E,4,2,9,15,3,PASM,13,7,CRMI,14,5,
6/12/2019,31E,4,2,12,10,6,PASM,16,9,CRMI,13,7.5,
6/12/2019,31E,4,2,15,20,7,CRMI,17,5,LARE,18.5,6,
6/12/2019,31E,4,2,18,45,20,ATCA,31,28,ATCA,38,24,
6/12/2019,31E,4,2,21,19,7,VUOC,22,5,CRMI,20.5,6,
6/12/2019,31E,4,2,24,23,19,ATCA,14,8,CRMI,18.5,13.5,
6/12/2019,31E,4,3,3,16,5,PASM,18,2,PASM,17,3.5,
6/12/2019,31E,4,3,6,32,5,CRMI,21,3,PASM,26.5,4,
6/12/2019,31E,4,3,9,21,1,PASM,54,38,ATCA,37.5,19.5,
6/12/2019,31E,4,3,12,11,5,CRMI,21,6,CRMI,16,5.5,
6/12/2019,31E,4,3,15,20,9,CRMI,15,3,CRMI,17.5,6,
6/12/2019,31E,4,3,18,28,9,CHLE,23,3,PASM,25.5,6,
6/12/2019,31E,4,3,21,34,11,PASM,32,22,PASM,33,16.5,
6/12/2019,31E,4,3,24,26,9,LEDE,32,9,SPCO,29,9,
6/12/2019,31E,4,4,3,16,1,CADU,11,3,BOGR,13.5,2,
6/12/2019,31E,4,4,6,10,3,CRMI,14,2,BOGR,12,2.5,
6/12/2019,31E,4,4,9,8,5,ATCA,5,1,BOGR,6.5,3,
6/12/2019,31E,4,4,12,6,1,BOGR,7,1,BOGR,6.5,1,
6/12/2019,31E,4,4,15,13,1,BOGR,13,3,BOGR,13,2,
6/12/2019,31E,4,4,18,4,2,BOGR,17,3,CRMI,10.5,2.5,
6/12/2019,31E,4,4,21,8,5,CHIN,13,3,CRMI,10.5,4,
6/12/2019,31E,4,4,24,6,4,BOGR,11,1,BOGR,8.5,2.5,
6/13/2019,32W,1,1,3,9,0,BOGR,8,3,BOGR,8.5,1.5,
6/13/2019,32W,1,1,6,12,2,BOGR,12,4,BOGR,12,3,
6/13/2019,32W,1,1,9,15,5,CADU,12,3,ATCA,13.5,4,
6/13/2019,32W,1,1,12,0,0,BARE,3,1,BOGR,1.5,0.5,
6/13/2019,32W,1,1,15,6,3,BOGR,10,4,BOGR,8,3.5,
6/13/2019,32W,1,1,18,4,2,VUOC,12,5,BOGR,8,3.5,
6/13/2019,32W,1,1,21,14,4,CRMI,10,2,VUOC,12,3,
6/13/2019,32W,1,1,24,6,2,BOGR,6,1,BOGR,6,1.5,
6/13/2019,32W,1,2,3,11,2,CADU,11,3,CADU,11,2.5,
6/13/2019,32W,1,2,6,8,4,CRMI,12,3,CRMI,10,3.5,
6/13/2019,32W,1,2,9,10,1,BOGR,11,2,BOGR,10.5,1.5,
6/13/2019,32W,1,2,12,5,2,BOGR,3,2,CRMI,4,2,
6/13/2019,32W,1,2,15,6,4,BOGR,11,3,SPCO,8.5,3.5,
6/13/2019,32W,1,2,18,4,3,CRMI,6,4,PLPA,5,3.5,
6/13/2019,32W,1,2,21,15,6,CRMI,8,3,BOGR,11.5,4.5,
6/13/2019,32W,1,2,24,13,2,CADU,10,3,CADU,11.5,2.5,
6/13/2019,32W,1,3,3,9,2,SPCO,11,5,PLPA,10,3.5,
6/13/2019,32W,1,3,6,22,1,PASM,19,2,PASM,20.5,1.5,
6/13/2019,32W,1,3,9,12,2,PASM,20,4,PASM,16,3,
6/13/2019,32W,1,3,12,20,6,VUOC,15,5,VUOC,17.5,5.5,
6/13/2019,32W,1,3,15,8,4,CHAL,1,0,VUOC,4.5,2,
6/13/2019,32W,1,3,18,9,3,VUOC,6,2,VUOC,7.5,2.5,
6/13/2019,32W,1,3,21,8,3,VUOC,11,7,CRMI,9.5,5,
6/13/2019,32W,1,3,24,6,5,CHAL,6,3,VUOC,6,4,
6/13/2019,32W,1,4,3,14,3,BOGR,7,1,VUOC,10.5,2,
6/13/2019,32W,1,4,6,8,5,CRMI,10,4,VUOC,9,4.5,
6/13/2019,32W,1,4,9,13,5,VUOC,26,4,TRDU,19.5,4.5,
6/13/2019,32W,1,4,12,8,2,CRMI,9,4,CRMI,8.5,3,
6/13/2019,32W,1,4,15,6,0,PLPA,12,5,VUOC,9,2.5,
6/13/2019,32W,1,4,18,10,7,CRMI,8,1,VUOC,9,4,
6/13/2019,32W,1,4,21,6,2,PLPA,10,3,CRMI,8,2.5,
6/13/2019,32W,1,4,24,2,1,BOGR,11,3,PLPA,6.5,2,
6/13/2019,32W,2,1,3,9,1,CADU,10,2,BOGR,9.5,1.5,
6/13/2019,32W,2,1,6,13,9,CRMI,13,5,VUOC,13,7,
6/13/2019,32W,2,1,9,12,5,OEAL,12,7,CRMI,12,6,
6/13/2019,32W,2,1,12,19,9,CRMI,20,13,EREF,19.5,11,
6/13/2019,32W,2,1,15,30,9,PASM,24,9,PASM,27,9,
6/13/2019,32W,2,1,18,19,2,PASM,20,9,PASM,19.5,5.5,
6/13/2019,32W,2,1,21,29,2,CRMI,21,3,PLPA,25,2.5,
6/13/2019,32W,2,1,24,12,4,CRMI,17,9,CRMI,14.5,6.5,
6/13/2019,32W,2,2,3,29,5,VUOC,35,9,PASM,32,7,
6/13/2019,32W,2,2,6,31,28,CHLE,21,7,PASM,26,17.5,
6/13/2019,32W,2,2,9,10,2,BOGR,24,3,PASM,17,2.5,
6/13/2019,32W,2,2,12,7,1,CRMI,8,2,OEAL,7.5,1.5,
6/13/2019,32W,2,2,15,11,3,CRMI,18,3,VUOC,14.5,3,
6/13/2019,32W,2,2,18,16,5,CRMI,14,5,CADU,15,5,
6/13/2019,32W,2,2,21,12,1,BOGR,13,5,CADU,12.5,3,
6/13/2019,32W,2,2,24,13,2,CRMI,18,9,CRMI,15.5,5.5,
6/13/2019,32W,2,3,3,16,7,CADU,14,4,CRMI,15,5.5,
6/13/2019,32W,2,3,6,19,7,LEDE,10,2,VUOC,14.5,4.5,
6/13/2019,32W,2,3,9,20,8,CRMI,20,7,CRMI,20,7.5,
6/13/2019,32W,2,3,12,16,9,CRMI,3,1,CRMI,9.5,5,
6/13/2019,32W,2,3,15,21,8,ARPU,15,2,LEDE,18,5,
6/13/2019,32W,2,3,18,8,3,ALTE,17,1,VUOC,12.5,2,
6/13/2019,32W,2,3,21,18,6,CRMI,9,4,BOGR,13.5,5,
6/13/2019,32W,2,3,24,11,8,CRMI,14,11,CRMI,12.5,9.5,
6/13/2019,32W,2,4,3,13,3,LEDE,13,9,CRMI,13,6,
6/13/2019,32W,2,4,6,22,10,VUOC,24,7,VUOC,23,8.5,
6/13/2019,32W,2,4,9,11,7,CRMI,12,7,CRMI,11.5,7,
6/13/2019,32W,2,4,12,11,5,CRMI,11,2,CRMI,11,3.5,
6/13/2019,32W,2,4,15,11,7,CRMI,12,5,CRMI,11.5,6,
6/13/2019,32W,2,4,18,13,8,PSTE,12,3,CRMI,12.5,5.5,
6/13/2019,32W,2,4,21,8,2,CRMI,21,7,ELEL,14.5,4.5,
6/13/2019,32W,2,4,24,5,2,BOGR,8,2,MATA,6.5,2,
6/13/2019,32W,3,1,3,14,3,VUOC,9,7,CRMI,11.5,5,
6/13/2019,32W,3,1,6,16,3,VUOC,13,9,ELEL,14.5,6,
6/13/2019,32W,3,1,9,16,3,CRMI,10,1,CRMI,13,2,
6/13/2019,32W,3,1,12,19,9,ELEL,10,5,CRMI,14.5,7,
6/13/2019,32W,3,1,15,14,3,CRMI,11,7,SPCO,12.5,5,
6/13/2019,32W,3,1,18,8,4,CRMI,9,6,CRMI,8.5,5,
6/13/2019,32W,3,1,21,29,15,PASM,34,15,PASM,31.5,15,
6/13/2019,32W,3,1,24,35,18,VUOC,18,7,CRMI,26.5,12.5,
6/13/2019,32W,3,2,3,29,7,PASM,25,9,PASM,27,8,
6/13/2019,32W,3,2,6,26,7,PASM,23,10,PASM,24.5,8.5,
6/13/2019,32W,3,2,9,35,3,PASM,27,3,PASM,31,3,
6/13/2019,32W,3,2,12,20,5,CRMI,24,5,PASM,22,5,
6/13/2019,32W,3,2,15,29,3,PASM,38,11,PASM,33.5,7,
6/13/2019,32W,3,2,18,32,9,PASM,22,5,PASM,27,7,
6/13/2019,32W,3,2,21,38,10,PASM,24,2,PASM,31,6,
6/13/2019,32W,3,2,24,32,5,PASM,24,2,PASM,28,3.5,
6/13/2019,32W,3,3,3,14,2,PASM,32,5,PASM,23,3.5,
6/13/2019,32W,3,3,6,25,1,ELEL,31,4,PASM,28,2.5,
6/13/2019,32W,3,3,9,10,3,CHAL,9,4,CRMI,9.5,3.5,
6/13/2019,32W,3,3,12,8,4,CRMI,10,6,SPCO,9,5,
6/13/2019,32W,3,3,15,8,3,PLPA,9,2,BOGR,8.5,2.5,
6/13/2019,32W,3,3,18,11,5,PLPA,9,2,BOGR,10,3.5,
6/13/2019,32W,3,3,21,16,9,CRMI,11,2,CRMI,13.5,5.5,
6/13/2019,32W,3,3,24,12,9,CRMI,13,7,CRMI,12.5,8,
6/13/2019,32W,3,4,3,14,9,CRMI,18,7,CHLE,16,8,
6/13/2019,32W,3,4,6,14,1,IPLA,8,4,CRMI,11,2.5,
6/13/2019,32W,3,4,9,7,2,CRMI,10,5,CRMI,8.5,3.5,
6/13/2019,32W,3,4,12,14,9,OEAL,13,9,CRMI,13.5,9,
6/13/2019,32W,3,4,15,9,3,CRMI,11,5,CRMI,10,4,
6/13/2019,32W,3,4,18,14,7,OEAL,11,5,BOGR,12.5,6,
6/13/2019,32W,3,4,21,10,2,CRMI,10,8,CRMI,10,5,
6/13/2019,32W,3,4,24,9,8,CRMI,19,5,PASM,14,6.5,
6/13/2019,32W,4,1,3,38,9,HECO,23,7,HECO,30.5,8,
6/13/2019,32W,4,1,6,14,5,LEDE,32,9,LARE,23,7,
6/13/2019,32W,4,1,9,33,9,HECO,32,5,HECO,32.5,7,
6/13/2019,32W,4,1,12,31,5,HECO,28,2,CHLE,29.5,3.5,
6/13/2019,32W,4,1,15,38,13,ATCA,11,2,BOGR,24.5,7.5,
6/13/2019,32W,4,1,18,14,5,LARE,32,9,LARE,23,7,
6/13/2019,32W,4,1,21,21,5,HECO,38,34,ATCA,29.5,19.5,
6/13/2019,32W,4,1,24,30,9,HECO,30,7,HECO,30,8,
6/13/2019,32W,4,2,3,14,3,PASM,14,3,PASM,14,3,
6/13/2019,32W,4,2,6,23,5,CRMI,11,2,VUOC,17,3.5,
6/13/2019,32W,4,2,9,9,2,CRMI,8,3,CRMI,8.5,2.5,
6/13/2019,32W,4,2,12,11,10,CRMI,16,9,CRMI,13.5,9.5,
6/13/2019,32W,4,2,15,11,7,CRMI,9,2,CRMI,10,4.5,
6/13/2019,32W,4,2,18,12,9,CRMI,11,10,CRMI,11.5,9.5,
6/13/2019,32W,4,2,21,11,2,CRMI,10,3,CRMI,10.5,2.5,
6/13/2019,32W,4,2,24,17,0,LYJU,24,2,ARPU,20.5,1,
6/13/2019,32W,4,3,3,13,7,OPPO,22,3,VUOC,17.5,5,
