Year,Pasture,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,Average High,Average Low,Notes,,,,
2017,25SE,4,4,18,9,1,BOGR,8,2,BOGR,8.5,1.5,,,,,
2017,25SE,4,4,21,7,1,PSTE,14,1,BOGR,10.5,1,,,,,
2017,25SE,4,4,24,22,1,PASM,27,5,PASM,24.5,3,,,,,
2017,19N,1,1,3,30,4,HECO,9,5,CADU,19.5,4.5,,,,,
2017,19N,1,1,6,9,1,BOGR,43,13,HECO,26,7,,,,,
2017,19N,1,1,9,9,2,CHLE,28,4,HECO,18.5,3,,,,,
2017,19N,1,1,12,13,1,HECO,11,3,HECO,12,2,,,,,
2017,19N,1,1,15,16,1,HECO,16,3,HECO,16,2,,,,,
2017,19N,1,1,18,22,7,HECO,22,4,PASM,22,5.5,,,,,
2017,19N,1,1,21,33,8,PASM,26,2,HECO,29.5,5,,,,,
2017,19N,1,1,24,12,2,TAOF,48,4,HECO,30,3,,,,,
2017,19N,1,2,3,22,2,HECO,21,5,HECO,21.5,3.5,,,,,
2017,19N,1,2,6,27,10,OPPO,16,6,HECO,21.5,8,,,,,
2017,19N,1,2,9,28,9,OPPO,20,2,HECO,24,5.5,,,,,
2017,19N,1,2,12,13,1,CADU,26,5,HECO,19.5,3,,,,,
2017,19N,1,2,15,13,2,CADU,19,3,HECO,16,2.5,,,,,
2017,19N,1,2,18,16,2,CADU,15,3,EREF,15.5,2.5,,,,,
2017,19N,1,2,21,32,8,HECO,26,9,HECO,29,8.5,,,,,
2017,19N,1,2,24,22,6,HECO,30,7,CADU,26,6.5,,,,,
2017,19N,1,3,3,27,4,SPCO,35,3,HECO,31,3.5,,,,,
2017,19N,1,3,6,30,4,BOGR,32,5,HECO,31,4.5,,,,,
2017,19N,1,3,9,25,4,HECO,34,6,TRDU,29.5,5,,,,,
2017,19N,1,3,12,24,3,HECO,28,7,HECO,26,5,,,,,
2017,19N,1,3,15,29,4,HECO,26,4,HECO,27.5,4,,,,,
2017,19N,1,3,18,16,2,HECO,15,4,PIOP,15.5,3,,,,,
2017,19N,1,3,21,15,2,HECO,14,3,HECO,14.5,2.5,,,,,
2017,19N,1,3,24,13,2,CADU,20,3,BOGR,16.5,2.5,,,,,
2017,19N,1,4,3,24,2,HECO,24,5,HECO,24,3.5,,,,,
2017,19N,1,4,6,13,2,HECO,42,10,HECO,27.5,6,,,,,
2017,19N,1,4,9,32,8,HECO,24,10,HECO,28,9,,,,,
2017,19N,1,4,12,11,0,HECO,3,2,HECO,7,1,,,,,
2017,19N,1,4,15,20,2,BOGR,16,3,HECO,18,2.5,,,,,
2017,19N,1,4,18,16,2,BOGR,20,2,HECO,18,2,,,,,
2017,19N,1,4,21,20,4,HECO,21,2,HECO,20.5,3,,,,,
2017,19N,1,4,24,18,2,BOGR,20,3,HECO,19,2.5,,,,,
2017,19N,2,1,3,5,3,OPPO,12,5,BOGR,8.5,4,,,,,
2017,19N,2,1,6,10,1,BOGR,11,2,BOGR,10.5,1.5,,,,,
2017,19N,2,1,9,32,6,ATCA,6,2,BOGR,19,4,,,,,
2017,19N,2,1,12,12,2,BOGR,11,2,BOGR,11.5,2,,,,,
2017,19N,2,1,15,16,2,BOGR,14,4,ATCA,15,3,,,,,
2017,19N,2,1,18,12,3,BOGR,30,13,ATCA,21,8,,,,,
2017,19N,2,1,21,31,6,HECO,41,6,HECO,36,6,,,,,
2017,19N,2,1,24,32,2,HECO,25,21,ATCA,28.5,11.5,,,,,
2017,19N,2,2,3,50,40,ATCA,86,55,ATCA,68,47.5,,,,,
2017,19N,2,2,6,24,3,PASM,28,1,PASM,26,2,,,,,
2017,19N,2,2,9,34,10,PASM,35,5,PASM,34.5,7.5,,,,,
2017,19N,2,2,12,51,30,ATCA,14,2,BOGR,32.5,16,,,,,
2017,19N,2,2,15,11,1,BOGR,12,0,HECO,11.5,0.5,,,,,
2017,19N,2,2,18,26,7,HECO,17,3,HECO,21.5,5,,,,,
2017,19N,2,2,21,28,6,HECO,22,7,HECO,25,6.5,,,,,
2017,19N,2,2,24,9,3,BOGR,17,1,BOGR,13,2,,,,,
2017,19N,2,3,3,10,2,SIAL,16,7,OPPO,13,4.5,,,,,
2017,19N,2,3,6,10,1,CADU,21,6,HECO,15.5,3.5,,,,,
2017,19N,2,3,9,22,3,HECO,38,7,OPPO,30,5,,,,,
2017,19N,2,3,12,40,10,OPPO,29,7,HECO,34.5,8.5,,,,,
2017,19N,2,3,15,18,2,HECO,18,3,CADU,18,2.5,,,,,
2017,19N,2,3,18,16,6,HECO,14,5,LARE,15,5.5,,,,,
2017,19N,2,3,21,10,2,CADU,13,3,HECO,11.5,2.5,,,,,
2017,19N,2,3,24,34,9,ATCA,12,1,CADU,23,5,,,,,
2017,19N,2,4,3,16,5,CRMI,11,1,HECO,13.5,3,,,,,
2017,19N,2,4,6,19,1,HECO,12,2,CHLE,15.5,1.5,,,,,
2017,19N,2,4,9,23,2,HECO,37,14,HECO,30,8,,,,,
2017,19N,2,4,12,17,0,BARE,29,6,HECO,23,3,,,,,
2017,19N,2,4,15,26,5,HECO,21,5,BOGR,23.5,5,,,,,
2017,19N,2,4,18,27,8,HECO,15,4,OPPO,21,6,,,,,
2017,19N,2,4,21,21,2,HECO,24,10,HECO,22.5,6,,,,,
2017,19N,2,4,24,26,7,OPPO,14,6,OPPO,20,6.5,,,,,
2017,19N,3,1,3,24,6,HECO,23,4,HECO,23.5,5,,,,,
2017,19N,3,1,6,31,12,HECO,30,8,HECO,30.5,10,,,,,
2017,19N,3,1,9,32,4,HECO,20,3,OPPO,26,3.5,,,,,
2017,19N,3,1,12,24,5,HECO,27,6,HECO,25.5,5.5,,,,,
2017,19N,3,1,15,31,8,HECO,22,6,HECO,26.5,7,,,,,
2017,19N,3,1,18,30,3,HECO,33,5,HECO,31.5,4,,,,,
2017,19N,3,1,21,30,8,HECO,24,8,HECO,27,8,,,,,
2017,19N,3,1,24,30,10,HECO,24,8,HECO,27,9,,,,,
2017,19N,3,2,3,17,2,PASM,22,4,PASM,19.5,3,,,,,
2017,19N,3,2,6,11,2,PASM,18,2,PASM,14.5,2,,,,,
2017,19N,3,2,9,14,2,PASM,18,3,PASM,16,2.5,,,,,
2017,19N,3,2,12,10,2,CADU,15,2,PASM,12.5,2,,,,,
2017,19N,3,2,15,9,2,BOGR,8,3,BOGR,8.5,2.5,,,,,
2017,19N,3,2,18,16,2,PASM,8,0,PASM,12,1,,,,,
2017,19N,3,2,21,10,1,BOGR,3,0,BOGR,6.5,0.5,,,,,
2017,19N,3,2,24,13,2,PASM,18,3,PASM,15.5,2.5,,,,,
2017,19N,3,3,3,25,3,HECO,26,10,HECO,25.5,6.5,,,,,
2017,19N,3,3,6,16,2,HECO,17,5,HECO,16.5,3.5,,,,,
2017,19N,3,3,9,11,2,HECO,12,5,HECO,11.5,3.5,,,,,
2017,19N,3,3,12,8,1,CADU,10,1,CADU,9,1,,,,,
2017,19N,3,3,15,24,8,HECO,44,3,HECO,34,5.5,,,,,
2017,19N,3,3,18,28,6,HECO,21,5,HECO,24.5,5.5,,,,,
2017,19N,3,3,21,32,3,HECO,31,9,HECO,31.5,6,,,,,
2017,19N,3,3,24,19,9,OPPO,21,12,OPPO,20,10.5,,,,,
2017,19N,3,4,3,9,1,BOGR,7,2,BOGR,8,1.5,,,,,
2017,19N,3,4,6,16,1,PASM,15,2,CHAL,15.5,1.5,,,,,
2017,19N,3,4,9,12,4,EREF,14,1,PASM,13,2.5,,,,,
2017,19N,3,4,12,6,1,BOGR,13,1,PASM,9.5,1,,,,,
2017,19N,3,4,15,8,1,BOGR,4,1,BOGR,6,1,,,,,
2017,19N,3,4,18,20,4,PASM,19,1,BOGR,19.5,2.5,,,,,
2017,19N,3,4,21,16,1,PASM,13,2,PASM,14.5,1.5,,,,,
2017,19N,3,4,24,12,4,PASM,8,1,BOGR,10,2.5,,,,,
2017,19N,4,1,3,23,5,HECO,31,11,HECO,27,8,,,,,
2017,19N,4,1,6,22,6,HECO,26,3,BOGR,24,4.5,,,,,
2017,19N,4,1,9,5,0,BARE,21,5,OPPO,13,2.5,,,,,
2017,19N,4,1,12,28,7,HECO,18,2,EREF,23,4.5,,,,,
2017,19N,4,1,15,16,5,HECO,23,5,HECO,19.5,5,,,,,
2017,19N,4,1,18,12,6,OPPO,33,7,HECO,22.5,6.5,,,,,
2017,19N,4,1,21,30,8,HECO,25,6,HECO,27.5,7,,,,,
2017,19N,4,1,24,30,8,HECO,27,10,HECO,28.5,9,,,,,
2017,19N,4,2,3,28,14,HECO,22,7,OPPO,25,10.5,,,,,
2017,19N,4,2,6,24,8,OPPO,14,7,EREF,19,7.5,,,,,
2017,19N,4,2,9,16,1,HECO,16,4,HECO,16,2.5,,,,,
2017,19N,4,2,12,33,2,CADU,25,6,HECO,29,4,,,,,
2017,19N,4,2,15,24,5,HECO,12,1,HECO,18,3,,,,,
2017,19N,4,2,18,11,1,BOGR,18,8,EREF,14.5,4.5,,,,,
2017,19N,4,2,21,22,1,BOGR,14,1,BOGR,18,1,,,,,
2017,19N,4,2,24,20,7,OPPO,17,2,CADU,18.5,4.5,,,,,
2017,19N,4,3,3,8,3,SPCO,10,5,BOGR,9,4,,,,,
2017,19N,4,3,6,12,4,BOGR,8,2,OPPO,10,3,,,,,
2017,19N,4,3,9,10,1,BOGR,6,1,BOGR,8,1,,,,,
2017,19N,4,3,12,23,6,PASM,15,2,PASM,19,4,,,,,
2017,19N,4,3,15,6,1,BOGR,12,2,BOGR,9,1.5,,,,,
2017,19N,4,3,18,20,2,PASM,12,1,BOGR,16,1.5,,,,,
2017,19N,4,3,21,5,2,BOGR,7,2,BOGR,6,2,,,,,
2017,19N,4,3,24,5,0,BARE,8,3,BOGR,6.5,1.5,,,,,
2017,19N,4,4,3,10,2,BOGR,4,1,BOGR,7,1.5,,,,,
2017,19N,4,4,6,8,1,BOGR,16,4,ATCA,12,2.5,,,,,
2017,19N,4,4,9,7,2,CADU,32,15,ATCA,19.5,8.5,,,,,
2017,19N,4,4,12,14,2,PASM,10,2,BOGR,12,2,,,,,
2017,19N,4,4,15,9,1,BOGR,12,1,CADU,10.5,1,,,,,
2017,19N,4,4,18,4,1,BOGR,4,1,BOGR,4,1,,,,,
2017,19N,4,4,21,7,1,BOGR,4,1,CADU,5.5,1,,,,,
2017,19N,4,4,24,11,1,BOGR,3,1,BOGR,7,1,,,,,
2017,19N,5,1,3,25,2,HECO,12,2,PASM,18.5,2,,,,,
2017,19N,5,1,6,25,2,PASM,26,2,HECO,25.5,2,,,,,
2017,19N,5,1,9,5,0,HECO,10,4,CAFI,7.5,2,,,,,
2017,19N,5,1,12,11,2,HECO,8,1,SPCR,9.5,1.5,,,,,
2017,19N,5,1,15,15,0,HECO,10,1,HECO,12.5,0.5,,,,,
2017,19N,5,1,18,16,0,HECO,9,1,HECO,12.5,0.5,,,,,
2017,19N,5,1,21,12,1,HECO,7,0,HECO,9.5,0.5,,,,,
2017,19N,5,1,24,8,0,BARE,10,1,HECO,9,0.5,,,,,
2017,19N,5,2,3,21,2,HECO,49,4,EREF,35,3,,,,,
2017,19N,5,2,6,14,1,HECO,11,2,HECO,12.5,1.5,,,,,
2017,19N,5,2,9,12,4,HECO,13,2,CADU,12.5,3,,,,,
2017,19N,5,2,12,34,3,CADU,7,3,CADU,20.5,3,,,,,
2017,19N,5,2,15,11,2,HECO,7,2,HECO,9,2,,,,,
2017,19N,5,2,18,34,2,HECO,11,2,HECO,22.5,2,,,,,
2017,19N,5,2,21,7,3,OPPO,1,0,BARE,4,1.5,,,,,
2017,19N,5,2,24,16,2,EREF,12,2,HECO,14,2,,,,,
2017,19N,5,3,3,16,2,EREF,11,1,CADU,13.5,1.5,,,,,
2017,19N,5,3,6,10,2,CADU,15,4,EREF,12.5,3,,,,,
2017,19N,5,3,9,12,2,HECO,12,1,HECO,12,1.5,,,,,
2017,19N,5,3,12,26,2,HECO,10,1,BOGR,18,1.5,,,,,
2017,19N,5,3,15,28,4,HECO,11,4,HECO,19.5,4,,,,,
2017,19N,5,3,18,10,2,HECO,45,4,HECO,27.5,3,,,,,
2017,19N,5,3,21,10,2,HECO,9,1,CADU,9.5,1.5,,,,,
2017,19N,5,3,24,12,2,VUOC,9,1,HECO,10.5,1.5,,,,,
2017,19N,5,4,3,18,4,HECO,8,0,CHLE,13,2,,,,,
2017,19N,5,4,6,13,2,EREF,17,1,HECO,15,1.5,,,,,
2017,19N,5,4,9,13,1,CADU,13,2,CADU,13,1.5,,,,,
2017,19N,5,4,12,12,0,CHLE,12,1,CADU,12,0.5,,,,,
2017,19N,5,4,15,12,0,CADU,29,2,HECO,20.5,1,,,,,
2017,19N,5,4,18,11,1,CADU,16,1,HECO,13.5,1,,,,,
2017,19N,5,4,21,9,0,CADU,21,2,HECO,15,1,,,,,
2017,19N,5,4,24,12,1,CADU,9,1,HECO,10.5,1,,,,,
2017,19N,6,1,3,16,3,HECO,38,2,HECO,27,2.5,,,,,
2017,19N,6,1,6,21,1,OPPO,14,2,HECO,17.5,1.5,,,,,
2017,19N,6,1,9,15,3,HECO,10,3,HECO,12.5,3,,,,,
2017,19N,6,1,12,17,3,HECO,16,9,EREF,16.5,6,,,,,
2017,19N,6,1,15,7,1,SPCO,2,1,BOGR,4.5,1,,,,,
2017,19N,6,1,18,7,1,CHLE,9,1,HECO,8,1,,,,,
2017,19N,6,1,21,13,1,HECO,10,2,HECO,11.5,1.5,,,,,
2017,19N,6,1,24,11,1,HECO,17,2,HECO,14,1.5,,,,,
2017,19N,6,2,3,9,1,SAIB,22,3,HECO,15.5,2,,,,,
2017,19N,6,2,6,17,2,CHLE,10,3,HECO,13.5,2.5,,,,,
2017,19N,6,2,9,13,2,HECO,25,1,HECO,19,1.5,,,,,
2017,19N,6,2,12,31,2,HECO,43,1,CHLE,37,1.5,,,,,
2017,19N,6,2,15,17,4,HECO,15,3,SPCR,16,3.5,,,,,
2017,19N,6,2,18,18,3,HECO,31,3,HECO,24.5,3,,,,,
2017,19N,6,2,21,12,1,HECO,10,1,HECO,11,1,,,,,
2017,19N,6,2,24,4,1,OEAL,4,1,CHLE,4,1,,,,,
2017,19N,6,3,3,14,1,HECO,15,3,HECO,14.5,2,,,,,
2017,19N,6,3,6,16,1,HECO,11,4,HECO,13.5,2.5,,,,,
2017,19N,6,3,9,14,2,OPPO,22,0,BARE,18,1,,,,,
2017,19N,6,3,12,30,4,HECO,34,6,HECO,32,5,,,,,
2017,19N,6,3,15,18,1,HECO,40,1,HECO,29,1,,,,,
2017,19N,6,3,18,20,3,HECO,31,3,HECO,25.5,3,,,,,
2017,19N,6,3,21,9,1,HECO,24,2,HECO,16.5,1.5,,,,,
2017,19N,6,3,24,10,2,CHLE,13,4,CRMI,11.5,3,,,,,
2017,19N,6,4,3,20,3,EREF,8,1,HECO,14,2,,,,,
2017,19N,6,4,6,7,0,HECO,7,1,HECO,7,0.5,,,,,
2017,19N,6,4,9,28,5,HECO,15,2,HECO,21.5,3.5,,,,,
2017,19N,6,4,12,10,0,HECO,15,2,CHLE,12.5,1,,,,,
2017,19N,6,4,15,13,1,HECO,18,2,HECO,15.5,1.5,,,,,
2017,19N,6,4,18,34,6,SPCO,18,2,HECO,26,4,,,,,
2017,19N,6,4,21,26,3,HECO,14,1,HECO,20,2,,,,,
2017,19N,6,4,24,21,5,EREF,12,1,HECO,16.5,3,,,,,
2017,21N,1,1,3,21,4,PASM,22,4,PASM,21.5,4,,,,,
2017,21N,1,1,6,10,2,PASM,17,6,OPPO,13.5,4,,,,,
2017,21N,1,1,9,26,7,PASM,20,2,PASM,23,4.5,,,,,
2017,21N,1,1,12,12,3,GUSA,15,3,OPPO,13.5,3,,,,,
2017,21N,1,1,15,16,1,PASM,18,6,HEVI,17,3.5,,,,,
2017,21N,1,1,18,26,4,ARPU,23,2,BUDA,24.5,3,,,,,
2017,21N,1,1,21,20,3,BUDA,22,3,BUDA,21,3,,,,,
2017,21N,1,1,24,26,7,PASM,20,4,BUDA,23,5.5,,,,,
2017,21N,1,2,3,12,5,OPPO,12,4,BOGR,12,4.5,,,,,
2017,21N,1,2,6,8,2,BOGR,12,3,GACO,10,2.5,,,,,
2017,21N,1,2,9,9,3,BUDA,7,1,BUDA,8,2,,,,,
2017,21N,1,2,12,13,4,BUDA,12,5,SPCO,12.5,4.5,,,,,
2017,21N,1,2,15,11,3,BUDA,20,5,CADU,15.5,4,,,,,
2017,21N,1,2,18,15,6,CHLE,15,3,CADU,15,4.5,,,,,
2017,21N,1,2,21,7,3,BUDA,8,3,BUDA,7.5,3,,,,,
2017,21N,1,2,24,11,4,ELEL,6,3,BUDA,8.5,3.5,,,,,
2017,21N,1,3,3,31,4,PASM,32,1,PASM,31.5,2.5,,,,,
2017,21N,1,3,6,36,6,PASM,25,6,PASM,30.5,6,,,,,
2017,21N,1,3,9,37,10,GUSA,15,4,TRDU,26,7,,,,,
2017,21N,1,3,12,8,3,BOGR,18,5,ARPU,13,4,,,,,
2017,21N,1,3,15,1,1,BOGR,21,8,ELEL,11,4.5,,,,,
2017,21N,1,3,18,15,3,CADU,3,3,OPPO,9,3,,,,,
2017,21N,1,3,21,8,2,BOGR,25,6,ELEL,16.5,4,,,,,
2017,21N,1,3,24,13,6,BUDA,7,1,BUDA,10,3.5,,,,,
2017,21N,1,4,3,10,4,PIOP,10,2,HEVI,10,3,,,,,
2017,21N,1,4,6,14,3,OPPO,16,9,EREF,15,6,,,,,
2017,21N,1,4,9,20,12,GUSA,11,2,BOGR,15.5,7,,,,,
2017,21N,1,4,12,14,3,OPPO,6,2,BOGR,10,2.5,,,,,
2017,21N,1,4,15,18,7,ARFR,10,2,ARPU,14,4.5,,,,,
2017,21N,1,4,18,8,4,HEVI,23,8,EREF,15.5,6,,,,,
2017,21N,1,4,21,21,3,EREF,18,5,HEVI,19.5,4,,,,,
2017,21N,1,4,24,14,2,ELEL,7,3,HEVI,10.5,2.5,,,,,
2017,21N,2,1,3,20,4,BOGR,14,4,BOGR,17,4,,,,,
2017,21N,2,1,6,25,17,GUSA,17,5,BOGR,21,11,,,,,
2017,21N,2,1,9,20,6,PASM,16,3,PASM,18,4.5,,,,,
2017,21N,2,1,12,1,1,OPPO,6,3,BOGR,3.5,2,,,,,
2017,21N,2,1,15,15,10,GUSA,14,1,PASM,14.5,5.5,,,,,
2017,21N,2,1,18,12,1,SPCO,20,1,PASM,16,1,,,,,
2017,21N,2,1,21,16,4,GUSA,7,2,BOGR,11.5,3,,,,,
2017,21N,2,1,24,12,2,OPPO,30,16,ELEL,21,9,,,,,
2017,21N,2,2,3,17,1,PASM,13,4,BOGR,15,2.5,,,,,
2017,21N,2,2,6,11,4,BOGR,7,4,BOGR,9,4,,,,,
2017,21N,2,2,9,15,3,BOGR,11,2,BOGR,13,2.5,,,,,
2017,21N,2,2,12,25,3,PASM,25,4,PASM,25,3.5,,,,,
2017,21N,2,2,15,21,6,GUSA,13,1,PASM,17,3.5,,,,,
2017,21N,2,2,18,13,3,BOGR,17,6,GUSA,15,4.5,,,,,
2017,21N,2,2,21,9,3,BUDA,21,4,PASM,15,3.5,,,,,
2017,21N,2,2,24,9,2,ELEL,3,0,ARPU,6,1,,,,,
2017,21N,2,3,3,11,5,BUDA,12,2,BUDA,11.5,3.5,,,,,
2017,21N,2,3,6,12,4,CADU,14,5,CADU,13,4.5,,,,,
2017,21N,2,3,9,13,3,BOGR,9,2,BUDA,11,2.5,,,,,
2017,21N,2,3,12,9,2,BOGR,7,2,BUDA,8,2,,,,,
2017,21N,2,3,15,16,3,BOGR,9,2,BOGR,12.5,2.5,,,,,
2017,21N,2,3,18,11,3,BOGR,11,5,BOGR,11,4,,,,,
2017,21N,2,3,21,10,3,BUDA,9,3,BOGR,9.5,3,,,,,
2017,21N,2,3,24,9,1,BOGR,9,2,BUDA,9,1.5,,,,,
2017,21N,2,4,3,9,3,BOGR,12,3,BUDA,10.5,3,,,,,
2017,21N,2,4,6,7,3,BUDA,9,1,BUDA,8,2,,,,,
2017,21N,2,4,9,25,8,PASM,16,4,ELEL,20.5,6,,,,,
2017,21N,2,4,12,10,2,VUOC,15,10,ERNA,12.5,6,,,,,
2017,21N,2,4,15,11,4,BUDA,10,3,BUDA,10.5,3.5,,,,,
2017,21N,2,4,18,11,3,BUDA,5,3,BOGR,8,3,,,,,
2017,21N,2,4,21,12,3,BOGR,7,2,BOGR,9.5,2.5,,,,,
2017,21N,2,4,24,8,3,GRSQ,25,8,ELEL,16.5,5.5,,,,,
2017,21N,3,1,3,14,3,BUDA,18,2,BUDA,16,2.5,,,,,
2017,21N,3,1,6,20,4,SPCO,42,8,HECO,31,6,,,,,
2017,21N,3,1,9,18,2,HECO,31,4,HECO,24.5,3,,,,,
2017,21N,3,1,12,8,2,BUDA,10,3,BUDA,9,2.5,,,,,
2017,21N,3,1,15,19,4,BOGR,10,4,BOGR,14.5,4,,,,,
2017,21N,3,1,18,20,5,HECO,13,2,BOGR,16.5,3.5,,,,,
2017,21N,3,1,21,16,3,BOGR,5,1,BUDA,10.5,2,,,,,
2017,21N,3,1,24,18,5,SPCR,21,6,ARPU,19.5,5.5,,,,,
2017,21N,3,2,3,10,5,SPCO,10,4,BUDA,10,4.5,,,,,
2017,21N,3,2,6,24,5,ELEL,13,4,HECO,18.5,4.5,,,,,
2017,21N,3,2,9,32,12,HECO,41,7,HECO,36.5,9.5,,,,,
2017,21N,3,2,12,30,4,ELEL,18,4,HECO,24,4,,,,,
2017,21N,3,2,15,25,6,ELEL,31,4,HECO,28,5,,,,,
2017,21N,3,2,18,15,1,BOGR,25,6,HECO,20,3.5,,,,,
2017,21N,3,2,21,15,4,GUSA,26,7,ARPU,20.5,5.5,,,,,
2017,21N,3,2,24,21,3,ELEL,10,3,BOGR,15.5,3,,,,,
2017,21N,3,3,3,14,1,BOGR,9,3,BOGR,11.5,2,,,,,
2017,21N,3,3,6,20,5,BOGR,41,10,HECO,30.5,7.5,,,,,
2017,21N,3,3,9,16,5,HECO,19,9,BOGR,17.5,7,,,,,
2017,21N,3,3,12,14,2,BOGR,13,3,BOGR,13.5,2.5,,,,,
2017,21N,3,3,15,18,2,CADU,18,4,CADU,18,3,,,,,
2017,21N,3,3,18,15,2,BOGR,12,4,BOGR,13.5,3,,,,,
2017,21N,3,3,21,18,2,CADU,10,1,BOGR,14,1.5,,,,,
2017,21N,3,3,24,19,10,HECO,40,8,HECO,29.5,9,,,,,
2017,21N,3,4,3,25,1,PASM,14,2,BOGR,19.5,1.5,,,,,
2017,21N,3,4,6,12,4,GUSA,16,4,BOGR,14,4,,,,,
2017,21N,3,4,9,38,3,CHLE,11,1,CHLE,24.5,2,,,,,
2017,21N,3,4,12,61,7,CHLE,16,1,ELEL,38.5,4,,,,,
2017,21N,3,4,15,28,6,SPCO,40,10,ELEL,34,8,,,,,
2017,21N,3,4,18,42,3,PASM,31,5,PASM,36.5,4,,,,,
2017,21N,3,4,21,31,5,ELEL,27,7,EREF,29,6,,,,,
2017,21N,3,4,24,34,7,HECO,18,7,EREF,26,7,,,,,
2017,21N,4,1,3,30,9,PASM,18,4,PASM,24,6.5,,,,,
2017,21N,4,1,6,16,3,BOGR,31,9,BOGR,23.5,6,,,,,
2017,21N,4,1,9,23,5,ARFR,17,5,ELEL,20,5,,,,,
2017,21N,4,1,12,36,8,PASM,30,8,PASM,33,8,,,,,
2017,21N,4,1,15,34,8,PASM,41,11,PASM,37.5,9.5,,,,,
2017,21N,4,1,18,28,10,PASM,34,9,PASM,31,9.5,,,,,
2017,21N,4,1,21,33,15,PASM,31,10,PASM,32,12.5,,,,,
2017,21N,4,1,24,28,10,PASM,35,5,PASM,31.5,7.5,,,,,
2017,21N,4,2,3,27,2,PASM,27,7,EREF,27,4.5,,,,,
2017,21N,4,2,6,32,10,EREF,44,8,PASM,38,9,,,,,
2017,21N,4,2,9,24,6,PASM,36,10,ARFR,30,8,,,,,
2017,21N,4,2,12,31,7,OPPO,27,5,PASM,29,6,,,,,
2017,21N,4,2,15,26,5,PASM,21,11,GUSA,23.5,8,,,,,
2017,21N,4,2,18,14,5,ARFR,10,4,BOGR,12,4.5,,,,,
2017,21N,4,2,21,22,6,BOGR,20,4,BOGR,21,5,,,,,
2017,21N,4,2,24,12,4,BOGR,12,4,BOGR,12,4,,,,,
2017,21N,4,3,3,17,2,ELEL,10,4,SPCO,13.5,3,,,,,
2017,21N,4,3,6,20,7,SPCO,9,4,SPCO,14.5,5.5,,,,,
2017,21N,4,3,9,21,1,BOGR,10,3,BOGR,15.5,2,,,,,
2017,21N,4,3,12,15,2,BOGR,18,5,OPPO,16.5,3.5,,,,,
2017,21N,4,3,15,29,3,ELEL,26,3,ELEL,27.5,3,,,,,
2017,21N,4,3,18,10,2,BOGR,9,2,BOGR,9.5,2,,,,,
2017,21N,4,3,21,14,2,BOGR,9,3,BOGR,11.5,2.5,,,,,
2017,21N,4,3,24,26,3,BOGR,10,2,BOGR,18,2.5,,,,,
2017,21N,4,4,3,13,6,BOGR,13,5,BOGR,13,5.5,,,,,
2017,21N,4,4,6,8,2,BOGR,10,2,BOGR,9,2,,,,,
2017,21N,4,4,9,8,2,BOGR,16,9,GUSA,12,5.5,,,,,
2017,21N,4,4,12,11,2,BOGR,7,3,PLPA,9,2.5,,,,,
2017,21N,4,4,15,12,4,BOGR,16,4,BOGR,14,4,,,,,
2017,21N,4,4,18,6,0,BOGR,16,2,GUSA,11,1,,,,,
2017,21N,4,4,21,7,3,BOGR,17,4,HECO,12,3.5,,,,,
2017,21N,4,4,24,15,4,BOGR,9,4,BOGR,12,4,,,,,
2017,15E,1,1,3,14,7,EREF,13,5,BOGR,13.5,6,,,,,
2017,15E,1,1,6,17,3,ARPU,16,4,VUOC,16.5,3.5,,,,,
2017,15E,1,1,9,8,3,BOGR,18,5,ARFR,13,4,,,,,
2017,15E,1,1,12,12,3,BOGR,16,5,VUOC,14,4,,,,,
2017,15E,1,1,15,13,2,BOGR,11,3,BOGR,12,2.5,,,,,
2017,15E,1,1,18,23,5,PASM,27,7,PASM,25,6,,,,,
2017,15E,1,1,21,28,4,PASM,14,5,PASM,21,4.5,,,,,
2017,15E,1,1,24,18,6,EREF,18,2,PASM,18,4,,,,,
2017,15E,1,2,3,8,2,BOGR,4,2,BOGR,6,2,,,,,
2017,15E,1,2,6,4,2,BOGR,8,4,ARFR,6,3,,,,,
2017,15E,1,2,9,6,4,BOGR,5,2,SPCO,5.5,3,,,,,
2017,15E,1,2,12,14,6,BOGR,4,2,BOGR,9,4,,,,,
2017,15E,1,2,15,8,6,SPCO,5,4,BOGR,6.5,5,,,,,
2017,15E,1,2,18,14,8,ELEL,22,8,ELEL,18,8,,,,,
2017,15E,1,2,21,14,1,BOGR,24,14,ARFR,19,7.5,,,,,
2017,15E,1,2,24,8,4,BOGR,4,2,OPPO,6,3,,,,,
2017,15E,1,3,3,22,8,PASM,22,6,PASM,22,7,,,,,
2017,15E,1,3,6,22,6,PASM,20,14,PASM,21,10,,,,,
2017,15E,1,3,9,12,6,BOGR,10,4,BOGR,11,5,,,,,
2017,15E,1,3,12,14,8,EREF,15,8,BOGR,14.5,8,,,,,
2017,15E,1,3,15,20,12,PASM,12,6,BOGR,16,9,,,,,
2017,15E,1,3,18,4,2,BOGR,10,6,BOGR,7,4,,,,,
2017,15E,1,3,21,8,4,BOGR,24,8,ELEL,16,6,,,,,
2017,15E,1,3,24,10,6,ARFR,15,10,ARFR,12.5,8,,,,,
2017,15E,1,4,3,8,4,BOGR,6,4,SPCO,7,4,,,,,
2017,15E,1,4,6,8,4,BOGR,8,4,BOGR,8,4,,,,,
2017,15E,1,4,9,12,6,BOGR,10,2,CADU,11,4,,,,,
