Date,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow
6/11/2020,31E,2,4,24,6,1,BOGR,6,2,BOGR,6,1.5
6/12/2020,31E,3,1,3,2,1,SPCO,5,1,BOGR,3.5,1
6/12/2020,31E,3,1,6,3,1,BOGR,4,1,BOGR,3.5,1
6/12/2020,31E,3,1,9,4,1,BOGR,5,1,BOGR,4.5,1
6/12/2020,31E,3,1,12,0,0,bare,5,1,ARPU,2.5,0.5
6/12/2020,31E,3,1,15,8,1,BOGR,3,1,BOGR,5.5,1
6/12/2020,31E,3,1,18,4,1,ELEL,9,1,BOGR,6.5,1
6/12/2020,31E,3,1,21,5,1,BOGR,1,1,CADU,3,1
6/12/2020,31E,3,1,24,2,1,PIOP,7,1,CADU,4.5,1
6/12/2020,31E,3,2,3,19,1,PASM,17,1,PASM,18,1
6/12/2020,31E,3,2,6,15,1,PASM,16,1,PASM,15.5,1
6/12/2020,31E,3,2,9,12,1,PASM,10,2,PASM,11,1.5
6/12/2020,31E,3,2,12,5,1,BOGR,10,2,BOGR,7.5,1.5
6/12/2020,31E,3,2,15,1,1,BOGR,5,1,BOGR,3,1
6/12/2020,31E,3,2,18,13,2,PASM,8,1,PASM,10.5,1.5
6/12/2020,31E,3,2,21,14,2,PASM,12,1,PASM,13,1.5
6/12/2020,31E,3,2,24,18,1,PASM,7,1,PASM,12.5,1
6/12/2020,31E,3,3,3,23,1,BOGR,33,10,GUSA,28,5.5
6/12/2020,31E,3,3,6,7,1,BOGR,11,1,BOGR,9,1
6/12/2020,31E,3,3,9,5,1,BOGR,7,1,BOGR,6,1
6/12/2020,31E,3,3,12,4,1,BOGR,3,1,BOGR,3.5,1
6/12/2020,31E,3,3,15,7,1,BOGR,6,1,BOGR,6.5,1
6/12/2020,31E,3,3,18,0,0,bare,6,1,BOGR,3,0.5
6/12/2020,31E,3,3,21,1,1,BOGR,3,1,BOGR,2,1
6/12/2020,31E,3,3,24,4,1,BOGR,3,1,BOGR,3.5,1
6/12/2020,31E,3,4,3,4,1,BOGR,7,1,BOGR,5.5,1
6/12/2020,31E,3,4,6,11,1,PASM,13,1,PASM,12,1
6/12/2020,31E,3,4,9,13,1,ELEL,6,1,CADU,9.5,1
6/12/2020,31E,3,4,12,5,2,CAFI,7,1,BOGR,6,1.5
6/12/2020,31E,3,4,15,12,1,PASM,5,1,CADU,8.5,1
6/12/2020,31E,3,4,18,19,1,PASM,10,1,PASM,14.5,1
6/12/2020,31E,3,4,21,11,1,PASM,8,1,PASM,9.5,1
6/12/2020,31E,3,4,24,14,1,PASM,17,2,ARPU,15.5,1.5
6/10/2020,31E,4,1,3,5,2,LIIN,5,4,OPPO,5,3
6/10/2020,31E,4,1,6,7,1,BOGR,5,1,BOGR,6,1
6/10/2020,31E,4,1,9,12,1,BOGR,11,1,PASM,11.5,1
6/10/2020,31E,4,1,12,3,1,BOGR,10,1,BOGR,6.5,1
6/10/2020,31E,4,1,15,13,4,ATCA,6,1,BOGR,9.5,2.5
6/10/2020,31E,4,1,18,6,1,BOGR,0,0,bare,3,0.5
6/10/2020,31E,4,1,21,23,1,BOGR,18,1,BOGR,20.5,1
6/10/2020,31E,4,1,24,12,1,PASM,16,1,PASM,14,1
6/10/2020,31E,4,2,3,4,1,PASM,9,1,PASM,6.5,1
6/10/2020,31E,4,2,6,1,0,bare,0,0,bare,0.5,0
6/10/2020,31E,4,2,9,7,1,PASM,3,1,PASM,5,1
6/10/2020,31E,4,2,12,12,1,PASM,12,1,PASM,12,1
6/10/2020,31E,4,2,15,17,1,PASM,15,2,PASM,16,1.5
6/10/2020,31E,4,2,18,36,10,ATCA,30,14,ATCA,33,12
6/10/2020,31E,4,2,21,6,1,VUOC,39,1,VUOC,22.5,1
6/10/2020,31E,4,2,24,16,3,VUOC,15,1,VUOC,15.5,2
6/10/2020,31E,4,3,3,8,1,PASM,11,2,PASM,9.5,1.5
6/10/2020,31E,4,3,6,19,1,PASM,25,9,ATCA,22,5
6/10/2020,31E,4,3,9,15,1,PASM,40,35,ATCA,27.5,18
6/10/2020,31E,4,3,12,0,0,bare,18,1,PASM,9,0.5
6/10/2020,31E,4,3,15,0,0,bare,11,1,CADU,5.5,0.5
6/10/2020,31E,4,3,18,20,1,PASM,22,2,PASM,21,1.5
6/10/2020,31E,4,3,21,24,10,PASM,18,7,PASM,21,8.5
6/10/2020,31E,4,3,24,12,1,PASM,21,1,PASM,16.5,1
6/10/2020,31E,4,4,3,5,1,CADU,5,1,CADU,5,1
6/10/2020,31E,4,4,6,6,1,CADU,11,1,CADU,8.5,1
6/10/2020,31E,4,4,9,8,5,OPPO,2,1,BOGR,5,3
6/10/2020,31E,4,4,12,1,0,bare,3,1,BOGR,2,0.5
6/10/2020,31E,4,4,15,0,0,bare,4,1,CADU,2,0.5
6/10/2020,31E,4,4,18,2,1,BOGR,11,1,BOGR,6.5,1
6/10/2020,31E,4,4,21,2,1,BOGR,14,1,BOGR,8,1
6/10/2020,31E,4,4,24,1,1,BOGR,1,0,bare,1,0.5
6/10/2020,CN,1,1,3,9,1,PASM,13,1,PASM,11,1
6/10/2020,CN,1,1,6,0,0,bare,11,1,PASM,5.5,0.5
6/10/2020,CN,1,1,9,8,2,EREF,11,1,PASM,9.5,1.5
6/10/2020,CN,1,1,12,12,2,PASM,2,1,PASM,7,1.5
6/10/2020,CN,1,1,15,6,1,PASM,10,5,PASM,8,3
6/10/2020,CN,1,1,18,12,1,PASM,14,2,PASM,13,1.5
6/10/2020,CN,1,1,21,6,1,PASM,13,2,PASM,9.5,1.5
6/10/2020,CN,1,1,24,13,1,PASM,8,2,PASM,10.5,1.5
6/10/2020,CN,1,2,3,4,1,PASM,8,2,PASM,6,1.5
6/10/2020,CN,1,2,6,12,2,IVAX,12,3,IVAX,12,2.5
6/10/2020,CN,1,2,9,8,3,PASM,12,2,PASM,10,2.5
6/10/2020,CN,1,2,12,4,1,BOGR,8,1,GUSA,6,1
6/10/2020,CN,1,2,15,1,1,BOGR,10,1,PASM,5.5,1
6/10/2020,CN,1,2,18,2,1,CADU,2,1,BOGR,2,1
6/10/2020,CN,1,2,21,0,0,bare,0,0,bare,0,0
6/10/2020,CN,1,2,24,1,1,BOGR,1,1,BOGR,1,1
6/10/2020,CN,1,3,3,11,1,PASM,12,2,PASM,11.5,1.5
6/10/2020,CN,1,3,6,6,5,IVAX,1,1,PASM,3.5,3
6/10/2020,CN,1,3,9,9,1,PASM,11,1,PASM,10,1
6/10/2020,CN,1,3,12,14,1,PASM,12,2,PASM,13,1.5
6/10/2020,CN,1,3,15,9,1,PASM,6,1,PASM,7.5,1
6/10/2020,CN,1,3,18,9,2,PASM,7,1,PASM,8,1.5
6/10/2020,CN,1,3,21,12,1,PASM,11,2,PASM,11.5,1.5
6/10/2020,CN,1,3,24,14,2,PASM,5,1,PASM,9.5,1.5
6/10/2020,CN,1,4,3,9,1,BOGR,6,2,PASM,7.5,1.5
6/10/2020,CN,1,4,6,7,1,PASM,4,2,PASM,5.5,1.5
6/10/2020,CN,1,4,9,4,1,PASM,6,1,BOGR,5,1
6/10/2020,CN,1,4,12,2,1,BOGR,2,1,BOGR,2,1
6/10/2020,CN,1,4,15,5,1,BOGR,5,2,BOGR,5,1.5
6/10/2020,CN,1,4,18,15,1,PASM,5,2,PASM,10,1.5
6/10/2020,CN,1,4,21,6,1,PASM,13,1,PASM,9.5,1
6/10/2020,CN,1,4,24,0,0,bare,0,0,bare,0,0
6/11/2020,CN,2,1,3,12,1,PASM,12,4,PASM,12,2.5
6/11,CN,2,1,6,12,4,PASM,14,2,PASM,13,3
6/11/2020,CN,2,1,9,8,2,PASM,14,5,PASM,11,3.5
6/11,CN,2,1,12,10,4,PASM,11,2,PASM,10.5,3
6/11/2020,CN,2,1,15,14,1,PASM,14,7,PASM,14,4
6/11,CN,2,1,18,13,2,IVAX,11,4,IVAX,12,3
6/11/2020,CN,2,1,21,7,1,PASM,8,2,GUSA,7.5,1.5
6/11,CN,2,1,24,12,1,PASM,8,2,PASM,10,1.5
6/11/2020,CN,2,2,3,4,1,SPCO,9,2,PASM,6.5,1.5
6/11,CN,2,2,6,12,2,PASM,12,1,PASM,12,1.5
6/11/2020,CN,2,2,9,13,1,PASM,12,2,PASM,12.5,1.5
6/11,CN,2,2,12,12,1,PASM,14,1,PASM,13,1
6/11/2020,CN,2,2,15,15,2,PASM,16,2,PASM,15.5,2
6/11,CN,2,2,18,18,2,PASM,16,1,PASM,17,1.5
6/11/2020,CN,2,2,21,8,2,PASM,6,2,IVAX,7,2
6/11,CN,2,2,24,20,1,PASM,18,4,PASM,19,2.5
6/11/2020,CN,2,3,3,8,2,PASM,12,1,PASM,10,1.5
6/11,CN,2,3,6,21,2,PASM,16,1,PASM,18.5,1.5
6/11/2020,CN,2,3,9,11,1,PASM,6,2,PASM,8.5,1.5
6/11,CN,2,3,12,5,1,PASM,12,2,BUDA,8.5,1.5
6/11/2020,CN,2,3,15,20,3,PASM,21,2,PASM,20.5,2.5
6/11,CN,2,3,18,16,1,PASM,18,1,PASM,17,1
6/11/2020,CN,2,3,21,15,2,PASM,11,1,PASM,13,1.5
6/11,CN,2,3,24,21,1,PASM,10,3,IVAX,15.5,2
6/11/2020,CN,2,4,3,6,2,BUDA,12,6,OPPO,9,4
6/11,CN,2,4,6,8,2,CADU,5,1,BOGR,6.5,1.5
6/11/2020,CN,2,4,9,2,1,BOGR,4,1,BOGR,3,1
6/11,CN,2,4,12,4,1,BOGR,4,1,CADU,4,1
6/11/2020,CN,2,4,15,6,2,BOGR,4,1,CADU,5,1.5
6/11,CN,2,4,18,2,1,BUDA,3,1,BUDA,2.5,1
6/11/2020,CN,2,4,21,2,1,BOGR,14,3,BOGR,8,2
6/11,CN,2,4,24,12,4,PASM,12,1,PASM,12,2.5
6/11/2020,CN,3,1,3,8,3,BOGR,8,2,CADU,8,2.5
6/11,CN,3,1,6,10,1,CADU,8,2,CADU,9,1.5
6/11/2020,CN,3,1,9,9,2,OPPO,4,2,BOGR,6.5,2
6/11,CN,3,1,12,0,0,bare,0,0,bare,0,0
6/11/2020,CN,3,1,15,2,1,BUDA,1,1,BUDA,1.5,1
6/11,CN,3,1,18,5,1,CADU,5,1,CADU,5,1
6/11/2020,CN,3,1,21,5,2,CADU,4,1,CADU,4.5,1.5
6/11,CN,3,1,24,3,1,BOGR,2,1,BOGR,2.5,1
6/11/2020,CN,3,2,3,11,3,PASM,11,4,PASM,11,3.5
6/11,CN,3,2,6,8,1,PASM,20,4,PASM,14,2.5
6/11/2020,CN,3,2,9,10,1,HECO,7,2,CADU,8.5,1.5
6/11,CN,3,2,12,19,2,PASM,6,2,PASM,12.5,2
6/11/2020,CN,3,2,15,14,1,PASM,22,7,PASM,18,4
6/11,CN,3,2,18,11,2,OPPO,11,5,HECO,11,3.5
6/11/2020,CN,3,2,21,7,1,HECO,4,3,OPPO,5.5,2
6/11,CN,3,2,24,6,1,BOGR,7,2,BOGR,6.5,1.5
6/11/2020,CN,3,3,3,3,1,LYJU,1,1,LYJU,2,1
6/11,CN,3,3,6,8,2,ARPU,4,2,BRTE,6,2
6/11/2020,CN,3,3,9,11,2,PASM,8,3,OPPO,9.5,2.5
6/11,CN,3,3,12,28,10,OPPO,12,1,BOGR,20,5.5
6/11/2020,CN,3,3,15,9,3,BRTE,11,2,LYJU,10,2.5
6/11,CN,3,3,18,11,2,PASM,13,3,PASM,12,2.5
6/11/2020,CN,3,3,21,6,1,PASM,5,2,PASM,5.5,1.5
6/11,CN,3,3,24,11,2,PASM,8,1,PASM,9.5,1.5
6/11/2020,CN,3,4,3,11,1,OPPO,20,2,BRTE,15.5,1.5
6/11,CN,3,4,6,12,2,OPPO,11,1,PASM,11.5,1.5
6/11/2020,CN,3,4,9,11,2,CADU,16,6,OPPO,13.5,4
6/11,CN,3,4,12,19,9,OPPO,19,10,PASM,19,9.5
6/11/2020,CN,3,4,15,22,11,GUSA,13,5,OPPO,17.5,8
6/11,CN,3,4,18,18,3,PASM,14,1,PASM,16,2
6/11/2020,CN,3,4,21,18,8,OPPO,18,7,PASM,18,7.5
6/11,CN,3,4,24,21,9,PASM,23,9,PASM,22,9
6/11/2020,CN,4,1,3,1,1,BOGR,1,1,BOGR,1,1
6/11,CN,4,1,6,0,0,bare,2,1,SPCO,1,0.5
6/11/2020,CN,4,1,9,4,1,BUDA,12,1,PASM,8,1
6/11,CN,4,1,12,2,1,BOGR,3,1,BOGR,2.5,1
6/11/2020,CN,4,1,15,3,2,BOGR,4,2,BOGR,3.5,2
6/11,CN,4,1,18,7,2,BOGR,4,1,BUDA,5.5,1.5
6/11/2020,CN,4,1,21,4,2,BUDA,7,2,BUDA,5.5,2
6/11,CN,4,1,24,4,2,BUDA,4,2,BUDA,4,2
6/11/2020,CN,4,2,3,2,1,AMPS,2,1,AMPS,2,1
6/11,CN,4,2,6,2,1,AMPS,2,1,AMPS,2,1
6/11/2020,CN,4,2,9,6,2,HECO,6,1,PASM,6,1.5
6/11,CN,4,2,12,8,1,PASM,16,1,PASM,12,1
6/11/2020,CN,4,2,15,8,3,PASM,15,4,PASM,11.5,3.5
6/11,CN,4,2,18,11,1,PASM,11,5,PASM,11,3
6/11/2020,CN,4,2,21,13,1,PASM,14,1,PASM,13.5,1
6/11,CN,4,2,24,12,3,PASM,10,1,PASM,11,2
6/11/2020,CN,4,3,3,12,1,PASM,10,1,PASM,11,1
6/11,CN,4,3,6,10,1,PASM,12,4,PASM,11,2.5
6/11/2020,CN,4,3,9,10,2,BUDA,7,2,BUDA,8.5,2
6/11,CN,4,3,12,6,1,PASM,4,1,PASM,5,1
6/11/2020,CN,4,3,15,6,1,BOGR,7,1,BOGR,6.5,1
6/11,CN,4,3,18,11,1,PASM,11,2,BOGR,11,1.5
6/11/2020,CN,4,3,21,4,1,BUDA,8,1,BOGR,6,1
6/11,CN,4,3,24,7,1,BUDA,6,1,BUDA,6.5,1
6/11/2020,CN,4,4,3,15,1,PASM,13,1,PASM,14,1
6/11,CN,4,4,6,11,1,PASM,6,1,PASM,8.5,1
6/11/2020,CN,4,4,9,9,2,PASM,6,2,PASM,7.5,2
6/11,CN,4,4,12,8,3,PASM,6,2,PASM,7,2.5
6/11/2020,CN,4,4,15,2,1,BUDA,2,1,BOGR,2,1
6/11,CN,4,4,18,4,2,BUDA,6,2,BOGR,5,2
6/11/2020,CN,4,4,21,4,1,BUDA,1,1,BUDA,2.5,1
6/11,CN,4,4,24,6,2,CADU,4,2,BOGR,5,2
6/2/2020,7nw,5,1,3,21,5,atca,18,1,pasm,19.5,3
6/2/2020,7nw,5,1,6,34,11,atca,32,2,eref,33,6.5
6/2/2020,7nw,5,1,9,28,7,pasm,26,9,atca,27,8
6/2/2020,7nw,5,1,12,22,3,atca,16,1,pasm,19,2
6/2/2020,7nw,5,1,15,18,2,pasm,20,2,oppo,19,2
6/2/2020,7nw,5,1,18,21,0,pasm,18,2,pasm,19.5,1
6/2/2020,7nw,5,1,21,11,0,pasm,23,5,pasm,17,2.5
6/2/2020,7nw,5,1,24,25,6,pasm,21,1,pasm,23,3.5
6/2/2020,7nw,5,2,3,5,1,pasm,16,3,oppo,10.5,2
6/2/2020,7nw,5,2,6,15,1,pasm,19,3,pasm,17,2
6/2/2020,7nw,5,2,9,21,3,pasm,22,5,pasm,21.5,4
6/2/2020,7nw,5,2,12,16,4,pasm,14,1,pasm,15,2.5
6/2/2020,7nw,5,2,15,14,2,pasm,10,2,pasm,12,2
6/2/2020,7nw,5,2,18,28,4,pasm,28,9,pasm,28,6.5
6/2/2020,7nw,5,2,21,19,2,pasm,21,9,pasm,20,5.5
6/2/2020,7nw,5,2,24,16,1,pasm,15,2,pasm,15.5,1.5
6/2/2020,7nw,5,4,3,3,1,cadu,12,1,disp,7.5,1
6/2/2020,7nw,5,4,6,18,4,oppo,12,1,pasm,15,2.5
6/2/2020,7nw,5,4,9,13,1,pasm,14,2,pasm,13.5,1.5
6/2/2020,7nw,5,4,12,18,6,oppo,16,3,ivax,17,4.5
6/2/2020,7nw,5,4,15,36,9,atca,3,1,bogr,19.5,5
6/2/2020,7nw,5,4,18,19,1,pasm,12,1,pasm,15.5,1
6/2/2020,7nw,5,4,21,16,3,pasm,12,2,pasm,14,2.5
6/2/2020,7nw,5,4,24,14,1,pasm,23,4,pasm,18.5,2.5
6/2/2020,7nw,5,3,3,16,1,pasm,20,3,pasm,18,2
6/2/2020,7nw,5,3,6,6,1,bogr,8,1,bogr,7,1
6/2/2020,7nw,5,3,9,6,5,pasm,23,1,pasm,14.5,3
6/2/2020,7nw,5,3,12,21,2,pasm,24,2,bogr,22.5,2
6/2/2020,7nw,5,3,15,24,3,pasm,18,3,pasm,21,3
6/2/2020,7nw,5,3,18,25,2,pasm,21,5,pasm,23,3.5
6/2/2020,7nw,5,3,21,6,1,bogr,6,2,cadu,6,1.5
6/2/2020,7nw,5,3,24,31,7,pasm,32,9,atca,31.5,8
6/2/2020,7nw,6,1,3,28,3,pasm,22,3,pasm,25,3
6/2/2020,7nw,6,1,6,34,1,pasm,12,2,pasm,23,1.5
6/2/2020,7nw,6,1,9,18,4,pasm,17,5,pasm,17.5,4.5
6/2/2020,7nw,6,1,12,19,2,pasm,16,1,pasm,17.5,1.5
6/2/2020,7nw,6,1,15,13,0,pasm,19,2,pasm,16,1
6/2/2020,7nw,6,1,18,16,3,pasm,18,5,pasm,17,4
6/2/2020,7nw,6,1,21,18,4,oppo,18,3,pasm,18,3.5
6/2/2020,7nw,6,1,24,14,1,bogr,15,2,bogr,14.5,1.5
6/2/2020,7nw,6,2,3,20,3,pasm,26,9,pasm,23,6
6/2/2020,7nw,6,2,6,26,9,pasm,22,5,pasm,24,7
6/2/2020,7nw,6,2,9,24,5,pasm,24,5,oppo,24,5
6/2/2020,7nw,6,2,12,16,5,pasm,19,3,pasm,17.5,4
6/2/2020,7nw,6,2,15,19,2,pasm,17,7,pasm,18,4.5
6/2/2020,7nw,6,2,18,21,9,oppo,22,5,pasm,21.5,7
6/2/2020,7nw,6,2,21,30,5,pasm,29,5,eref,29.5,5
6/2/2020,7nw,6,2,24,15,3,pasm,20,8,pasm,17.5,5.5
6/2/2020,7nw,6,4,3,28,8,pasm,20,8,pasm,24,8
6/2/2020,7nw,6,4,6,19,10,pasm,22,9,pasm,20.5,9.5
6/2/2020,7nw,6,4,9,17,3,pasm,24,9,pasm,20.5,6
6/2/2020,7nw,6,4,12,21,9,pasm,20,1,oppo,20.5,5
6/2/2020,7nw,6,4,15,24,9,spai,25,9,pasm,24.5,9
6/2/2020,7nw,6,4,18,22,3,pasm,25,10,pasm,23.5,6.5
6/2/2020,7nw,6,4,21,20,2,pasm,22,9,pasm,21,5.5
6/2/2020,7nw,6,4,24,24,5,pasm,21,9,pasm,22.5,7
6/2/2020,7nw,6,3,3,19,3,pasm,16,1,pasm,17.5,2
6/2/2020,7nw,6,3,6,16,3,pasm,19,4,pasm,17.5,3.5
6/2/2020,7nw,6,3,9,8,2,pasm,10,0,cadu,9,1
6/2/2020,7nw,6,3,12,12,1,crmi,8,0,bogr,10,0.5
6/2/2020,7nw,6,3,15,12,2,cadu,18,3,pasm,15,2.5
6/2/2020,7nw,6,3,18,8,2,pasm,14,1,spco,11,1.5
6/2/2020,7nw,6,3,21,18,2,spai,10,3,spai,14,2.5
6/2/2020,7nw,6,3,24,12,2,cadu,10,2,spai,11,2
6/3/2020,7se,5,1,3,27,4,oppo,21,5,oppo,24,4.5
6/3/2020,7se,5,1,6,26,2,eref,13,1,heco,19.5,1.5
6/3/2020,7se,5,1,9,36,1,oppo,19,2,heco,27.5,1.5
6/3/2020,7se,5,1,12,9,2,heco,26,2,heco,17.5,2
6/3/2020,7se,5,1,15,21,5,oppo,26,1,pasm,23.5,3
6/3/2020,7se,5,1,18,24,3,pasm,18,4,heco,21,3.5
6/3/2020,7se,5,1,21,21,0,heco,6,1,spco,13.5,0.5
6/3/2020,7se,5,1,24,11,0,pasm,42,7,oppo,26.5,3.5
6/3/2020,7se,5,2,3,21,5,brte,14,2,brte,17.5,3.5
6/3/2020,7se,5,2,6,28,9,brte,18,6,brte,23,7.5
6/3/2020,7se,5,2,9,38,3,brte,35,7,brte,36.5,5
6/3/2020,7se,5,2,12,25,7,brte,15,1,oppo,20,4
6/3/2020,7se,5,2,15,16,3,pasm,49,6,heco,32.5,4.5
6/3/2020,7se,5,2,18,30,3,eref,22,5,oppo,26,4
6/3/2020,7se,5,2,21,14,4,oppo,21,1,pasm,17.5,2.5
6/3/2020,7se,5,2,24,18,0,pasm,13,1,pasm,15.5,0.5
6/3/2020,7se,5,4,3,24,3,pasm,16,3,pasm,20,3
6/3/2020,7se,5,4,6,14,5,pasm,32,4,pasm,23,4.5
6/3/2020,7se,5,4,9,18,3,pasm,22,4,pasm,20,3.5
6/3/2020,7se,5,4,12,19,3,pasm,23,2,pasm,21,2.5
6/3/2020,7se,5,4,15,21,6,pasm,23,5,pasm,22,5.5
6/3/2020,7se,5,4,18,12,2,disp,11,3,pasm,11.5,2.5
6/3/2020,7se,5,4,21,16,0,cadu,7,2,cadu,11.5,1
6/3/2020,7se,5,4,24,20,1,spai,16,4,pasm,18,2.5
6/3/2020,7se,5,3,3,24,5,brte,71,58,atca,47.5,31.5
6/3/2020,7se,5,3,6,46,10,atca,38,10,atca,42,10
6/3/2020,7se,5,3,9,22,4,pasm,18,3,pasm,20,3.5
6/3/2020,7se,5,3,12,16,3,pasm,20,4,pasm,18,3.5
6/3/2020,7se,5,3,15,19,1,bogr,15,1,atca,17,1
6/3/2020,7se,5,3,18,18,6,pasm,14,0,pasm,16,3
6/3/2020,7se,5,3,21,16,4,brte,17,2,pasm,16.5,3
6/3/2020,7se,5,3,24,13,4,pasm,18,4,oppo,15.5,4
6/3/2020,7se,6,1,3,12,3,spai,13,1,spai,12.5,2
6/3/2020,7se,6,1,6,14,2,spai,24,2,spai,19,2
6/3/2020,7se,6,1,9,18,5,spai,15,1,spai,16.5,3
6/3/2020,7se,6,1,12,14,1,spai,12,1,spai,13,1
6/3/2020,7se,6,1,15,32,9,atca,12,1,pasm,22,5
6/3/2020,7se,6,1,18,21,9,spai,13,0,pasm,17,4.5
6/3/2020,7se,6,1,21,14,5,pasm,20,4,disp,17,4.5
6/3/2020,7se,6,1,24,21,4,spai,22,3,spai,21.5,3.5
6/3/2020,7se,6,2,3,14,3,pasm,15,3,spai,14.5,3
6/3/2020,7se,6,2,6,24,4,pasm,24,9,brte,24,6.5
6/3/2020,7se,6,2,9,18,4,oppo,16,7,spai,17,5.5
6/3/2020,7se,6,2,12,21,9,pasm,21,7,pasm,21,8
6/3/2020,7se,6,2,15,37,5,spai,31,7,spai,34,6
6/3/2020,7se,6,2,18,23,7,spai,20,8,spai,21.5,7.5
6/3/2020,7se,6,2,21,13,2,spai,14,2,spai,13.5,2
6/3/2020,7se,6,2,24,33,1,spai,17,3,pasm,25,2
6/3/2020,7se,6,4,3,48,10,atca,68,9,atca,58,9.5
6/3/2020,7se,6,4,6,17,5,spai,14,7,spai,15.5,6
6/3/2020,7se,6,4,9,14,3,spai,14,3,spai,14,3
6/3/2020,7se,6,4,12,23,5,spai,22,4,spai,22.5,4.5
6/3/2020,7se,6,4,15,8,2,disp,8,3,disp,8,2.5
6/3/2020,7se,6,4,18,8,2,pasm,22,7,pasm,15,4.5
6/3/2020,7se,6,4,21,12,3,spai,25,7,oppo,18.5,5
6/3/2020,7se,6,4,24,14,5,spai,21,5,spai,17.5,5
6/3/2020,7se,6,3,3,24,1,oppo,17,5,oppo,20.5,3
6/3/2020,7se,6,3,6,14,5,spai,30,7,spai,22,6
6/3/2020,7se,6,3,9,13,2,spai,39,6,spai,26,4
6/3/2020,7se,6,3,12,18,1,pasm,16,3,pasm,17,2
6/3/2020,7se,6,3,15,16,2,pasm,32,5,pasm,24,3.5
6/3/2020,7se,6,3,18,15,5,pasm,14,5,pasm,14.5,5
6/3/2020,7se,6,3,21,19,3,pasm,18,3,pasm,18.5,3
6/3/2020,7se,6,3,24,21,4,heco,12,3,spai,16.5,3.5
6/3/2020,17n,3,1,3,13,0,disp,11,1,disp,12,0.5
6/3/2020,17n,3,1,6,14,3,disp,23,5,oppo,18.5,4
6/3/2020,17n,3,1,9,14,5,disp,15,2,pasm,14.5,3.5
6/3/2020,17n,3,1,12,22,3,disp,28,3,pasm,25,3
6/3/2020,17n,3,1,15,19,2,disp,20,5,disp,19.5,3.5
6/3/2020,17n,3,1,18,18,5,disp,19,2,disp,18.5,3.5
6/3/2020,17n,3,1,21,21,7,disp,22,6,disp,21.5,6.5
6/3/2020,17n,3,1,24,15,2,disp,18,1,disp,16.5,1.5
6/3/2020,17n,3,2,3,22,5,spai,18,2,spai,20,3.5
6/3/2020,17n,3,2,6,28,7,pasm,24,9,pasm,26,8
6/3/2020,17n,3,2,9,16,3,spai,24,7,spai,20,5
6/3/2020,17n,3,2,12,22,1,pasm,18,0,pasm,20,0.5
6/3/2020,17n,3,2,15,16,3,spai,12,2,disp,14,2.5
6/3/2020,17n,3,2,18,10,2,bogr,14,3,disp,12,2.5
6/3/2020,17n,3,2,21,4,0,bogr,3,2,spco,3.5,1
6/3/2020,17n,3,2,24,3,0,bogr,12,4,eref,7.5,2
6/3/2020,17n,3,4,3,35,10,pasm,24,9,popr,29.5,9.5
6/3/2020,17n,3,4,6,39,11,popr,72,17,pasm,55.5,14
6/3/2020,17n,3,4,9,33,11,popr,40,11,cane,36.5,11
6/3/2020,17n,3,4,12,32,8,cane,28,11,cane,30,9.5
6/3/2020,17n,3,4,15,24,0,cane,21,8,cane,22.5,4
6/3/2020,17n,3,4,18,35,14,cane,23,9,pasm,29,11.5
6/3/2020,17n,3,4,21,22,8,spai,23,5,spai,22.5,6.5
6/3/2020,17n,3,4,24,16,5,spai,12,2,brte,14,3.5
6/4/2020,17n,3,3,3,28,5,pasm,19,9,spai,23.5,7
6/4/2020,17n,3,3,6,14,1,heco,39,2,spai,26.5,1.5
6/4/2020,17n,3,3,9,30,7,spai,15,1,spai,22.5,4
6/4/2020,17n,3,3,12,21,5,spai,25,2,spai,23,3.5
6/4/2020,17n,3,3,15,18,6,disp,18,7,disp,18,6.5
6/4/2020,17n,3,3,18,21,6,pasm,19,2,pasm,20,4
6/4/2020,17n,3,3,21,23,7,pasm,24,5,disp,23.5,6
6/4/2020,17n,3,3,24,20,8,spai,32,1,pasm,26,4.5
6/4/2020,17n,4,1,3,36,3,pasm,18,8,soar,27,5.5
6/4/2020,17n,4,1,6,38,13,pasm,44,19,cane,41,16
6/4/2020,17n,4,1,9,40,9,cane,42,14,spai,41,11.5
6/4/2020,17n,4,1,12,44,9,cane,35,6,spai,39.5,7.5
6/4/2020,17n,4,1,15,16,4,spai,31,5,spai,23.5,4.5
6/4/2020,17n,4,1,18,15,7,pasm,15,3,spai,15,5
6/4/2020,17n,4,1,21,21,8,pasm,20,9,spai,20.5,8.5
6/4/2020,17n,4,1,24,33,7,pasm,27,9,spai,30,8
6/4/2020,17n,4,2,3,32,7,spai,15,5,soar,23.5,6
6/4/2020,17n,4,2,6,21,8,pasm,18,7,spai,19.5,7.5
6/4/2020,17n,4,2,9,28,8,brte,16,6,brte,22,7
6/4/2020,17n,4,2,12,37,11,spai,28,9,spai,32.5,10
6/4/2020,17n,4,2,15,31,12,spai,29,9,pasm,30,10.5
6/4/2020,17n,4,2,18,30,8,pasm,25,9,pasm,27.5,8.5
6/4/2020,17n,4,2,21,17,2,spai,16,1,spai,16.5,1.5
6/4/2020,17n,4,2,24,26,4,pasm,32,11,pasm,29,7.5
6/4/2020,17n,4,4,3,26,7,spai,24,12,spai,25,9.5
