Week,Pasture,Date,Plot,Reading_No,High,Low,Spp,G_B,V_E_F,G_UG,Screen1,Adj_Low,Biomass_lbs_ac
7,7SE,6/20/2017,3,22,10,6,bogr,,,,0,6,1408.158
7,7SE,6/20/2017,3,23,4,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,3,24,8,5,oppo,,,,1,,
7,7SE,6/20/2017,3,25,12,6,bogr,,,,0,6,1408.158
7,7SE,6/20/2017,4,1,8,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,4,2,5,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,4,3,6,5,bogr,,,,0,5,1173.465
7,7SE,6/20/2017,4,4,7,5,bogr,,,,0,5,1173.465
7,7SE,6/20/2017,4,5,8,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,4,6,4,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,4,7,10,6,heco,,g,g,0,6,1408.158
7,7SE,6/20/2017,4,8,8,5,bogr,,,,0,5,1173.465
7,7SE,6/20/2017,4,9,5,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,4,10,10,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,4,11,7,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,4,12,6,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,4,13,7,4,cadu,,,,0,4,938.772
7,7SE,6/20/2017,4,14,12,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,4,15,21,8,elel,,,,0,8,
7,7SE,6/20/2017,4,16,25,14,heco,,g,g,0,14,3285.702
7,7SE,6/20/2017,4,17,13,6,bogr,,,,0,6,1408.158
7,7SE,6/20/2017,4,18,12,8,oppo,,g,g,1,,
7,7SE,6/20/2017,4,19,12,6,pasm,,,,0,6,1408.158
7,7SE,6/20/2017,4,20,20,10,pasm,,,,0,10,2346.93
7,7SE,6/20/2017,4,21,15,6,pasm,,,,0,6,1408.158
7,7SE,6/20/2017,4,22,16,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,4,23,11,6,bogr,,g,g,0,6,1408.158
7,7SE,6/20/2017,4,24,28,11,pasm,,,,0,11,2581.623
7,7SE,6/20/2017,4,25,18,6,pasm,,,,0,6,1408.158
7,NH,6/20/2017,1,1,22,6,bogr,,,,0,6,1408.158
7,NH,6/20/2017,1,2,14,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,1,3,8,2,bogr,,,,0,2,469.386
7,NH,6/20/2017,1,4,11,6,cadu,,,,0,6,1408.158
7,NH,6/20/2017,1,5,31,10,elel,,,,0,10,
7,NH,6/20/2017,1,6,8,6,bogr,,,,0,6,1408.158
7,NH,6/20/2017,1,7,18,8,cadu,,,,0,8,1877.544
7,NH,6/20/2017,1,8,34,20,elel,,,,0,20,
7,NH,6/20/2017,1,9,11,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,1,10,24,6,vuoc,,,,1,,
7,NH,6/20/2017,1,11,10,6,bogr,,,,0,6,1408.158
7,NH,6/20/2017,1,12,14,5,cadu,,,,0,5,1173.465
7,NH,6/20/2017,1,13,20,10,vuoc,,,,1,,
7,NH,6/20/2017,1,14,14,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,1,15,20,10,arpu,,,,1,,
7,NH,6/20/2017,1,16,17,11,elel,,,,0,11,
7,NH,6/20/2017,1,17,21,10,cadu,,,,0,10,2346.93
7,NH,6/20/2017,1,18,10,2,bogr,,,,0,2,469.386
7,NH,6/20/2017,1,19,8,2,bogr,,,,0,2,469.386
7,NH,6/20/2017,1,20,10,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,1,21,22,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,1,22,20,10,thfi,,,,0,10,2346.93
7,NH,6/20/2017,1,23,18,17,thfi,,,,0,17,3989.781
7,NH,6/20/2017,1,24,19,10,pasm,,,,0,10,2346.93
7,NH,6/20/2017,1,25,8,2,bogr,,,,0,2,469.386
7,NH,6/20/2017,2,1,26,10,arfr,,,,1,,
7,NH,6/20/2017,2,2,24,16,heco,,e,ug,0,16,3755.088
7,NH,6/20/2017,2,3,28,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,2,4,23,10,spco,,,,0,10,2346.93
7,NH,6/20/2017,2,5,15,5,cadu,,,,0,5,1173.465
7,NH,6/20/2017,2,6,8,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,2,7,13,10,elel,,,,0,10,
7,NH,6/20/2017,2,8,22,9,piop,,,,0,9,2112.237
7,NH,6/20/2017,2,9,14,10,eref,,,,1,,
7,NH,6/20/2017,2,10,27,12,arfr,,,,1,,
7,NH,6/20/2017,2,11,13,6,bogr,,,,0,6,1408.158
7,NH,6/20/2017,2,12,14,8,elel,,,,0,8,
7,NH,6/20/2017,2,13,12,6,bogr,,,,0,6,1408.158
7,NH,6/20/2017,2,14,10,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,2,15,6,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,2,16,8,4,piop,,,,0,4,938.772
7,NH,6/20/2017,2,17,6,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,2,18,7,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,2,19,12,8,bogr,,,,0,8,1877.544
7,NH,6/20/2017,2,20,15,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,2,21,13,9,elel,,,,0,9,
7,NH,6/20/2017,2,22,16,10,cadu,,,,0,10,2346.93
7,NH,6/20/2017,2,23,22,10,elel,,,,0,10,
7,NH,6/20/2017,2,24,13,8,bogr,,,,0,8,1877.544
7,NH,6/20/2017,2,25,20,10,heco,,,,0,10,2346.93
7,NH,6/20/2017,3,1,24,6,pasm,,,,0,6,1408.158
7,NH,6/20/2017,3,2,8,4,cadu,,,,0,4,938.772
7,NH,6/20/2017,3,3,15,6,pasm,,,,0,6,1408.158
7,NH,6/20/2017,3,4,13,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,3,5,11,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,3,6,11,4,pasm,,,,0,4,938.772
7,NH,6/20/2017,3,7,12,4,pasm,,,,0,4,938.772
7,NH,6/20/2017,3,8,11,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,3,9,15,4,thfi,,,,0,4,938.772
7,NH,6/20/2017,3,10,9,3,bogr,,,,0,3,704.079
7,NH,6/20/2017,3,11,22,8,pasm,,,,0,8,1877.544
7,NH,6/20/2017,3,12,12,6,cadu,,,,0,6,1408.158
7,NH,6/20/2017,3,13,14,5,pasm,,,,0,5,1173.465
7,NH,6/20/2017,3,14,19,8,pasm,,,,0,8,1877.544
7,NH,6/20/2017,3,15,15,9,cadu,,,,0,9,2112.237
7,NH,6/20/2017,3,16,18,12,vuoc,,,,1,,
7,NH,6/20/2017,3,17,17,8,spco,,,,0,8,1877.544
7,NH,6/20/2017,3,18,14,6,cadu,,,,0,6,1408.158
7,NH,6/20/2017,3,19,13,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,3,20,8,6,spco,,,,0,6,1408.158
7,NH,6/20/2017,3,21,19,10,arfr,,,,1,,
7,NH,6/20/2017,3,22,14,10,spco,,,,0,10,2346.93
7,NH,6/20/2017,3,23,18,10,bogr,,,,0,10,2346.93
7,NH,6/20/2017,3,24,38,20,pasm,,,,0,20,4693.86
7,NH,6/20/2017,3,25,38,20,pasm,,,,0,20,4693.86
7,NH,6/20/2017,4,1,26,20,elel,,,,0,20,
7,NH,6/20/2017,4,2,28,20,arfr,,,,1,,
7,NH,6/20/2017,4,3,24,10,arfr,,,,1,,
7,NH,6/20/2017,4,4,11,0,bare,,,,0,0,0
7,NH,6/20/2017,4,5,14,10,arfr,,,,1,,
7,NH,6/20/2017,4,6,28,6,elel,,,,0,6,
7,NH,6/20/2017,4,7,16,6,vuoc,,,,1,,
7,NH,6/20/2017,4,8,12,8,bogr,,,,0,8,1877.544
7,NH,6/20/2017,4,9,8,4,bogr,,,,0,4,938.772
7,NH,6/20/2017,4,10,20,14,eref,,,,1,,
7,NH,6/20/2017,4,11,22,14,elel,,,,0,14,
7,NH,6/20/2017,4,12,35,6,bogr,,,,0,6,1408.158
7,NH,6/20/2017,4,13,24,20,elel,,,,0,20,
7,NH,6/20/2017,4,14,18,14,vuoc,,,,1,,
7,NH,6/20/2017,4,15,31,26,elel,,,,0,26,
7,NH,6/20/2017,4,16,29,10,heco,,v,ug,0,10,2346.93
7,NH,6/20/2017,4,17,25,6,vuoc,,,,1,,
7,NH,6/20/2017,4,18,14,8,crmi,,,,0,8,
7,NH,6/20/2017,4,19,8,4,pasm,,,,0,4,938.772
7,NH,6/20/2017,4,20,24,20,elel,,,,0,20,
7,NH,6/20/2017,4,21,10,4,cadu,,,,0,4,938.772
7,NH,6/20/2017,4,22,28,8,pasm,,,,0,8,1877.544
7,NH,6/20/2017,4,23,13,11,bogr,,,,0,11,2581.623
7,NH,6/20/2017,4,24,28,10,pasm,,,,0,10,2346.93
7,NH,6/20/2017,4,25,24,10,elel,,,,0,10,
8,NH,6/27/2017,1,1,8,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,1,2,16,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,1,3,8,3,bogr,b,,,0,3,704.079
8,NH,6/27/2017,1,4,6,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,1,5,14,8,elel,g,,,1,,
8,NH,6/27/2017,1,6,12,8,vuoc,b,,,1,,
8,NH,6/27/2017,1,7,14,4,bogr,b,,,0,4,938.772
8,NH,6/27/2017,1,8,19,8,bogr,g,,,0,8,1877.544
8,NH,6/27/2017,1,9,14,9,vuoc,b,,,1,,
8,NH,6/27/2017,1,10,10,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,1,11,14,6,bogr,b,,,0,6,1408.158
8,NH,6/27/2017,1,12,10,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,1,13,17,9,bogr,g,,,0,9,2112.237
8,NH,6/27/2017,1,14,6,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,1,15,14,10,elel,b,,,1,,
8,NH,6/27/2017,1,16,8,3,bogr,g,,,0,3,704.079
8,NH,6/27/2017,1,17,8,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,1,18,15,8,bogr,b,,,0,8,1877.544
8,NH,6/27/2017,1,19,20,7,arpu,g,,,1,,
8,NH,6/27/2017,1,20,20,10,arfr,g,,,1,,
8,NH,6/27/2017,1,21,18,10,thfi,g,,,0,10,2346.93
8,NH,6/27/2017,1,22,22,10,thfi,g,,,0,4,938.772
8,NH,6/27/2017,1,23,8,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,1,24,6,3,bogr,g,,,0,3,704.079
8,NH,6/27/2017,1,25,10,2,bogr,g,,,0,2,469.386
8,NH,6/27/2017,2,1,18,6,cadu,g,,,0,6,1408.158
8,NH,6/27/2017,2,2,6,5,bogr,g,,,0,5,1173.465
8,NH,6/27/2017,2,3,10,4,spco,g,,,0,4,938.772
8,NH,6/27/2017,2,4,16,4,arpu,g,,,1,,
8,NH,6/27/2017,2,5,16,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,2,6,6,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,2,7,11,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,2,8,8,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,2,9,26,2,bogr,g,,,0,2,469.386
8,NH,6/27/2017,2,10,6,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,2,11,10,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,2,12,4,2,bogr,g,,,0,2,469.386
8,NH,6/27/2017,2,13,7,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,2,14,14,8,bogr,g,,,0,8,1877.544
8,NH,6/27/2017,2,15,4,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,2,16,6,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,2,17,16,12,elel,g,,,1,,
8,NH,6/27/2017,2,18,12,6,pasm,g,,,0,6,1408.158
8,NH,6/27/2017,2,19,40,32,elel,g,,,1,,
8,NH,6/27/2017,2,20,10,6,dung,g,,,1,,
8,NH,6/27/2017,2,21,14,12,elel,g,,,1,,
8,NH,6/27/2017,2,22,28,26,elel,g,,,1,,
8,NH,6/27/2017,2,23,18,8,elel,g,,,1,,
8,NH,6/27/2017,2,24,6,3,bogr,g,,,0,3,704.079
8,NH,6/27/2017,2,25,24,16,elel,g,,,1,,
8,NH,6/27/2017,3,1,28,12,pasm,g,,,0,12,2816.316
8,NH,6/27/2017,3,2,16,8,pasm,g,,,0,8,1877.544
8,NH,6/27/2017,3,3,18,5,pasm,g,,,0,5,1173.465
8,NH,6/27/2017,3,4,6,4,buda,g,,,0,4,938.772
8,NH,6/27/2017,3,5,42,6,buda,g,,,0,6,1408.158
8,NH,6/27/2017,3,6,6,5,buda,g,,,0,5,1173.465
8,NH,6/27/2017,3,7,14,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,3,8,20,12,vuoc,b,,,1,,
8,NH,6/27/2017,3,9,11,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,3,10,16,12,erna,g,,,1,,
8,NH,6/27/2017,3,11,18,8,cadu,g,,,0,8,1877.544
8,NH,6/27/2017,3,12,12,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,3,13,14,10,cadu,g,,,0,10,2346.93
8,NH,6/27/2017,3,14,8,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,3,15,20,8,pasm,g,,,0,8,1877.544
8,NH,6/27/2017,3,16,10,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,3,17,22,8,pasm,g,,,0,8,1877.544
8,NH,6/27/2017,3,18,20,6,pasm,g,,,0,6,1408.158
8,NH,6/27/2017,3,19,12,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,3,20,13,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,3,21,21,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,3,22,18,8,bogr,g,,,0,8,1877.544
8,NH,6/27/2017,3,23,36,12,pasm,g,,,0,12,2816.316
8,NH,6/27/2017,3,24,12,4,cadu,g,,,0,4,938.772
8,NH,6/27/2017,3,25,12,4,cadu,g,,,0,4,938.772
8,NH,6/27/2017,4,1,24,20,elel,g,,,1,,
8,NH,6/27/2017,4,2,32,24,arfr,g,,,1,,
8,NH,6/27/2017,4,3,10,3,bogr,g,,,0,3,704.079
8,NH,6/27/2017,4,4,18,10,elel,g,,,1,,
8,NH,6/27/2017,4,5,18,14,arfr,g,,,1,,
8,NH,6/27/2017,4,6,18,14,elel,g,,,1,,
8,NH,6/27/2017,4,7,11,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,4,8,22,12,elel,g,,,1,,
8,NH,6/27/2017,4,9,12,10,bogr,g,,,0,10,2346.93
8,NH,6/27/2017,4,10,32,30,elel,g,,,1,,
8,NH,6/27/2017,4,11,16,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,4,12,11,10,elel,g,,,1,,
8,NH,6/27/2017,4,13,18,8,vuoc,b,,,1,,
8,NH,6/27/2017,4,14,12,8,elel,g,,,1,,
8,NH,6/27/2017,4,15,24,16,arfr,g,,,1,,
8,NH,6/27/2017,4,16,36,10,pasm,g,,,0,10,2346.93
8,NH,6/27/2017,4,17,20,6,vuoc,b,,,1,,
8,NH,6/27/2017,4,18,21,8,pasm,g,,,0,8,1877.544
8,NH,6/27/2017,4,19,20,10,pasm,g,,,0,10,2346.93
8,NH,6/27/2017,4,20,8,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,4,21,12,5,bogr,g,,,0,5,1173.465
8,NH,6/27/2017,4,22,18,10,elel,g,,,1,,
8,NH,6/27/2017,4,23,15,6,bogr,g,,,0,6,1408.158
8,NH,6/27/2017,4,24,12,4,bogr,g,,,0,4,938.772
8,NH,6/27/2017,4,25,20,8,bogr,g,,,0,8,1877.544
9,NH,7/5/2017,1,1,5,3,bogr,g,,,0,3,704.079
9,NH,7/5/2017,1,2,7,2,bogr,b,,,0,2,469.386
9,NH,7/5/2017,1,3,6,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,1,4,18,10,arfr,g,,,1,,
9,NH,7/5/2017,1,5,6,2,bogr,b,,,0,2,469.386
9,NH,7/5/2017,1,6,7,1,bogr,g,,,0,1,234.693
9,NH,7/5/2017,1,7,30,6,arfr,g,,,1,,
9,NH,7/5/2017,1,8,14,10,elel,g,,,1,,
9,NH,7/5/2017,1,9,11,2,bogr,b,,,0,2,469.386
9,NH,7/5/2017,1,10,6,3,bogr,g,,,0,3,704.079
9,NH,7/5/2017,1,11,22,2,elel,g,,,1,,
9,NH,7/5/2017,1,12,10,2,bogr,g,,,0,2,469.386
9,NH,7/5/2017,1,13,8,2,cadu,g,,,0,2,469.386
9,NH,7/5/2017,1,14,15,4,vuoc,b,,,1,,
9,NH,7/5/2017,1,15,6,2,bogr,g,,,0,2,469.386
9,NH,7/5/2017,1,16,10,4,cadu,b,,,0,4,938.772
9,NH,7/5/2017,1,17,8,2,cadu,g,,,0,2,469.386
9,NH,7/5/2017,1,18,6,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,1,19,4,2,bogr,g,,,0,2,469.386
9,NH,7/5/2017,1,20,14,2,arfr,g,,,1,,
9,NH,7/5/2017,1,21,19,10,elel,g,,,1,,
9,NH,7/5/2017,1,22,22,3,elel,g,,,1,,
9,NH,7/5/2017,1,23,0,0,bare,,,,0,0,0
9,NH,7/5/2017,1,24,14,6,arfr,g,,,1,,
9,NH,7/5/2017,1,25,7,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,2,1,21,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,2,2,4,2,bogr,g,,,0,2,469.386
9,NH,7/5/2017,2,3,13,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,2,4,28,6,arpu,g,,,1,,
9,NH,7/5/2017,2,5,14,2,bogr,g,,,0,2,469.386
9,NH,7/5/2017,2,6,8,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,2,7,14,10,elel,g,,,1,,
9,NH,7/5/2017,2,8,22,12,elel,g,,,1,,
9,NH,7/5/2017,2,9,8,5,cadu,g,,,0,5,1173.465
9,NH,7/5/2017,2,10,8,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,2,11,8,6,bogr,g,,,0,6,1408.158
9,NH,7/5/2017,2,12,6,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,2,13,5,3,bogr,g,,,0,3,704.079
9,NH,7/5/2017,2,14,19,8,elel,b,,,1,,
9,NH,7/5/2017,2,15,4,2,bogr,g,,,0,2,469.386
9,NH,7/5/2017,2,16,12,6,bogr,b,,,0,6,1408.158
9,NH,7/5/2017,2,17,7,2,dcr,b,,,1,,
9,NH,7/5/2017,2,18,24,14,elel,b,,,1,,
9,NH,7/5/2017,2,19,4,3,bogr,g,,,0,3,704.079
9,NH,7/5/2017,2,20,13,5,oppo,g,,,1,,
9,NH,7/5/2017,2,21,26,16,elel,g,,,1,,
9,NH,7/5/2017,2,22,28,20,arfr,g,,,1,,
9,NH,7/5/2017,2,23,8,3,bogr,g,,,0,3,704.079
9,NH,7/5/2017,2,24,10,4,cadu,g,,,0,4,938.772
9,NH,7/5/2017,2,25,15,6,elel,b,,,1,,
9,NH,7/5/2017,3,1,25,10,pasm,g,,,0,10,2346.93
9,NH,7/5/2017,3,2,12,4,buda,g,,,0,4,938.772
9,NH,7/5/2017,3,3,5,3,buda,g,,,0,3,704.079
9,NH,7/5/2017,3,4,17,6,bogr,g,,,0,6,1408.158
9,NH,7/5/2017,3,5,8,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,3,6,21,4,pasm,g,,,0,4,938.772
9,NH,7/5/2017,3,7,15,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,3,8,19,10,pste,g,,,0,10,2346.93
9,NH,7/5/2017,3,9,23,10,arfr,g,,,1,,
9,NH,7/5/2017,3,10,11,4,arfr,g,,,1,,
9,NH,7/5/2017,3,11,20,8,pasm,g,,,0,8,1877.544
9,NH,7/5/2017,3,12,8,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,3,13,6,2,bogr,g,,,0,2,469.386
9,NH,7/5/2017,3,14,4,2,cadu,g,,,0,2,469.386
9,NH,7/5/2017,3,15,19,16,eref,g,,,1,,
9,NH,7/5/2017,3,16,10,3,cadu,g,,,0,3,704.079
9,NH,7/5/2017,3,17,6,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,3,18,4,2,bogr,g,,,0,2,469.386
9,NH,7/5/2017,3,19,15,6,pasm,g,,,0,6,1408.158
9,NH,7/5/2017,3,20,7,3,bogr,g,,,0,3,704.079
9,NH,7/5/2017,3,21,16,8,pasm,g,,,0,8,1877.544
9,NH,7/5/2017,3,22,26,10,pasm,b,,,0,10,2346.93
9,NH,7/5/2017,3,23,25,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,3,24,5,3,cadu,g,,,0,3,704.079
9,NH,7/5/2017,3,25,6,3,cadu,g,,,0,3,704.079
9,NH,7/5/2017,4,1,23,10,elel,g,,,1,,
9,NH,7/5/2017,4,2,29,24,arfr,g,,,1,,
9,NH,7/5/2017,4,3,16,14,arfr,g,,,1,,
9,NH,7/5/2017,4,4,10,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,4,5,14,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,4,6,18,6,elel,g,,,1,,
9,NH,7/5/2017,4,7,12,3,bogr,g,,,0,3,704.079
9,NH,7/5/2017,4,8,29,10,elel,g,,,1,,
9,NH,7/5/2017,4,9,5,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,4,10,20,10,elel,g,,,1,,
9,NH,7/5/2017,4,11,38,32,elel,b,,,1,,
9,NH,7/5/2017,4,12,38,32,elel,b,,,1,,
9,NH,7/5/2017,4,13,22,4,bogr,b,,,0,4,938.772
9,NH,7/5/2017,4,14,19,6,vuoc,g,,,1,,
9,NH,7/5/2017,4,15,28,20,elel,g,,,1,,
9,NH,7/5/2017,4,16,26,8,elel,g,,,1,,
9,NH,7/5/2017,4,17,48,20,arfr,g,,,1,,
9,NH,7/5/2017,4,18,4,3,bogr,g,,,0,3,704.079
9,NH,7/5/2017,4,19,24,4,bogr,g,,,0,4,938.772
9,NH,7/5/2017,4,20,16,6,elel,g,,,1,,
9,NH,7/5/2017,4,21,16,8,pasm,g,,,0,8,1877.544
9,NH,7/5/2017,4,22,15,10,pste,g,,,0,10,2346.93
9,NH,7/5/2017,4,23,16,10,vuoc,b,,,1,,
9,NH,7/5/2017,4,24,26,10,pasm,g,,,0,10,2346.93
9,NH,7/5/2017,4,25,16,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,1,1,6,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,1,2,6,3,bogr,b,,,0,3,704.079
10,NH,7/11/2017,1,3,4,0,bare,g,,,0,0,0
10,NH,7/11/2017,1,4,10,3,arfr,g,,,1,,
10,NH,7/11/2017,1,5,4,2,thfi,g,,,0,2,469.386
10,NH,7/11/2017,1,6,12,6,arfr,b,,,1,,
10,NH,7/11/2017,1,7,10,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,1,8,18,4,elel,g,,,1,,
10,NH,7/11/2017,1,9,8,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,1,10,6,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,1,11,8,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,1,12,8,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,1,13,4,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,1,14,6,4,eref,g,,,1,,
10,NH,7/11/2017,1,15,8,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,1,16,12,2,bogr,b,,,0,2,469.386
10,NH,7/11/2017,1,17,5,4,bogr,b,,,0,4,938.772
10,NH,7/11/2017,1,18,8,4,arfr,g,,,1,,
10,NH,7/11/2017,1,19,10,4,pasm,g,,,0,4,938.772
10,NH,7/11/2017,1,20,12,10,arfr,g,,,1,,
10,NH,7/11/2017,1,21,6,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,1,22,8,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,1,23,6,2,cadu,g,,,0,2,469.386
10,NH,7/11/2017,1,24,3,2,thfi,g,,,0,2,469.386
10,NH,7/11/2017,1,25,16,4,arfr,g,,,1,,
10,NH,7/11/2017,2,1,14,6,arfr,b,,,1,,
10,NH,7/11/2017,2,2,6,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,2,3,4,1,bogr,g,,,0,1,234.693
10,NH,7/11/2017,2,4,6,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,2,5,24,12,elel,b,,,1,,
10,NH,7/11/2017,2,6,24,16,eref,g,,,1,,
10,NH,7/11/2017,2,7,29,2,bogr,b,,,0,2,469.386
10,NH,7/11/2017,2,8,4,0,bare,b,,,0,0,0
10,NH,7/11/2017,2,9,18,16,elel,b,,,1,,
10,NH,7/11/2017,2,10,5,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,2,11,6,4,eref,g,,,1,,
10,NH,7/11/2017,2,12,5,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,2,13,6,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,2,14,10,4,cadu,b,,,0,4,938.772
10,NH,7/11/2017,2,15,6,2,spco,g,,,0,2,469.386
10,NH,7/11/2017,2,16,6,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,2,17,28,6,arpu,b,,,1,,
10,NH,7/11/2017,2,18,5,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,2,19,20,8,arfr,g,,,1,,
10,NH,7/11/2017,2,20,34,4,arfr,g,,,1,,
10,NH,7/11/2017,2,21,6,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,2,22,6,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,2,23,20,10,elel,b,,,1,,
10,NH,7/11/2017,2,24,6,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,2,25,8,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,3,1,28,14,pasm,g,,,0,14,3285.702
10,NH,7/11/2017,3,2,8,4,pasm,g,,,0,4,938.772
10,NH,7/11/2017,3,3,10,2,buda,g,,,0,2,469.386
10,NH,7/11/2017,3,4,4,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,3,5,6,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,3,6,20,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,3,7,5,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,3,8,10,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,3,9,4,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,3,10,8,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,3,11,16,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,3,12,6,2,pasm,g,,,0,2,469.386
10,NH,7/11/2017,3,13,10,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,3,14,10,4,cadu,g,,,0,4,938.772
10,NH,7/11/2017,3,15,10,3,bogr,g,,,0,3,704.079
10,NH,7/11/2017,3,16,10,2,bogr,b,,,0,2,469.386
10,NH,7/11/2017,3,17,10,4,bogr,g,,,0,4,938.772
10,NH,7/11/2017,3,18,10,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,3,19,6,2,bogr,g,,,0,2,469.386
10,NH,7/11/2017,3,20,20,8,arpu,b,,,1,,
10,NH,7/11/2017,3,21,4,3,bogr,g,,,0,3,704.079
