Date,Pasture,Ecosite,Plot,Transect,Distance,High-E,Low-E,Spp-E,High-W,Low-W,Spp-W,Mean High,Mean Low,Screen 1,Screen 2 ,Low 1,Low 2 ,Mean Low Filtered
10/16/2014,25SE,Upland,2,3,6,16,2,BOGR,26,3,BOGR,21,2.5,0,0,2,3,2.5
10/16/2014,25SE,Upland,2,3,9,34,6,BOGR,27,3,ARLO,30.5,4.5,0,0,6,3,4.5
10/16/2014,25SE,Upland,2,3,12,14,3,BOGR,22,3,BOGR,18,3,0,0,3,3,3
10/16/2014,25SE,Upland,2,3,15,26,5,BOGR,26,5,BOGR,26,5,0,0,5,5,5
10/16/2014,25SE,Upland,2,3,18,21,2,BOGR,29,6,BOGR,25,4,0,0,2,6,4
10/16/2014,25SE,Upland,2,3,21,27,3,BOGR,26,9,BOGR,26.5,6,0,0,3,9,6
10/16/2014,25SE,Upland,2,3,24,24,3,BOGR,24,2,BOGR,24,2.5,0,0,3,2,2.5
10/16/2014,25SE,Upland,2,4,3,24,4,BOGR,12,1,BOGR,18,2.5,0,0,4,1,2.5
10/16/2014,25SE,Upland,2,4,6,10,2,BOGR,23,2,BOGR,16.5,2,0,0,2,2,2
10/16/2014,25SE,Upland,2,4,9,19,2,BOGR,24,2,BOGR,21.5,2,0,0,2,2,2
10/16/2014,25SE,Upland,2,4,12,12,0,BARE,2,0,BARE,7,0,0,0,0,0,0
10/16/2014,25SE,Upland,2,4,15,23,2,BOGR,21,3,BOGR,22,2.5,0,0,2,3,2.5
10/16/2014,25SE,Upland,2,4,18,7,0,BARE,29,0,BARE,18,0,0,0,0,0,0
10/16/2014,25SE,Upland,2,4,21,26,2,BOGR,28,1,BOGR,27,1.5,0,0,2,1,1.5
10/16/2014,25SE,Upland,2,4,24,10,2,BOGR,22,3,BOGR,16,2.5,0,0,2,3,2.5
10/16/2014,25SE,Upland,3,1,3,24,1,VUOC,17,3,HASP,20.5,2,1,0,,3,3
10/16/2014,25SE,Upland,3,1,6,16,2,HASP,24,5,VUOC,20,3.5,0,1,2,,2
10/16/2014,25SE,Upland,3,1,9,24,3,BOGR,25,3,BOGR,24.5,3,0,0,3,3,3
10/16/2014,25SE,Upland,3,1,12,7,2,BOGR,5,2,BOGR,6,2,0,0,2,2,2
10/16/2014,25SE,Upland,3,1,15,5,3,BOGR,16,3,VUOC,10.5,3,0,1,3,,3
10/16/2014,25SE,Upland,3,1,18,15,4,EREF,8,3,BOGR,11.5,3.5,1,0,,3,3
10/16/2014,25SE,Upland,3,1,21,15,5,VUOC,18,3,VUOC,16.5,4,1,1,,, 
10/16/2014,25SE,Upland,3,1,24,12,1,BOGR,27,2,VUOC,19.5,1.5,0,1,1,,1
10/16/2014,25SE,Upland,3,2,3,3,2,BOGR,3,2,BOGR,3,2,0,0,2,2,2
10/16/2014,25SE,Upland,3,2,6,12,7,GUSA,13,2,BOGR,12.5,4.5,1,0,,2,2
10/16/2014,25SE,Upland,3,2,9,3,2,BOGR,6,2,BOGR,4.5,2,0,0,2,2,2
10/16/2014,25SE,Upland,3,2,12,13,1,BOGR,6,1,PASM,9.5,1,0,0,1,1,1
10/16/2014,25SE,Upland,3,2,15,11,4,BOGR,12,1,BOGR,11.5,2.5,0,0,4,1,2.5
10/16/2014,25SE,Upland,3,2,18,6,4,VUOC,14,3,BOGR,10,3.5,1,0,,3,3
10/16/2014,25SE,Upland,3,2,21,12,8,GUSA,11,4,VUOC,11.5,6,1,1,,, 
10/16/2014,25SE,Upland,3,2,24,9,0,BARE,11,0,BARE,10,0,0,0,0,0,0
10/16/2014,25SE,Upland,3,3,3,12,4,ARLO,18,3,ARLO,15,3.5,0,0,4,3,3.5
10/16/2014,25SE,Upland,3,3,6,14,3,BOGR,19,4,PASM,16.5,3.5,0,0,3,4,3.5
10/16/2014,25SE,Upland,3,3,9,6,2,BOGR,5,2,OPPO,5.5,2,0,1,2,,2
10/16/2014,25SE,Upland,3,3,12,26,1,OPPO,3,2,BOGR,14.5,1.5,1,0,,2,2
10/16/2014,25SE,Upland,3,3,15,12,5,PASM,12,3,BOGR,12,4,0,0,5,3,4
10/16/2014,25SE,Upland,3,3,18,29,2,BOGR,32,6,PASM,30.5,4,0,0,2,6,4
10/16/2014,25SE,Upland,3,3,21,16,2,BOGR,16,4,VUOC,16,3,0,1,2,,2
10/16/2014,25SE,Upland,3,3,24,32,12,PASM,21,10,PASM,26.5,11,0,0,12,10,11
10/16/2014,25SE,Upland,3,4,3,18,2,PASM,20,2,BOGR,19,2,0,0,2,2,2
10/16/2014,25SE,Upland,3,4,6,22,2,BOGR,16,2,VUOC,19,2,0,1,2,,2
10/16/2014,25SE,Upland,3,4,9,11,1,BOGR,13,4,BOGR,12,2.5,0,0,1,4,2.5
10/16/2014,25SE,Upland,3,4,12,25,1,BOGR,22,4,BOGR,23.5,2.5,0,0,1,4,2.5
10/16/2014,25SE,Upland,3,4,15,12,3,BOGR,26,2,BOGR,19,2.5,0,0,3,2,2.5
10/16/2014,25SE,Upland,3,4,18,21,2,BOGR,23,2,BOGR,22,2,0,0,2,2,2
10/16/2014,25SE,Upland,3,4,21,17,2,BOGR,20,1,BOGR,18.5,1.5,0,0,2,1,1.5
10/16/2014,25SE,Upland,3,4,24,6,4,BOGR,12,3,BOGR,9,3.5,0,0,4,3,3.5
10/16/2014,25SE,Upland,4,1,3,21,1,VUOC,25,2,BOGR,23,1.5,1,0,,2,2
10/16/2014,25SE,Upland,4,1,6,23,2,BOGR,13,2,BOGR,18,2,0,0,2,2,2
10/16/2014,25SE,Upland,4,1,9,19,2,BOGR,12,2,BOGR,15.5,2,0,0,2,2,2
10/16/2014,25SE,Upland,4,1,12,24,2,BOGR,11,1,BOGR,17.5,1.5,0,0,2,1,1.5
10/16/2014,25SE,Upland,4,1,15,21,2,BOGR,21,3,BOGR,21,2.5,0,0,2,3,2.5
10/16/2014,25SE,Upland,4,1,18,21,2,BUDA,20,3,BUDA,20.5,2.5,0,0,2,3,2.5
10/16/2014,25SE,Upland,4,1,21,10,2,BOGR,18,4,BOGR,14,3,0,0,2,4,3
10/16/2014,25SE,Upland,4,1,24,28,3,BOGR,28,4,BOGR,28,3.5,0,0,3,4,3.5
10/16/2014,25SE,Upland,4,2,3,14,2,BOGR,12,3,BOGR,13,2.5,0,0,2,3,2.5
10/16/2014,25SE,Upland,4,2,6,16,2,BOGR,26,4,BOGR,21,3,0,0,2,4,3
10/16/2014,25SE,Upland,4,2,9,15,3,BOGR,11,4,VUOC,13,3.5,0,1,3,,3
10/16/2014,25SE,Upland,4,2,12,14,4,BOGR,21,4,BOGR,17.5,4,0,0,4,4,4
10/16/2014,25SE,Upland,4,2,15,12,3,BOGR,14,2,BOGR,13,2.5,0,0,3,2,2.5
10/16/2014,25SE,Upland,4,2,18,12,2,BOGR,28,4,BOGR,20,3,0,0,2,4,3
10/16/2014,25SE,Upland,4,2,21,21,5,BOGR,28,3,BOGR,24.5,4,0,0,5,3,4
10/16/2014,25SE,Upland,4,2,24,5,1,BOGR,16,3,BOGR,10.5,2,0,0,1,3,2
10/16/2014,25SE,Upland,4,3,3,20,3,BOGR,13,2,BOGR,16.5,2.5,0,0,3,2,2.5
10/16/2014,25SE,Upland,4,3,6,20,4,BOGR,22,3,BOGR,21,3.5,0,0,4,3,3.5
10/16/2014,25SE,Upland,4,3,9,4,2,BUDA,10,3,VUOC,7,2.5,0,1,2,,2
10/16/2014,25SE,Upland,4,3,12,16,2,BUDA,14,4,BUDA,15,3,0,0,2,4,3
10/16/2014,25SE,Upland,4,3,15,16,2,BOGR,21,4,BUDA,18.5,3,0,0,2,4,3
10/16/2014,25SE,Upland,4,3,18,24,2,BUDA,26,3,BOGR,25,2.5,0,0,2,3,2.5
10/16/2014,25SE,Upland,4,3,21,14,3,BOGR,19,3,CRMI,16.5,3,0,0,3,3,3
10/16/2014,25SE,Upland,4,3,24,33,4,OPPO,16,2,BOGR,24.5,3,1,0,,2,2
10/16/2014,25SE,Upland,4,4,3,24,2,BOGR,18,1,BOGR,21,1.5,0,0,2,1,1.5
10/16/2014,25SE,Upland,4,4,6,24,1,BOGR,3,2,BOGR,13.5,1.5,0,0,1,2,1.5
10/16/2014,25SE,Upland,4,4,9,8,1,BOGR,2,2,BUDA,5,1.5,0,0,1,2,1.5
10/16/2014,25SE,Upland,4,4,12,30,1,BOGR,22,3,BOGR,26,2,0,0,1,3,2
10/16/2014,25SE,Upland,4,4,15,20,2,BOGR,24,2,BUDA,22,2,0,0,2,2,2
10/16/2014,25SE,Upland,4,4,18,26,2,BOGR,24,4,BOGR,25,3,0,0,2,4,3
10/16/2014,25SE,Upland,4,4,21,18,2,BOGR,22,4,BOGR,20,3,0,0,2,4,3
10/16/2014,25SE,Upland,4,4,24,32,2,PASM,40,6,BOGR,36,4,0,0,2,6,4
10/16/2014,31W,Upland,1,1,3,2,1,BOGR,15,3,BOGR,8.5,2,0,0,1,3,2
10/16/2014,31W,Upland,1,1,6,11,4,BOGR,24,10,ARLO,17.5,7,0,0,4,10,7
10/16/2014,31W,Upland,1,1,9,24,2,BOGR,28,4,EREF,26,3,0,1,2,,2
10/16/2014,31W,Upland,1,1,12,36,3,BOGR,31,2,BOGR,33.5,2.5,0,0,3,2,2.5
10/16/2014,31W,Upland,1,1,15,23,2,BOGR,23,3,BOGR,23,2.5,0,0,2,3,2.5
10/16/2014,31W,Upland,1,1,18,16,2,BOGR,20,3,BOGR,18,2.5,0,0,2,3,2.5
10/16/2014,31W,Upland,1,1,21,24,2,BOGR,26,3,BOGR,25,2.5,0,0,2,3,2.5
10/16/2014,31W,Upland,1,1,24,19,1,BOGR,15,1,BOGR,17,1,0,0,1,1,1
10/16/2014,31W,Upland,1,2,3,10,2,CHNA,20,4,STCO,15,3,0,0,2,4,3
10/16/2014,31W,Upland,1,2,6,34,3,SPCR,30,1,BOGR,32,2,0,0,3,1,2
10/16/2014,31W,Upland,1,2,9,40,2,CRMI,18,3,BOGR,29,2.5,0,0,2,3,2.5
10/16/2014,31W,Upland,1,2,12,26,1,BOGR,8,1,MATA,17,1,0,0,1,1,1
10/16/2014,31W,Upland,1,2,15,7,2,BOGR,62,35,YUGL,34.5,18.5,0,1,2,,2
10/16/2014,31W,Upland,1,2,18,62,2,SPCR,46,4,SPCR,54,3,0,0,2,4,3
10/16/2014,31W,Upland,1,2,21,29,1,BOGR,17,1,LITT,23,1,0,0,1,1,1
10/16/2014,31W,Upland,1,2,24,15,3,BOGR,21,1,BOGR,18,2,0,0,3,1,2
10/16/2014,31W,Upland,1,3,3,10,0,BARE,18,1,CAEL,14,0.5,0,0,0,1,0.5
10/16/2014,31W,Upland,1,3,6,25,2,BOGR,20,3,BOGR,22.5,2.5,0,0,2,3,2.5
10/16/2014,31W,Upland,1,3,9,22,1,BOGR,12,1,BOGR,17,1,0,0,1,1,1
10/16/2014,31W,Upland,1,3,12,17,1,BOGR,40,3,ARLO,28.5,2,0,0,1,3,2
10/16/2014,31W,Upland,1,3,15,4,0,BARE,17,1,BOGR,10.5,0.5,0,0,0,1,0.5
10/16/2014,31W,Upland,1,3,18,13,2,BOGR,4,0,BARE,8.5,1,0,0,2,0,1
10/16/2014,31W,Upland,1,3,21,12,2,BOGR,14,2,BOGR,13,2,0,0,2,2,2
10/16/2014,31W,Upland,1,3,24,3,3,BOGR,11,2,BOGR,7,2.5,0,0,3,2,2.5
10/16/2014,31W,Upland,1,4,3,23,3,VUOC,13,2,BOGR,18,2.5,1,0,,2,2
10/16/2014,31W,Upland,1,4,6,6,3,BOGR,19,2,BOGR,12.5,2.5,0,0,3,2,2.5
10/16/2014,31W,Upland,1,4,9,20,3,BOGR,29,5,BOGR,24.5,4,0,0,3,5,4
10/16/2014,31W,Upland,1,4,12,31,2,BOGR,17,1,BOGR,24,1.5,0,0,2,1,1.5
10/16/2014,31W,Upland,1,4,15,20,1,BOGR,28,2,BOGR,24,1.5,0,0,1,2,1.5
10/16/2014,31W,Upland,1,4,18,0,0,BARE,15,1,BOGR,7.5,0.5,0,0,0,1,0.5
10/16/2014,31W,Upland,1,4,21,26,2,BOGR,20,1,BOGR,23,1.5,0,0,2,1,1.5
10/16/2014,31W,Upland,1,4,24,25,4,OPPO,7,1,BOGR,16,2.5,1,0,,1,1
10/16/2014,31W,Upland,2,1,3,2,2,BOGR,6,4,OPPO,4,3,0,1,2,,2
10/16/2014,31W,Upland,2,1,6,15,4,BOGR,13,4,BOGR,14,4,0,0,4,4,4
10/16/2014,31W,Upland,2,1,9,5,2,BOGR,6,2,BOGR,5.5,2,0,0,2,2,2
10/16/2014,31W,Upland,2,1,12,4,2,BOGR,5,4,BOGR,4.5,3,0,0,2,4,3
10/16/2014,31W,Upland,2,1,15,9,2,BOGR,6,2,BOGR,7.5,2,0,0,2,2,2
10/16/2014,31W,Upland,2,1,18,14,3,BOGR,4,2,BOGR,9,2.5,0,0,3,2,2.5
10/16/2014,31W,Upland,2,1,21,6,2,BOGR,4,2,BOGR,5,2,0,0,2,2,2
10/16/2014,31W,Upland,2,1,24,28,4,BOGR,21,5,BOGR,24.5,4.5,0,0,4,5,4.5
10/16/2014,31W,Upland,2,2,3,4,2,BOGR,14,4,BOGR,9,3,0,0,2,4,3
10/16/2014,31W,Upland,2,2,6,6,1,BOGR,14,3,ARLO,10,2,0,0,1,3,2
10/16/2014,31W,Upland,2,2,9,4,1,BOGR,9,5,OPPO,6.5,3,0,1,1,,1
10/16/2014,31W,Upland,2,2,12,16,2,BOGR,10,3,BOGR,13,2.5,0,0,2,3,2.5
10/16/2014,31W,Upland,2,2,15,5,3,BOGR,4,2,BOGR,4.5,2.5,0,0,3,2,2.5
10/16/2014,31W,Upland,2,2,18,6,1,OPPO,16,2,BOGR,11,1.5,1,0,,2,2
10/16/2014,31W,Upland,2,2,21,15,1,BOGR,11,3,BOGR,13,2,0,0,1,3,2
10/16/2014,31W,Upland,2,2,24,10,3,BOGR,6,2,BOGR,8,2.5,0,0,3,2,2.5
10/16/2014,31W,Upland,2,3,3,22,4,BOGR,24,4,BOGR,23,4,0,0,4,4,4
10/16/2014,31W,Upland,2,3,6,17,2,ARLO,21,2,PLPA,19,2,0,0,2,2,2
10/16/2014,31W,Upland,2,3,9,10,5,MATA,4,2,BOGR,7,3.5,0,0,5,2,3.5
10/16/2014,31W,Upland,2,3,12,15,3,BOGR,14,4,BOGR,14.5,3.5,0,0,3,4,3.5
10/16/2014,31W,Upland,2,3,15,14,1,SPCR,3,1,BARE,8.5,1,0,0,1,1,1
10/16/2014,31W,Upland,2,3,18,4,2,MATA,7,2,OPPO,5.5,2,0,1,2,,2
10/16/2014,31W,Upland,2,3,21,10,2,ARLO,15,2,ARLO,12.5,2,0,0,2,2,2
10/16/2014,31W,Upland,2,3,24,2,1,BOGR,19,2,BOGR,10.5,1.5,0,0,1,2,1.5
10/16/2014,31W,Upland,2,4,3,15,1,BOGR,12,2,ATCA,13.5,1.5,0,1,1,,1
10/16/2014,31W,Upland,2,4,6,16,3,CRMI,8,2,CRMI,12,2.5,0,0,3,2,2.5
10/16/2014,31W,Upland,2,4,9,20,4,PIOP,6,2,BOGR,13,3,0,0,4,2,3
10/16/2014,31W,Upland,2,4,12,29,2,OPPO,24,4,BOGR,26.5,3,1,0,,4,4
10/16/2014,31W,Upland,2,4,15,14,2,BOGR,13,4,BOGR,13.5,3,0,0,2,4,3
10/16/2014,31W,Upland,2,4,18,21,5,BOGR,19,4,BOGR,20,4.5,0,0,5,4,4.5
10/16/2014,31W,Upland,2,4,21,10,2,BOGR,16,4,BOGR,13,3,0,0,2,4,3
10/16/2014,31W,Upland,2,4,24,6,2,BOGR,2,2,BOGR,4,2,0,0,2,2,2
10/16/2014,31W,Upland,3,1,3,25,3,BOGR,21,5,SIHY,23,4,0,0,3,5,4
10/16/2014,31W,Upland,3,1,6,33,5,BOGR,22,6,BOGR,27.5,5.5,0,0,5,6,5.5
10/16/2014,31W,Upland,3,1,9,19,3,BOGR,22,4,VUOC,20.5,3.5,0,1,3,,3
10/16/2014,31W,Upland,3,1,12,19,2,VUOC,20,8,VUOC,19.5,5,1,1,,, 
10/16/2014,31W,Upland,3,1,15,28,4,VUOC,35,5,VUOC,31.5,4.5,1,1,,, 
10/16/2014,31W,Upland,3,1,18,20,5,BOGR,25,3,VUOC,22.5,4,0,1,5,,5
10/16/2014,31W,Upland,3,1,21,28,5,BOGR,29,6,VUOC,28.5,5.5,0,1,5,,5
10/16/2014,31W,Upland,3,1,24,36,4,BOGR,23,4,BOGR,29.5,4,0,0,4,4,4
10/16/2014,31W,Upland,3,2,3,44,3,BOGR,3,3,BUDA,23.5,3,0,0,3,3,3
10/16/2014,31W,Upland,3,2,6,24,4,BOGR,12,2,BOGR,18,3,0,0,4,2,3
10/16/2014,31W,Upland,3,2,9,30,5,GUSA,20,4,BUDA,25,4.5,1,0,,4,4
10/16/2014,31W,Upland,3,2,12,12,2,BOGR,27,2,BOGR,19.5,2,0,0,2,2,2
10/16/2014,31W,Upland,3,2,15,17,4,OPPO,32,6,BOGR,24.5,5,1,0,,6,6
10/16/2014,31W,Upland,3,2,18,23,10,CHNA,24,5,MATA,23.5,7.5,0,0,10,5,7.5
10/16/2014,31W,Upland,3,2,21,21,3,PASM,25,4,MATA,23,3.5,0,0,3,4,3.5
10/16/2014,31W,Upland,3,2,24,31,2,BOGR,25,3,BOGR,28,2.5,0,0,2,3,2.5
10/16/2014,31W,Upland,3,3,3,18,4,BOGR,22,4,VUOC,20,4,0,1,4,,4
10/16/2014,31W,Upland,3,3,6,40,3,PASM,34,5,BOGR,37,4,0,0,3,5,4
10/16/2014,31W,Upland,3,3,9,30,3,BOGR,26,3,BOGR,28,3,0,0,3,3,3
10/16/2014,31W,Upland,3,3,12,22,7,VUOC,30,2,BOGR,26,4.5,1,0,,2,2
10/16/2014,31W,Upland,3,3,15,29,5,BOGR,21,4,BOGR,25,4.5,0,0,5,4,4.5
10/16/2014,31W,Upland,3,3,18,32,4,BOGR,28,4,BOGR,30,4,0,0,4,4,4
10/16/2014,31W,Upland,3,3,21,10,4,VUOC,12,2,VUOC,11,3,1,1,,, 
10/16/2014,31W,Upland,3,3,24,51,10,PASM,42,6,PASM,46.5,8,0,0,10,6,8
10/16/2014,31W,Upland,3,4,3,26,2,VUOC,4,1,VUOC,15,1.5,1,1,,, 
10/16/2014,31W,Upland,3,4,6,4,2,BOGR,15,1,BOGR,9.5,1.5,0,0,2,1,1.5
10/16/2014,31W,Upland,3,4,9,12,1,BOGR,26,5,BOGR,19,3,0,0,1,5,3
10/16/2014,31W,Upland,3,4,12,22,2,BOGR,22,3,BOGR,22,2.5,0,0,2,3,2.5
10/16/2014,31W,Upland,3,4,15,8,3,VUOC,30,4,BOGR,19,3.5,1,0,,4,4
10/16/2014,31W,Upland,3,4,18,4,1,BOGR,21,3,BOGR,12.5,2,0,0,1,3,2
10/16/2014,31W,Upland,3,4,21,19,3,BOGR,22,2,CRMI,20.5,2.5,0,0,3,2,2.5
10/16/2014,31W,Upland,3,4,24,25,3,BOGR,0,0,BARE,12.5,1.5,0,0,3,0,1.5
10/17/2014,31W,Upland,4,1,3,6,2,BOGR,28,2,BOGR,17,2,0,0,2,2,2
10/17/2014,31W,Upland,4,1,6,36,10,DISP,33,9,DISP,34.5,9.5,0,0,10,9,9.5
10/17/2014,31W,Upland,4,1,9,33,7,DISP,34,10,DISP,33.5,8.5,0,0,7,10,8.5
10/17/2014,31W,Upland,4,1,12,22,2,BOGR,23,1,BOGR,22.5,1.5,0,0,2,1,1.5
10/17/2014,31W,Upland,4,1,15,31,3,BOGR,32,11,DISP,31.5,7,0,0,3,11,7
10/17/2014,31W,Upland,4,1,18,34,3,BOGR,24,11,DISP,29,7,0,0,3,11,7
10/17/2014,31W,Upland,4,1,21,35,9,DISP,31,2,BOGR,33,5.5,0,0,9,2,5.5
10/17/2014,31W,Upland,4,1,24,26,10,DISP,36,6,DISP,31,8,0,0,10,6,8
10/17/2014,31W,Upland,4,2,3,37,26,ATCA,49,12,ATCA,43,19,1,1,,,
10/17/2014,31W,Upland,4,2,6,30,11,DISP,34,14,DISP,32,12.5,0,0,11,14,12.5
10/17/2014,31W,Upland,4,2,9,44,12,DISP,24,11,DISP,34,11.5,0,0,12,11,11.5
10/17/2014,31W,Upland,4,2,12,44,12,DISP,32,11,DISP,38,11.5,0,0,12,11,11.5
10/17/2014,31W,Upland,4,2,15,28,14,BOGR,32,12,DISP,30,13,0,0,14,12,13
10/17/2014,31W,Upland,4,2,18,36,3,DISP,30,13,DISP,33,8,0,0,3,13,8
10/17/2014,31W,Upland,4,2,21,22,6,DISP,16,9,BOGR,19,7.5,0,0,6,9,7.5
10/17/2014,31W,Upland,4,2,24,40,11,DISP,32,8,BOGR,36,9.5,0,0,11,8,9.5
10/17/2014,31W,Upland,4,3,3,29,12,ATCA,36,15,ATCA,32.5,13.5,1,1,,,
10/17/2014,31W,Upland,4,3,6,22,11,BOGR,24,4,BOGR,23,7.5,0,0,11,4,7.5
10/17/2014,31W,Upland,4,3,9,27,6,BOGR,30,4,BOGR,28.5,5,0,0,6,4,5
10/17/2014,31W,Upland,4,3,12,24,3,BOGR,32,3,PASM,28,3,0,0,3,3,3
10/17/2014,31W,Upland,4,3,15,32,6,BOGR,34,9,BOGR,33,7.5,0,0,6,9,7.5
10/17/2014,31W,Upland,4,3,18,28,2,BOGR,32,11,DISP,30,6.5,0,0,2,11,6.5
10/17/2014,31W,Upland,4,3,21,32,15,DISP,23,11,DISP,27.5,13,0,0,15,11,13
10/17/2014,31W,Upland,4,3,24,28,9,DISP,31,10,DISP,29.5,9.5,0,0,9,10,9.5
10/17/2014,31W,Upland,4,4,3,12,4,DISP,29,4,DISP,20.5,4,0,0,4,4,4
10/17/2014,31W,Upland,4,4,6,29,8,DISP,42,4,DISP,35.5,6,0,0,8,4,6
10/17/2014,31W,Upland,4,4,9,22,7,OPPO,20,1,LITT,21,4,1,0,,1,1
10/17/2014,31W,Upland,4,4,12,24,2,PASM,30,4,DISP,27,3,0,0,2,4,3
10/17/2014,31W,Upland,4,4,15,32,2,BOGR,24,3,BOGR,28,2.5,0,0,2,3,2.5
10/17/2014,31W,Upland,4,4,18,24,3,DISP,31,2,DISP,27.5,2.5,0,0,3,2,2.5
10/17/2014,31W,Upland,4,4,21,22,4,DISP,26,3,DISP,24,3.5,0,0,4,3,3.5
10/17/2014,31W,Upland,4,4,24,41,15,YUGL,20,8,YUGL,30.5,11.5,1,1,,, 
10/16/2014,31E,Upland,1,1,3,18,2,BOGR,13,2,VUOC,15.5,2,0,1,2,,2
10/16/2014,31E,Upland,1,1,6,21,3,BOGR,26,2,VUOC,23.5,2.5,0,1,3,,3
10/16/2014,31E,Upland,1,1,9,21,1,BOGR,16,1,VUOC,18.5,1,0,1,1,,1
10/16/2014,31E,Upland,1,1,12,17,1,BOGR,21,2,BOGR,19,1.5,0,0,1,2,1.5
10/16/2014,31E,Upland,1,1,15,13,2,BOGR,11,1,BOGR,12,1.5,0,0,2,1,1.5
10/16/2014,31E,Upland,1,1,18,10,1,BOGR,16,1,BOGR,13,1,0,0,1,1,1
10/16/2014,31E,Upland,1,1,21,17,1,BOGR,21,2,BOGR,19,1.5,0,0,1,2,1.5
10/16/2014,31E,Upland,1,1,24,19,2,BOGR,19,1,BOGR,19,1.5,0,0,2,1,1.5
10/16/2014,31E,Upland,1,2,3,9,1,BOGR,16,2,BOGR,12.5,1.5,0,0,1,2,1.5
10/16/2014,31E,Upland,1,2,6,26,1,BOGR,15,1,BOGR,20.5,1,0,0,1,1,1
10/16/2014,31E,Upland,1,2,9,26,1,OPPO,29,1,PASM,27.5,1,1,0,,1,1
10/16/2014,31E,Upland,1,2,12,21,1,BOGR,31,2,PASM,26,1.5,0,0,1,2,1.5
10/16/2014,31E,Upland,1,2,15,41,5,PASM,38,2,PASM,39.5,3.5,0,0,5,2,3.5
10/16/2014,31E,Upland,1,2,18,21,1,EREF,29,1,STCO,25,1,1,0,,1,1
10/16/2014,31E,Upland,1,2,21,25,2,BOGR,24,1,BOGR,24.5,1.5,0,0,2,1,1.5
10/16/2014,31E,Upland,1,2,24,34,3,BOGR,25,3,BOGR,29.5,3,0,0,3,3,3
10/16/2014,31E,Upland,1,3,3,31,2,BOGR,26,3,BOGR,28.5,2.5,0,0,2,3,2.5
10/16/2014,31E,Upland,1,3,6,18,3,BOGR,19,4,BOGR,18.5,3.5,0,0,3,4,3.5
10/16/2014,31E,Upland,1,3,9,21,2,BOGR,21,3,SPCR,21,2.5,0,0,2,3,2.5
10/16/2014,31E,Upland,1,3,12,17,2,BOGR,20,2,BOGR,18.5,2,0,0,2,2,2
10/16/2014,31E,Upland,1,3,15,14,1,BOGR,20,2,BOGR,17,1.5,0,0,1,2,1.5
10/16/2014,31E,Upland,1,3,18,23,3,BOGR,14,2,BOGR,18.5,2.5,0,0,3,2,2.5
10/16/2014,31E,Upland,1,3,21,22,3,BOGR,15,5,BOGR,18.5,4,0,0,3,5,4
10/16/2014,31E,Upland,1,3,24,17,1,BOGR,12,1,BOGR,14.5,1,0,0,1,1,1
10/16/2014,31E,Upland,1,4,3,32,5,ECVI,19,4,GUSA,25.5,4.5,0,1,5,,5
10/16/2014,31E,Upland,1,4,6,44,3,PASM,42,2,PASM,43,2.5,0,0,3,2,2.5
10/16/2014,31E,Upland,1,4,9,20,3,BOGR,2,1,BOGR,11,2,0,0,3,1,2
10/16/2014,31E,Upland,1,4,12,24,2,PASM,18,2,BOGR,21,2,0,0,2,2,2
10/16/2014,31E,Upland,1,4,15,4,1,BOGR,21,3,OPPO,12.5,2,0,1,1,,1
10/16/2014,31E,Upland,1,4,18,19,1,OPPO,19,2,BOGR,19,1.5,1,0,,2,2
10/16/2014,31E,Upland,1,4,21,16,2,BOGR,31,3,OPPO,23.5,2.5,0,1,2,,2
10/16/2014,31E,Upland,1,4,24,11,2,BOGR,16,1,BOGR,13.5,1.5,0,0,2,1,1.5
10/16/2014,31E,Upland,2,1,3,21,2,BOGR,11,2,VUOC,16,2,0,1,2,,2
10/16/2014,31E,Upland,2,1,6,21,3,PASM,16,3,VUOC,18.5,3,0,1,3,,3
10/16/2014,31E,Upland,2,1,9,7,1,BOGR,20,3,CRMI,13.5,2,0,0,1,3,2
10/16/2014,31E,Upland,2,1,12,12,1,VUOC,17,2,BOGR,14.5,1.5,1,0,,2,2
10/16/2014,31E,Upland,2,1,15,17,1,LITT,9,1,PLPA,13,1,0,0,1,1,1
10/16/2014,31E,Upland,2,1,18,13,2,BOGR,18,1,BOGR,15.5,1.5,0,0,2,1,1.5
10/16/2014,31E,Upland,2,1,21,22,2,CRMI,16,3,BOGR,19,2.5,0,0,2,3,2.5
10/16/2014,31E,Upland,2,1,24,48,1,PASM,29,2,SIHY,38.5,1.5,0,0,1,2,1.5
10/16/2014,31E,Upland,2,2,3,18,3,SIHY,31,3,YUGL,24.5,3,0,1,3,,3
10/16/2014,31E,Upland,2,2,6,3,1,BOGR,12,1,BOGR,7.5,1,0,0,1,1,1
10/16/2014,31E,Upland,2,2,9,15,3,SIHY,13,2,SIHY,14,2.5,0,0,3,2,2.5
10/16/2014,31E,Upland,2,2,12,21,2,UNK,19,4,BOGR,20,3,0,0,2,4,3
10/16/2014,31E,Upland,2,2,15,16,1,BOGR,7,1,BOGR,11.5,1,0,0,1,1,1
10/16/2014,31E,Upland,2,2,18,33,1,BOGR,9,1,BOGR,21,1,0,0,1,1,1
10/16/2014,31E,Upland,2,2,21,17,1,BOGR,6,1,BOGR,11.5,1,0,0,1,1,1
10/16/2014,31E,Upland,2,2,24,16,2,BOGR,21,1,SPCO,18.5,1.5,0,0,2,1,1.5
