ID,Year,SamplingDate,Season,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow
,2020,10/15/2020,Fall,1W,4,4,9,4,0,spco,2,0,bogr,3,0
,2020,10/15/2020,Fall,1W,4,4,12,4,0,bogr,2,1,oppo,3,0.5
,2020,10/15/2020,Fall,1W,4,4,15,3,2,cadu,29,1,pasm,16,1.5
,2020,10/15/2020,Fall,1W,4,4,18,6,1,cadu,3,1,cadu,4.5,1
,2020,10/15/2020,Fall,1W,4,4,21,6,1,cadu,4,1,cadu,5,1
,2020,10/15/2020,Fall,1W,4,4,24,6,2,oppo,7,1,spco,6.5,1.5
,2020,10/15/2020,Fall,1W,4,3,3,1,0,heco,1,0,heco,1,0
,2020,10/15/2020,Fall,1W,4,3,6,4,1,bogr,4,1,bogr,4,1
,2020,10/15/2020,Fall,1W,4,3,9,4,1,cadu,3,2,bogr,3.5,1.5
,2020,10/15/2020,Fall,1W,4,3,12,4,1,cadu,4,1,cadu,4,1
,2020,10/15/2020,Fall,1W,4,3,15,4,1,oppo,6,1,cadu,5,1
,2020,10/15/2020,Fall,1W,4,3,18,1,0,cadu,4,2,dung,2.5,1
,2020,10/15/2020,Fall,1W,4,3,21,3,1,heco,2,1,bogr,2.5,1
,2020,10/15/2020,Fall,1W,4,3,24,3,0,cadu,2,0,bogr,2.5,0
,2020,10/23/2020,Fall,CN,1,1,3,0,0,bare,2,1,pasm,1,0.5
,2020,10/23/2020,Fall,CN,1,1,6,1,0,pasm,1,0,bogr,1,0
,2020,10/23/2020,Fall,CN,1,1,9,0,0,bare,1,1,pasm,0.5,0.5
,2020,10/23/2020,Fall,CN,1,1,12,4,1,pasm,2,0,pasm,3,0.5
,2020,10/23/2020,Fall,CN,1,1,15,2,1,bogr,2,1,pasm,2,1
,2020,10/23/2020,Fall,CN,1,1,18,4,1,pasm,2,0,pasm,3,0.5
,2020,10/23/2020,Fall,CN,1,1,21,6,1,pasm,6,1,pasm,6,1
,2020,10/23/2020,Fall,CN,1,1,24,0,0,bare,1,0,pasm,0.5,0
,2020,10/23/2020,Fall,CN,1,2,3,2,0,pasm,14,1,pasm,8,0.5
,2020,10/23/2020,Fall,CN,1,2,6,15,2,pasm,13,1,pasm,14,1.5
,2020,10/23/2020,Fall,CN,1,2,9,10,1,pasm,13,1,pasm,11.5,1
,2020,10/23/2020,Fall,CN,1,2,12,6,1,pasm,2,1,pasm,4,1
,2020,10/23/2020,Fall,CN,1,2,15,1,0,bare,1,0,pasm,1,0
,2020,10/23/2020,Fall,CN,1,2,18,2,1,pasm,1,0,pasm,1.5,0.5
,2020,10/23/2020,Fall,CN,1,2,21,1,0,pasm,2,0,pasm,1.5,0
,2020,10/23/2020,Fall,CN,1,2,24,1,0,pasm,4,1,pasm,2.5,0.5
,2020,10/23/2020,Fall,CN,1,4,3,0,0,bare,3,1,pasm,1.5,0.5
,2020,10/23/2020,Fall,CN,1,4,6,0,0,bare,0,0,bare,0,0
,2020,10/23/2020,Fall,CN,1,4,9,4,0,bogr,6,0,pasm,5,0
,2020,10/23/2020,Fall,CN,1,4,12,1,0,bogr,1,0,bogr,1,0
,2020,10/23/2020,Fall,CN,1,4,15,2,0,bogr,0,0,bare,1,0
,2020,10/23/2020,Fall,CN,1,4,18,0,0,bare,2,0,bare,1,0
,2020,10/23/2020,Fall,CN,1,4,21,4,0,pasm,6,1,pasm,5,0.5
,2020,10/23/2020,Fall,CN,1,4,24,2,1,pasm,0,0,bare,1,0.5
,2020,10/23/2020,Fall,CN,1,3,3,1,0,oppo,2,0,pasm,1.5,0
,2020,10/23/2020,Fall,CN,1,3,6,0,0,bare,0,0,bare,0,0
,2020,10/23/2020,Fall,CN,1,3,9,2,0,pasm,0,0,bare,1,0
,2020,10/23/2020,Fall,CN,1,3,12,2,1,pasm,13,1,pasm,7.5,1
,2020,10/23/2020,Fall,CN,1,3,15,0,0,bare,0,0,bare,0,0
,2020,10/23/2020,Fall,CN,1,3,18,0,0,bare,1,0,pasm,0.5,0
,2020,10/23/2020,Fall,CN,1,3,21,1,0,pasm,1,0,pasm,1,0
,2020,10/23/2020,Fall,CN,1,3,24,1,1,pasm,1,0,bogr,1,0.5
,2020,10/23/2020,Fall,CN,2,1,3,2,0,pasm,1,0,pasm,1.5,0
,2020,10/23/2020,Fall,CN,2,1,6,3,2,pasm,3,1,pasm,3,1.5
,2020,10/23/2020,Fall,CN,2,1,9,12,1,pasm,1,1,pasm,6.5,1
,2020,10/23/2020,Fall,CN,2,1,12,13,1,pasm,3,1,pasm,8,1
,2020,10/23/2020,Fall,CN,2,1,15,4,1,pasm,2,0,pasm,3,0.5
,2020,10/23/2020,Fall,CN,2,1,18,3,0,pasm,1,0,pasm,2,0
,2020,10/23/2020,Fall,CN,2,1,21,2,0,pasm,6,2,bogr,4,1
,2020,10/23/2020,Fall,CN,2,1,24,1,0,bare,0,0,bare,0.5,0
,2020,10/23/2020,Fall,cn,2,2,3,11,0,pasm,0,0,bare,5.5,0
,2020,10/23/2020,Fall,cn,2,2,6,1,1,pasm,2,1,pasm,1.5,1
,2020,10/23/2020,Fall,cn,2,2,9,5,1,pasm,9,0,pasm,7,0.5
,2020,10/23/2020,Fall,cn,2,2,12,1,0,pasm,1,0,pasm,1,0
,2020,10/23/2020,Fall,cn,2,2,15,6,1,pasm,2,0,pasm,4,0.5
,2020,10/23/2020,Fall,cn,2,2,18,5,1,pasm,2,1,pasm,3.5,1
,2020,10/23/2020,Fall,cn,2,2,21,4,1,pasm,0,0,bare,2,0.5
,2020,10/23/2020,Fall,cn,2,2,24,4,0,pasm,6,0,pasm,5,0
,2020,10/23/2020,Fall,CN,2,4,3,2,1,buda,3,1,oppo,2.5,1
,2020,10/23/2020,Fall,CN,2,4,6,4,2,oppo,1,0,buda,2.5,1
,2020,10/23/2020,Fall,CN,2,4,9,2,1,buda,3,0,buda,2.5,0.5
,2020,10/23/2020,Fall,CN,2,4,12,3,1,oppo,2,0,buda,2.5,0.5
,2020,10/23/2020,Fall,CN,2,4,15,1,0,buda,1,0,buda,1,0
,2020,10/23/2020,Fall,CN,2,4,18,2,1,buda,2,0,buda,2,0.5
,2020,10/23/2020,Fall,CN,2,4,21,2,0,buda,1,0,buda,1.5,0
,2020,10/23/2020,Fall,CN,2,4,24,8,1,pasm,2,1,pasm,5,1
,2020,10/23/2020,Fall,cn,2,3,3,3,0,pasm,2,0,pasm,2.5,0
,2020,10/23/2020,Fall,cn,2,3,6,0,0,bare,0,0,dung,0,0
,2020,10/23/2020,Fall,cn,2,3,9,1,0,pasm,8,0,pasm,4.5,0
,2020,10/23/2020,Fall,cn,2,3,12,0,0,bare,2,1,pasm,1,0.5
,2020,10/23/2020,Fall,cn,2,3,15,14,2,pasm,4,1,pasm,9,1.5
,2020,10/23/2020,Fall,cn,2,3,18,19,1,pasm,9,2,oppo,14,1.5
,2020,10/23/2020,Fall,cn,2,3,21,8,1,pasm,10,0,pasm,9,0.5
,2020,10/23/2020,Fall,cn,2,3,24,6,0,pasm,0,0,bare,3,0
,2020,10/23/2020,Fall,cn,3,2,3,3,1,pasm,0,0,bare,1.5,0.5
,2020,10/23/2020,Fall,cn,3,2,6,2,0,pasm,3,0,pasm,2.5,0
,2020,10/23/2020,Fall,cn,3,2,9,10,1,buda,2,0,buda,6,0.5
,2020,10/23/2020,Fall,cn,3,2,12,10,0,pasm,11,1,pasm,10.5,0.5
,2020,10/23/2020,Fall,cn,3,2,15,5,0,pasm,3,1,pasm,4,0.5
,2020,10/23/2020,Fall,cn,3,2,18,4,1,oppo,7,2,oppo,5.5,1.5
,2020,10/23/2020,Fall,cn,3,2,21,8,1,gusa,3,1,pasm,5.5,1
,2020,10/23/2020,Fall,cn,3,2,24,1,1,buda,1,0,buda,1,0.5
,2020,10/23/2020,Fall,cn,3,1,3,2,0,buda,1,1,buda,1.5,0.5
,2020,10/23/2020,Fall,cn,3,1,6,0,0,bare,1,0,buda,0.5,0
,2020,10/23/2020,Fall,cn,3,1,9,1,0,buda,4,0,buda,2.5,0
,2020,10/23/2020,Fall,cn,3,1,12,0,0,buda,1,0,buda,0.5,0
,2020,10/23/2020,Fall,cn,3,1,15,1,0,buda,1,0,buda,1,0
,2020,10/23/2020,Fall,cn,3,1,18,0,0,bare,1,0,buda,0.5,0
,2020,10/23/2020,Fall,cn,3,1,21,1,0,buda,0,0,bare,0.5,0
,2020,10/23/2020,Fall,cn,3,1,24,0,0,buda,1,0,buda,0.5,0
,2020,10/23/2020,Fall,cn,3,4,3,10,2,oppo,10,2,bogr,10,2
,2020,10/23/2020,Fall,cn,3,4,6,3,1,pasm,6,2,pasm,4.5,1.5
,2020,10/23/2020,Fall,cn,3,4,9,4,1,pasm,5,0,oppo,4.5,0.5
,2020,10/23/2020,Fall,cn,3,4,12,8,2,oppo,15,1,pasm,11.5,1.5
,2020,10/23/2020,Fall,cn,3,4,15,13,2,gusa,11,3,oppo,12,2.5
,2020,10/23/2020,Fall,cn,3,4,18,0,0,bare,4,1,pasm,2,0.5
,2020,10/23/2020,Fall,cn,3,4,21,16,5,oppo,16,2,pasm,16,3.5
,2020,10/23/2020,Fall,cn,3,4,24,16,2,pasm,12,3,pasm,14,2.5
,2020,10/23/2020,Fall,cn,3,3,3,0,0,bare,10,1,saib,5,0.5
,2020,10/23/2020,Fall,cn,3,3,6,0,0,bare,0,0,bare,0,0
,2020,10/23/2020,Fall,cn,3,3,9,1,1,oppo,13,1,oppo,7,1
,2020,10/23/2020,Fall,cn,3,3,12,17,5,oppo,0,0,bare,8.5,2.5
,2020,10/23/2020,Fall,cn,3,3,15,6,2,oppo,0,0,bare,3,1
,2020,10/23/2020,Fall,cn,3,3,18,1,0,bare,4,0,pasm,2.5,0
,2020,10/23/2020,Fall,cn,3,3,21,2,0,pasm,2,1,pasm,2,0.5
,2020,10/23/2020,Fall,cn,3,3,24,0,0,bare,0,0,pasm,0,0
,2020,10/23/2020,Fall,CN,4,1,3,0,0,bare,1,0,buda,0.5,0
,2020,10/23/2020,Fall,CN,4,1,6,0,0,bare,0,0,bare,0,0
,2020,10/23/2020,Fall,CN,4,1,9,1,0,buda,2,1,buda,1.5,0.5
,2020,10/23/2020,Fall,CN,4,1,12,0,0,bare,2,1,buda,1,0.5
,2020,10/23/2020,Fall,CN,4,1,15,0,0,bare,2,1,buda,1,0.5
,2020,10/23/2020,Fall,CN,4,1,18,1,1,buda,4,1,buda,2.5,1
,2020,10/23/2020,Fall,CN,4,1,21,5,1,buda,2,1,buda,3.5,1
,2020,10/23/2020,Fall,CN,4,1,24,1,0,buda,4,1,buda,2.5,0.5
,2020,10/23/2020,Fall,cn,4,2,3,0,0,bare,0,0,bare,0,0
,2020,10/23/2020,Fall,cn,4,2,6,2,0,pasm,0,0,bare,1,0
,2020,10/23/2020,Fall,cn,4,2,9,0,0,bare,1,0,pasm,0.5,0
,2020,10/23/2020,Fall,cn,4,2,12,2,0,pasm,3,0,pasm,2.5,0
,2020,10/23/2020,Fall,cn,4,2,15,0,0,bare,2,0,pasm,1,0
,2020,10/23/2020,Fall,cn,4,2,18,0,0,bare,3,1,pasm,1.5,0.5
,2020,10/23/2020,Fall,cn,4,2,21,3,1,pasm,2,0,pasm,2.5,0.5
,2020,10/23/2020,Fall,cn,4,2,24,0,0,bare,4,1,pasm,2,0.5
,2020,10/23/2020,Fall,CN,4,4,3,14,1,pasm,4,1,pasm,9,1
,2020,10/23/2020,Fall,CN,4,4,6,4,2,pasm,0,0,bare,2,1
,2020,10/23/2020,Fall,CN,4,4,9,2,0,buda,2,1,pasm,2,0.5
,2020,10/23/2020,Fall,CN,4,4,12,1,1,buda,4,0,buda,2.5,0.5
,2020,10/23/2020,Fall,CN,4,4,15,2,1,buda,1,0,buda,1.5,0.5
,2020,10/23/2020,Fall,CN,4,4,18,0,0,buda,3,1,buda,1.5,0.5
,2020,10/23/2020,Fall,CN,4,4,21,2,1,buda,1,0,buda,1.5,0.5
,2020,10/23/2020,Fall,CN,4,4,24,2,1,buda,1,1,buda,1.5,1
,2020,10/23/2020,Fall,CN,4,3,3,2,0,buda,4,0,pasm,3,0
,2020,10/23/2020,Fall,CN,4,3,6,2,0,bogr,0,0,bare,1,0
,2020,10/23/2020,Fall,CN,4,3,9,2,0,buda,1,1,buda,1.5,0.5
,2020,10/23/2020,Fall,CN,4,3,12,0,0,bare,1,1,buda,0.5,0.5
,2020,10/23/2020,Fall,CN,4,3,15,1,1,buda,2,1,sonu,1.5,1
,2020,10/23/2020,Fall,CN,4,3,18,4,1,buda,5,2,buda,4.5,1.5
,2020,10/23/2020,Fall,CN,4,3,21,0,0,bare,2,1,buda,1,0.5
,2020,10/23/2020,Fall,CN,4,3,24,1,1,buda,2,0,buda,1.5,0.5
,2020,10/19/2020,Fall,23E,1,1,3,4,1,bogr,4,1,buda,4,1
,2020,10/19/2020,Fall,23E,1,1,6,3,1,bogr,2,1,buda,2.5,1
,2020,10/19/2020,Fall,23E,1,1,9,2,1,bogr,1,1,bogr,1.5,1
,2020,10/19/2020,Fall,23E,1,1,12,2,1,bogr,2,1,buda,2,1
,2020,10/19/2020,Fall,23E,1,1,15,7,5,oppo,3,1,buda,5,3
,2020,10/19/2020,Fall,23E,1,1,18,2,1,buda,2,1,buda,2,1
,2020,10/19/2020,Fall,23E,1,1,21,3,2,buda,2,1,bogr,2.5,1.5
,2020,10/19/2020,Fall,23E,1,1,24,5,1,cadu,3,1,buda,4,1
,2020,10/19/2020,Fall,23E,1,2,3,3,1,bogr,5,1,bogr,4,1
,2020,10/19/2020,Fall,23E,1,2,6,4,1,bogr,3,1,bogr,3.5,1
,2020,10/19/2020,Fall,23E,1,2,9,4,1,bogr,5,1,bogr,4.5,1
,2020,10/19/2020,Fall,23E,1,2,12,4,2,bogr,5,2,bogr,4.5,2
,2020,10/19/2020,Fall,23E,1,2,15,2,1,cadu,3,2,bogr,2.5,1.5
,2020,10/19/2020,Fall,23E,1,2,18,4,1,bogr,1,1,bogr,2.5,1
,2020,10/19/2020,Fall,23E,1,2,21,2,1,bogr,2,1,bogr,2,1
,2020,10/19/2020,Fall,23E,1,2,24,3,1,bogr,3,1,bogr,3,1
,2020,10/19/2020,Fall,23E,1,3,3,2,0,bogr,3,2,bogr,2.5,1
,2020,10/19/2020,Fall,23E,1,3,6,2,1,bogr,3,2,bogr,2.5,1.5
,2020,10/19/2020,Fall,23E,1,3,9,0,0,bare,3,1,bogr,1.5,0.5
,2020,10/19/2020,Fall,23E,1,3,12,3,2,bogr,3,1,bogr,3,1.5
,2020,10/19/2020,Fall,23E,1,3,15,5,1,bogr,4,1,bogr,4.5,1
,2020,10/19/2020,Fall,23E,1,3,18,3,1,bogr,3,1,bogr,3,1
,2020,10/19/2020,Fall,23E,1,3,21,4,3,arpu,0,0,bare,2,1.5
,2020,10/19/2020,Fall,23E,1,3,24,1,0,buda,0,0,bare,0.5,0
,2020,10/19/2020,Fall,23E,1,4,3,2,1,bogr,2,0,bogr,2,0.5
,2020,10/19/2020,Fall,23E,1,4,6,11,1,bogr,3,1,bogr,7,1
,2020,10/19/2020,Fall,23E,1,4,9,0,0,bare,2,1,bogr,1,0.5
,2020,10/19/2020,Fall,23E,1,4,12,3,1,bogr,2,1,bogr,2.5,1
,2020,10/19/2020,Fall,23E,1,4,15,12,2,bogr,3,1,bogr,7.5,1.5
,2020,10/19/2020,Fall,23E,1,4,18,4,0,bogr,5,1,bogr,4.5,0.5
,2020,10/19/2020,Fall,23E,1,4,21,2,1,buda,6,1,buda,4,1
,2020,10/19/2020,Fall,23E,1,4,24,3,1,bogr,0,0,bare,1.5,0.5
,2020,10/20/2020,Fall,23E,2,1,3,4,1,bogr,3,1,bogr,3.5,1
,2020,10/20/2020,Fall,23E,2,1,6,2,1,bogr,1,1,bogr,1.5,1
,2020,10/20/2020,Fall,23E,2,1,9,3,1,bogr,2,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,2,1,12,3,1,cadu,2,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,2,1,15,2,1,bogr,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,2,1,18,3,1,bogr,2,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,2,1,21,0,0,bare,4,1,arpu,2,0.5
,2020,10/20/2020,Fall,23E,2,1,24,3,1,bogr,1,1,bogr,2,1
,2020,10/20/2020,Fall,23E,2,2,3,3,1,bogr,3,1,bogr,3,1
,2020,10/20/2020,Fall,23E,2,2,6,2,1,cadu,6,1,cadu,4,1
,2020,10/20/2020,Fall,23E,2,2,9,6,0,cadu,4,1,eref,5,0.5
,2020,10/20/2020,Fall,23E,2,2,12,3,1,bogr,2,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,2,2,15,3,1,bogr,4,1,cadu,3.5,1
,2020,10/20/2020,Fall,23E,2,2,18,4,1,bogr,0,0,bare,2,0.5
,2020,10/20/2020,Fall,23E,2,2,21,4,1,bogr,2,1,bogr,3,1
,2020,10/20/2020,Fall,23E,2,2,24,2,1,bogr,1,1,bogr,1.5,1
,2020,10/20/2020,Fall,23E,2,3,3,2,1,bogr,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,2,3,6,2,1,bogr,3,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,2,3,9,2,1,bogr,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,2,3,12,4,1,bogr,3,0,cadu,3.5,0.5
,2020,10/20/2020,Fall,23E,2,3,15,1,1,bogr,3,2,bogr,2,1.5
,2020,10/20/2020,Fall,23E,2,3,18,2,1,buda,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,2,3,21,2,1,bogr,1,1,bogr,1.5,1
,2020,10/20/2020,Fall,23E,2,3,24,3,1,buda,2,1,buda,2.5,1
,2020,10/20/2020,Fall,23E,2,4,3,0,0,bare,2,1,bogr,1,0.5
,2020,10/20/2020,Fall,23E,2,4,6,4,2,bogr,4,2,bogr,4,2
,2020,10/20/2020,Fall,23E,2,4,9,3,1,bogr,3,1,bogr,3,1
,2020,10/20/2020,Fall,23E,2,4,12,4,1,bogr,3,1,bogr,3.5,1
,2020,10/20/2020,Fall,23E,2,4,15,2,1,bogr,3,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,2,4,18,4,1,bogr,3,1,bogr,3.5,1
,2020,10/20/2020,Fall,23E,2,4,21,4,1,bogr,0,0,bare,2,0.5
,2020,10/20/2020,Fall,23E,2,4,24,2,1,buda,2,1,buda,2,1
,2020,10/20/2020,Fall,23E,3,1,3,2,0,bogr,3,1,bogr,2.5,0.5
,2020,10/20/2020,Fall,23E,3,1,6,2,1,bogr,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,3,1,9,4,2,bogr,2,1,bogr,3,1.5
,2020,10/20/2020,Fall,23E,3,1,12,2,1,bogr,4,1,cadu,3,1
,2020,10/20/2020,Fall,23E,3,1,15,3,1,bogr,2,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,3,1,18,2,1,bogr,3,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,3,1,21,3,1,bogr,2,0,bogr,2.5,0.5
,2020,10/20/2020,Fall,23E,3,1,24,2,1,bogr,2,1,buda,2,1
,2020,10/20/2020,Fall,23E,3,2,3,4,1,bogr,3,1,bogr,3.5,1
,2020,10/20/2020,Fall,23E,3,2,6,2,1,bogr,3,1,buda,2.5,1
,2020,10/20/2020,Fall,23E,3,2,9,3,1,bogr,2,1,buda,2.5,1
,2020,10/20/2020,Fall,23E,3,2,12,2,1,buda,2,1,buda,2,1
,2020,10/20/2020,Fall,23E,3,2,15,2,1,buda,2,1,buda,2,1
,2020,10/20/2020,Fall,23E,3,2,18,3,1,bogr,2,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,3,2,21,2,1,bogr,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,3,2,24,3,1,bogr,3,2,buda,3,1.5
,2020,10/20/2020,Fall,23E,3,3,3,3,2,buda,3,1,bogr,3,1.5
,2020,10/20/2020,Fall,23E,3,3,6,2,1,buda,2,1,buda,2,1
,2020,10/20/2020,Fall,23E,3,3,9,1,1,bogr,4,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,3,3,12,2,1,buda,2,1,buda,2,1
,2020,10/20/2020,Fall,23E,3,3,15,2,1,bogr,3,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,3,3,18,0,0,bare,4,2,bogr,2,1
,2020,10/20/2020,Fall,23E,3,3,21,2,0,bogr,2,0,bogr,2,0
,2020,10/20/2020,Fall,23E,3,3,24,2,1,bogr,1,0,cadu,1.5,0.5
,2020,10/20/2020,Fall,23E,3,4,3,5,1,oppo,5,2,bogr,5,1.5
,2020,10/20/2020,Fall,23E,3,4,6,1,0,bogr,3,1,bogr,2,0.5
,2020,10/20/2020,Fall,23E,3,4,9,4,1,bogr,4,1,bogr,4,1
,2020,10/20/2020,Fall,23E,3,4,12,3,1,bogr,3,1,bogr,3,1
,2020,10/20/2020,Fall,23E,3,4,15,5,1,bogr,3,2,buda,4,1.5
,2020,10/20/2020,Fall,23E,3,4,18,3,1,bogr,4,1,bogr,3.5,1
,2020,10/20/2020,Fall,23E,3,4,21,4,2,oppo,2,1,buda,3,1.5
,2020,10/20/2020,Fall,23E,3,4,24,3,1,buda,2,1,buda,2.5,1
,2020,10/20/2020,Fall,23E,4,1,3,2,0,bogr,4,1,bogr,3,0.5
,2020,10/20/2020,Fall,23E,4,1,6,3,1,bogr,0,0,bare,1.5,0.5
,2020,10/20/2020,Fall,23E,4,1,9,4,1,cadu,3,0,spcr,3.5,0.5
,2020,10/20/2020,Fall,23E,4,1,12,5,0,bogr,4,2,bogr,4.5,1
,2020,10/20/2020,Fall,23E,4,1,15,3,1,bogr,2,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,4,1,18,3,0,bogr,9,2,bogr,6,1
,2020,10/20/2020,Fall,23E,4,1,21,4,1,bogr,4,1,bogr,4,1
,2020,10/20/2020,Fall,23E,4,1,24,2,1,vuoc,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,4,2,3,5,1,cadu,6,1,bogr,5.5,1
,2020,10/20/2020,Fall,23E,4,2,6,4,1,bogr,2,1,bogr,3,1
,2020,10/20/2020,Fall,23E,4,2,9,2,0,bogr,5,1,vuoc,3.5,0.5
,2020,10/20/2020,Fall,23E,4,2,12,10,1,vuoc,7,2,bogr,8.5,1.5
,2020,10/20/2020,Fall,23E,4,2,15,4,1,bogr,4,2,bogr,4,1.5
,2020,10/20/2020,Fall,23E,4,2,18,8,5,oppo,4,1,bogr,6,3
,2020,10/20/2020,Fall,23E,4,2,21,1,0,vuoc,10,1,cadu,5.5,0.5
,2020,10/20/2020,Fall,23E,4,2,24,7,1,arpu,2,1,bogr,4.5,1
,2020,10/20/2020,Fall,23E,4,3,3,4,1,bogr,4,1,bogr,4,1
,2020,10/20/2020,Fall,23E,4,3,6,4,1,oppo,5,1,bogr,4.5,1
,2020,10/20/2020,Fall,23E,4,3,9,1,0,bogr,2,1,bogr,1.5,0.5
,2020,10/20/2020,Fall,23E,4,3,12,5,1,bogr,1,1,bogr,3,1
,2020,10/20/2020,Fall,23E,4,3,15,3,1,buda,2,1,buda,2.5,1
,2020,10/20/2020,Fall,23E,4,3,18,4,2,bogr,6,1,bogr,5,1.5
,2020,10/20/2020,Fall,23E,4,3,21,3,1,bogr,2,0,bogr,2.5,0.5
,2020,10/20/2020,Fall,23E,4,3,24,2,1,bogr,3,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,4,4,3,4,1,cadu,4,1,arfr,4,1
,2020,10/20/2020,Fall,23E,4,4,6,3,1,buda,4,1,bogr,3.5,1
,2020,10/20/2020,Fall,23E,4,4,9,3,1,bogr,2,1,bogr,2.5,1
,2020,10/20/2020,Fall,23E,4,4,12,2,1,buda,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,4,4,15,2,1,buda,3,1,buda,2.5,1
,2020,10/20/2020,Fall,23E,4,4,18,6,4,bogr,4,2,bogr,5,3
,2020,10/20/2020,Fall,23E,4,4,21,2,1,bogr,2,1,bogr,2,1
,2020,10/20/2020,Fall,23E,4,4,24,4,2,bogr,3,1,cadu,3.5,1.5
,2020,10/19/2020,Fall,22W,2,1,3,7,0,pasm,8,1,bogr,7.5,0.5
,2020,10/19/2020,Fall,22W,2,1,6,0,0,bare,0,0,bare,0,0
,2020,10/19/2020,Fall,22W,2,1,9,1,0,buda,1,0,buda,1,0
,2020,10/19/2020,Fall,22W,2,1,12,2,0,bogr,3,1,bogr,2.5,0.5
,2020,10/19/2020,Fall,22W,2,1,15,2,1,buda,0,0,bare,1,0.5
,2020,10/19/2020,Fall,22W,2,1,18,2,1,buda,1,0,buda,1.5,0.5
,2020,10/19/2020,Fall,22W,2,1,21,0,0,bare,0,0,bare,0,0
,2020,10/19/2020,Fall,22W,2,1,24,0,0,bare,4,0,bogr,2,0
,2020,10/19/2020,Fall,22W,2,2,3,2,1,bogr,3,0,bogr,2.5,0.5
,2020,10/19/2020,Fall,22W,2,2,6,0,0,bare,0,0,bare,0,0
,2020,10/19/2020,Fall,22W,2,2,9,1,0,bogr,0,0,bare,0.5,0
,2020,10/19/2020,Fall,22W,2,2,12,2,1,bogr,4,1,bogr,3,1
,2020,10/19/2020,Fall,22W,2,2,15,2,0,pasm,3,1,pasm,2.5,0.5
,2020,10/19/2020,Fall,22W,2,2,18,3,0,pasm,2,1,pasm,2.5,0.5
,2020,10/19/2020,Fall,22W,2,2,21,2,1,buda,1,1,buda,1.5,1
,2020,10/19/2020,Fall,22W,2,2,24,0,0,bare,0,0,bare,0,0
,2020,10/19/2020,Fall,22W,2,3,3,4,0,pasm,3,1,erna,3.5,0.5
,2020,10/19/2020,Fall,22W,2,3,6,4,1,erna,1,0,bogr,2.5,0.5
,2020,10/19/2020,Fall,22W,2,3,9,1,0,bogr,1,0,bogr,1,0
,2020,10/19/2020,Fall,22W,2,3,12,3,1,oppo,1,0,buda,2,0.5
,2020,10/19/2020,Fall,22W,2,3,15,0,0,bare,2,1,buda,1,0.5
,2020,10/19/2020,Fall,22W,2,3,18,2,1,buda,2,1,buda,2,1
,2020,10/19/2020,Fall,22W,2,3,21,2,1,buda,2,1,buda,2,1
,2020,10/19/2020,Fall,22W,2,3,24,1,0,buda,3,1,buda,2,0.5
,2020,10/19/2020,Fall,22W,2,4,3,2,0,buda,2,1,bogr,2,0.5
,2020,10/19/2020,Fall,22W,2,4,6,4,1,buda,1,0,buda,2.5,0.5
,2020,10/19/2020,Fall,22W,2,4,9,6,1,buda,2,1,buda,4,1
,2020,10/19/2020,Fall,22W,2,4,12,3,1,buda,1,0,buda,2,0.5
,2020,10/19/2020,Fall,22W,2,4,15,0,0,bare,0,0,bare,0,0
,2020,10/19/2020,Fall,22W,2,4,18,1,0,bogr,1,0,bogr,1,0
,2020,10/19/2020,Fall,22W,2,4,21,3,1,buda,2,1,buda,2.5,1
,2020,10/19/2020,Fall,22W,2,4,24,2,1,buda,2,1,buda,2,1
,2020,10/20/2020,Fall,22W,3,1,3,5,1,bogr,2,1,bogr,3.5,1
,2020,10/20/2020,Fall,22W,3,1,6,1,0,bogr,0,0,bare,0.5,0
,2020,10/20/2020,Fall,22W,3,1,9,2,0,bogr,0,0,bare,1,0
,2020,10/20/2020,Fall,22W,3,1,12,3,1,bogr,1,0,bogr,2,0.5
,2020,10/20/2020,Fall,22W,3,1,15,2,1,bogr,3,1,bogr,2.5,1
,2020,10/20/2020,Fall,22W,3,1,18,2,1,dung,3,1,bogr,2.5,1
,2020,10/20/2020,Fall,22W,3,1,21,2,0,pasm,2,1,pasm,2,0.5
