Date,Pasture,Plot,Transect , Distance,East-High,East-High-Spp,East-Low,East-Low-Spp,West-High,West-High-Sp,West-Low,West-Low-Spp,
6/9/2022,19N,1,1,6,26,BOGR,3,BOGR,19,EREF,3,HECO,0
6/9/2022,19N,1,1,9,14,BOGR,2,BOGR,20,HECO,3,OPPO,0
6/9/2022,19N,1,1,12,11,CADU,1,CADU,8,CADU,1,BOGR,0
6/9/2022,19N,1,1,15,13,HECO,1,CADU,14,HECO,1,HECO,0
6/9/2022,19N,1,1,18,31,BOGR,2,HECO,18,EREF,1,EREF,0
6/9/2022,19N,1,1,21,23,HECO,1,HECO,16,HECO,1,HECO,0
6/9/2022,19N,1,1,24,9,HECO,1,HECO,16,HECO,5,OPPO,0
6/9/2022,19N,1,2,3,5,HECO,1,HECO,14,CADU,1,CADU,0
6/9/2022,19N,1,2,6,24,HECO,1,HECO,28,BOGR,2,HECO,0
6/9/2022,19N,1,2,9,20,HECO,3,HECO,48,HECO,6,BOGR,0
6/9/2022,19N,1,2,12,16,BOGR,2,BOGR,22,BOGR,2,CADU,0
6/9/2022,19N,1,2,15,11,VUOC,1,VUOC,12,BOGR,2,BOGR,0
6/9/2022,19N,1,2,18,30,HECO,3,OPPO,24,BOGR,1,BOGR,0
6/9/2022,19N,1,2,21,6,CHLE,1,CHLE,14,BOGR,1,BOGR,0
6/9/2022,19N,1,2,24,10,VUOC,1,VUOC,8,SPCR,4,CAFI,0
6/9/2022,19N,1,3,3,9,EREF,1,eref,23,BOGR,1,HECO,0
6/9/2022,19N,1,3,6,9,HECO,1,HECO,9,HECO,1,HECO,0
6/9/2022,19N,1,3,9,4,SAIB,2,SAIB,6,HECO,1,HECO,0
6/9/2022,19N,1,3,12,12,SIAL,1,HECO,7,OPPO,1,OPPO,0
6/9/2022,19N,1,3,15,9,HECO,2,OPPO,18,HECO,5,OPPO,0
6/9/2022,19N,1,3,18,25,HECO,3,VUOC,4,VUOC,0,BARE,0
6/9/2022,19N,1,3,21,13,BOGR,1,CADU,12,HECO,1,BOGR,0
6/9/2022,19N,1,3,24,15,BOGR,1,BOGR,36,HECO,1,CADU,0
6/9/2022,19N,1,4,3,3,HECO,1,HECO,36,HECO,3,HECO,0
6/9/2022,19N,1,4,6,3,SPCR,1,SPCR,8,BOGR,1,BOGR,0
6/9/2022,19N,1,4,9,4,SPCO,1,CHLE,4,SPCR,1,SPCR,0
6/9/2022,19N,1,4,12,6,SPCR,1,SPCR,4,BOGR,1,SPCR,0
6/9/2022,19N,1,4,15,8,BOGR,1,CHLE,6,BOGR,1,BOGR,0
6/9/2022,19N,1,4,18,13,HECO,1,VUOC,16,BOGR,1,CHLE,0
6/9/2022,19N,1,4,21,13,BOGR,1,SPCO,2,BOGR,1,SPCO,0
6/9/2022,19N,1,4,24,6,CHLE,1,HECO,6,CHLE,1,CHLE,0
6/10/2022,19N,2,1,3,24,BOGR,1,BOGR,16,BOGR,4,OPPO,0
6/10/2022,19N,2,1,6,10,HECO,1,HECO,8,CADU,1,CADU,0
6/10/2022,19N,2,1,9,31,ATCA,8,ATCA,12,HECO,1,HECO,0
6/10/2022,19N,2,1,12,50,ATCA,2,ATCA,10,HECO,1,HECO,0
6/10/2022,19N,2,1,15,22,ATCA,3,ATCA,22,ATCA,3,ATCA,0
6/10/2022,19N,2,1,18,3,CADU,1,CADU,14,ATCA,6,ATCA,0
6/10/2022,19N,2,1,21,30,HECO,1,HECO,26,HECO,2,HECO,0
6/10/2022,19N,2,1,24,33,SIAL,4,OPPO,60,ATCA,22,ATCA,0
6/10/2022,19N,2,2,3,88,ATCA,52,ATCA,52,ATCA,6,ATCA,0
6/10/2022,19N,2,2,6,24,PASM,2,PASM,36,PASM,1,PASM,0
6/10/2022,19N,2,2,9,23,PASM,2,PASM,20,PASM,1,PASM,0
6/10/2022,19N,2,2,12,55,ATCA,10,ATCA,68,ATCA,6,HECO,0
6/10/2022,19N,2,2,15,7,CADU,1,BOGR,28,BOGR,1,BOGR,0
6/10/2022,19N,2,2,18,30,HECO,3,HECO,36,CHLE,1,CHLE,0
6/10/2022,19N,2,2,21,26,CADU,4,HECO,16,HECO,4,HECO,0
6/10/2022,19N,2,2,24,25,BOGR,2,BOGR,8,BOGR,1,BOGR,0
6/10/2022,19N,2,3,3,24,BOGR,1,BOGR,26,BOGR,1,HECO,0
6/10/2022,19N,2,3,6,22,CHLE,1,CADU,14,HECO,3,HECO,0
6/10/2022,19N,2,3,9,10,HECO,1,HECO,16,HECO,2,OPPO,0
6/10/2022,19N,2,3,12,10,HECO,2,OPPO,32,HECO,2,SIAL,0
6/10/2022,19N,2,3,15,19,CHLE,1,HECO,18,HECO,1,CADU,0
6/10/2022,19N,2,3,18,22,BOGR,1,HECO,39,ATCA,3,HECO,0
6/10/2022,19N,2,3,21,13,ATCA,2,OPPO,20,BOGR,1,CADU,0
6/10/2022,19N,2,3,24,51,ATCA,11,ATCA,16,ATCA,1,HECO,0
6/10/2022,19N,2,4,3,36,BOGR,1,HECO,31,CHLE,1,CHLE,0
6/10/2022,19N,2,4,6,32,CHLE,3,HECO,12,HECO,2,HECO,0
6/10/2022,19N,2,4,9,9,HECO,4,OPPO,14,CHLE,2,HECO,0
6/10/2022,19N,2,4,12,17,CHLE,1,HECO,39,CHLE,6,OPPO,0
6/10/2022,19N,2,4,15,13,HECO,2,HECO,7,CHLE,1,HECO,0
6/10/2022,19N,2,4,18,6,HECO,1,OPPO,32,CHLE,2,SPCR,0
6/10/2022,19N,2,4,21,14,BOGR,1,BOGR,5,HECO,1,HECO,0
6/10/2022,19N,2,4,24,29,HECO,2,HECO,22,HECO,1,OPPO,0
6/10/2022,19N,3,1,3,21,HECO,3,OPPO,24,HECO,2,CHLE,0
6/10/2022,19N,3,1,6,46,CHLE,1,OPPO,22,HECO,1,OPPO,0
6/10/2022,19N,3,1,9,22,HECO,3,HECO,24,SPCR,2,OPPO,0
6/10/2022,19N,3,1,12,27,CHLE,4,SPCR,38,HECO,2,HECO,0
6/10/2022,19N,3,1,15,2,CHLE,1,CHLE,22,HECO,5,OPPO,0
6/10/2022,19N,3,1,18,15,HECO,3,HECO,22,HECO,9,HECO,0
6/10/2022,19N,3,1,21,14,CHLE,2,HECO,25,HECO,2,HECO,0
6/10/2022,19N,3,1,24,19,CHLE,3,EREF,4,SPCR,1,SPCR,0
6/10/2022,19N,3,2,3,11,PASM,1,PASM,13,PASM,1,PASM,0
6/10/2022,19N,3,2,6,12,CHLE,1,CHLE,32,PASM,1,PASM,0
6/10/2022,19N,3,2,9,42,ATCA,5,ATCA,18,PASM,1,CHLE,0
6/10/2022,19N,3,2,12,42,PASM,2,PASM,8,CHLE,1,CHAL,0
6/10/2022,19N,3,2,15,16,PASM,1,PASM,12,CHLE,1,CHLE,0
6/10/2022,19N,3,2,18,20,PASM,1,PASM,54,PASM,2,PASM,0
6/10/2022,19N,3,2,21,7,PASM,1,PASM,6,CHLE,1,CHLE,0
6/10/2022,19N,3,2,24,38,PASM,1,PASM,16,PASM,1,PASM,0
6/10/2022,19N,3,3,3,2,PASM,1,CHLE,6,CHLE,1,CHLE,0
6/10/2022,19N,3,3,6,24,PASM,1,BOGR,20,PASM,4,PASM,0
6/10/2022,19N,3,3,9,5,BOGR,1,BOGR,38,BOGR,2,BOGR,0
6/10/2022,19N,3,3,12,2,BOGR,1,BOGR,26,PASM,3,PASM,0
6/10/2022,19N,3,3,15,2,BOGR,1,CHLE,6,CHLE,1,BOGR,0
6/10/2022,19N,3,3,18,16,PASM,1,BOGR,13,BOGR,1,CADU,0
6/10/2022,19N,3,3,21,10,PASM,1,PASM,11,PASM,1,PASM,0
6/10/2022,19N,3,3,24,6,BOGR,1,BOGR,8,PASM,1,PASM,0
6/10/2022,19N,3,4,3,31,HECO,2,HECO,6,HECO,1,HECO,0
6/10/2022,19N,3,4,6,32,SIAL,1,CHLE,28,HECO,5,HECO,0
6/10/2022,19N,3,4,9,6,CHLE,1,CHLE,14,CHLE,1,CHAL,0
6/10/2022,19N,3,4,12,4,CHLE,0,BARE,25,CHLE,2,CRMI,0
6/10/2022,19N,3,4,15,40,HECO,5,HECO,34,HECO,5,OPPO,0
6/10/2022,19N,3,4,18,18,HECO,6,HECO,36,SIAL,3,HECO,0
6/10/2022,19N,3,4,21,36,HECO,3,HECO,32,HECO,4,OPPO,0
6/10/2022,19N,3,4,24,22,HECO,1,HECO,32,HECO,3,HECO,0
6/10/2022,19N,4,4,3,16,PASM,1,PASM,24,ATCA,1,ATCA,0
6/10/2022,19N,4,4,6,16,ATCA,1,PASM,54,ATCA,5,ATCA,0
6/10/2022,19N,4,4,9,6,CHLE,1,CHLE,4,BOGR,3,BOGR,0
6/10/2022,19N,4,4,12,6,CHLE,1,CHLE,8,CHLE,1,CHLE,0
6/10/2022,19N,4,4,15,4,ATCA,1,CHLE,6,CHLE,1,CHLE,0
6/10/2022,19N,4,4,18,14,CHLE,1,BOGR,12,CHLE,1,CHLE,0
6/10/2022,19N,4,4,21,11,CHLE,1,CHLE,12,CHLE,1,CHLE,0
6/10/2022,19N,4,4,24,8,CHLE,1,BOGR,4,CHLE,3,BOGR,0
6/10/2022,19N,4,2,3,26,HECO,1,HECO,34,CHLE,11,ELEL,0
6/10/2022,19N,4,2,6,38,HECO,3,HECO,60,CHLE,3,EREF,0
6/10/2022,19N,4,2,9,19,CHLE,2,CHLE,23,HECO,4,HECO,0
6/10/2022,19N,4,2,12,32,SIAL,1,HECO,46,HECO,1,EREF,0
6/10/2022,19N,4,2,15,12,CHLE,1,CADU,16,HECO,2,HECO,0
6/10/2022,19N,4,2,18,31,CHLE,2,CADU,14,CADU,2,BOGR,0
6/10/2022,19N,4,2,21,5,CHLE,1,HECO,10,CHLE,2,HECO,0
6/10/2022,19N,4,2,24,10,HECO,2,OPPO,34,CHLE,3,HECO,0
6/10/2022,19N,4,3,3,15,BOGR,3,OPPO,4,BOGR,1,BOGR,0
6/10/2022,19N,4,3,6,18,BOGR,1,BOGR,42,BOGR,3,BOGR,0
6/10/2022,19N,4,3,9,20,BOGR,2,BOGR,4,CADU,1,OPPO,0
6/10/2022,19N,4,3,12,16,PASM,1,PASM,6,PASM,1,PASM,0
6/10/2022,19N,4,3,15,6,PASM,1,PASM,13,PASM,0,BARE,0
6/10/2022,19N,4,3,18,11,BOGR,1,PASM,26,BOGR,0,BARE,0
6/10/2022,19N,4,3,21,10,BOGR,1,BOGR,14,BOGR,1,BOGR,0
6/10/2022,19N,4,3,24,17,BOGR,1,LYJU,24,BOGR,1,BOGR,0
6/10/2022,19N,4,1,3,20,HECO,5,HECO,28,HECO,7,HECO,0
6/10/2022,19N,4,1,6,27,HECO,6,HECO,22,CHLE,2,CHLE,0
6/10/2022,19N,4,1,9,34,BOGR,4,ELEL,20,CHLE,3,BOGR,0
6/10/2022,19N,4,1,12,40,HECO,1,HECO,48,ATCA,9,HECO,0
6/10/2022,19N,4,1,15,16,CHLE,2,CHLE,36,HECO,21,HECO,0
6/10/2022,19N,4,1,18,12,HECO,1,HECO,22,HECO,1,HECO,0
6/10/2022,19N,4,1,21,20,SPCR,2,HECO,36,CHLE,16,HECO,0
6/10/2022,19N,4,1,24,31,BOGR,1,LYJU,16,BOGR,2,HECO,0
6/9/2022,19N,5,4,3,30,SPCR,2,EREF,22,BOGR,1,BOGR,0
6/9/2022,19N,5,4,6,24,SPCR,5,OPPO,16,HECO,4,OPPO,0
6/9/2022,19N,5,4,9,24,CHLE,1,SPCR,34,HECO,1,HECO,0
6/9/2022,19N,5,4,12,35,SPCR,1,VUOC,12,SPCR,1,SPCR,0
6/9/2022,19N,5,4,15,7,SPCR,2,SPCR,8,SPCR,1,SPCR,0
6/9/2022,19N,5,4,18,23,SPCR,1,SPCR,32,BOGR,1,BOGR,0
6/9/2022,19N,5,4,21,11,HECO,1,HECO,10,EREF,1,EREF,0
6/9/2022,19N,5,4,24,13,HECO,1,HECO,6,HECO,1,HECO,0
6/9/2022,19N,5,2,3,14,HECO,1,BOGR,24,EREF,3,EREF,0
6/9/2022,19N,5,2,6,24,BOGR,3,BOGR,30,BOGR,1,BOGR,0
6/9/2022,19N,5,2,9,14,HECO,1,HECO,18,SPCR,1,CHLE,0
6/9/2022,19N,5,2,12,0,BARE,0,BARE,6,HECO,1,HECO,0
6/9/2022,19N,5,2,15,37,BOGR,1,BOGR,12,EREF,1,EREF,0
6/9/2022,19N,5,2,18,12,VUOC,1,VUOC,19,EREF,3,EREF,0
6/9/2022,19N,5,2,21,21,BOGR,1,EREF,24,BOGR,1,BOGR,0
6/9/2022,19N,5,2,24,32,HECO,1,HECO,34,BOGR,2,HECO,0
6/9/2022,19N,5,3,3,21,EREF,1,HECO,40,BOGR,2,EREF,0
6/9/2022,19N,5,3,6,13,EREF,2,HECO,10,HECO,2,HECO,0
6/9/2022,19N,5,3,9,21,SPCR,4,OPPO,32,HECO,1,BOGR,0
6/9/2022,19N,5,3,12,21,BOGR,2,BOGR,20,BOGR,1,VUOC,0
6/9/2022,19N,5,3,15,16,BOGR,1,BOGR,12,BOGR,1,VUOC,0
6/9/2022,19N,5,3,18,8,HECO,3,HECO,14,HECO,1,HECO,0
6/9/2022,19N,5,3,21,20,HECO,1,HECO,14,HECO,1,BOGR,0
6/9/2022,19N,5,3,24,7,HECO,1,HECO,6,SPCR,1,SPCR,0
6/9/2022,19N,5,1,3,33,PASM,1,PASM,36,PASM,3,EREF,0
6/9/2022,19N,5,1,6,35,BOGR,1,BOGR,38,BOGR,10,EREF,0
6/9/2022,19N,5,1,9,23,BOGR,2,SPCO,19,EREF,4,EREF,0
6/9/2022,19N,5,1,12,33,SPCR,1,BOGR,24,EREF,3,SPCO,0
6/9/2022,19N,5,1,15,21,BOGR,1,EREF,18,HECO,1,HECO,0
6/9/2022,19N,5,1,18,21,HECO,1,HECO,16,HECO,1,HECO,0
6/9/2022,19N,5,1,21,17,HECO,7,HECO,8,HECO,1,HECO,0
6/9/2022,19N,5,1,24,10,BOGR,1,CADU,30,BOGR,1,BOGR,0
6/9/2022,19N,6,1,3,40,CHLE,4,CHLE,32,CHLE,5,BOGR,0
6/9/2022,19N,6,1,6,60,SIAL,3,CHLE,48,CHLE,2,CHLE,0
6/9/2022,19N,6,1,9,47,SIAL,2,SIAL,28,BOGR,3,SPCR,0
6/9/2022,19N,6,1,12,15,CHLE,3,CHLE,13,HECO,1,HECO,0
6/9/2022,19N,6,1,15,2,CHLE,1,CHLE,24,CHLE,2,CHLE,0
6/9/2022,19N,6,1,18,26,BOGR,1,HECO,20,HECO,0,BARE,0
6/9/2022,19N,6,1,21,17,BOGR,2,HECO,33,BOGR,1,BOGR,0
6/9/2022,19N,6,1,24,14,HECO,1,HECO,24,HECO,2,OPPO,0
6/9/2022,19N,6,2,3,38,SIAL,3,SIAL,31,CHLE,1,BOGR,0
6/9/2022,19N,6,2,6,19,BOGR,1,HECO,26,CHLE,1,SPCR,0
6/9/2022,19N,6,2,9,29,CHLE,1,CHLE,29,CHLE,3,CADU,0
6/9/2022,19N,6,2,12,34,CHLE,2,SPCR,32,CHLE,5,CHLE,0
6/9/2022,19N,6,2,15,4,SPCR,0,BARE,34,CHLE,3,CHLE,0
6/9/2022,19N,6,2,18,23,SPCR,2,SPCR,20,CHLE,2,CHLE,0
6/9/2022,19N,6,2,21,25,CHLE,2,EREF,44,CHLE,1,CHLE,0
6/9/2022,19N,6,2,24,42,CHLE,1,CHLE,34,CHLE,2,ARPU,0
6/9/2022,19N,6,3,3,18,CHLE,3,CHLE,18,CHLE,0,BARE,0
6/9/2022,19N,6,3,6,28,CHLE,1,CHLE,32,CHLE,5,CHLE,0
6/9/2022,19N,6,3,9,40,CHLE,2,CHLE,38,CHLE,1,CHLE,0
6/9/2022,19N,6,3,12,38,CHLE,3,CHLE,32,CHLE,3,CHLE,0
6/9/2022,19N,6,3,15,45,CHLE,2,CHLE,54,CHLE,4,CHLE,0
6/9/2022,19N,6,3,18,32,CHLE,2,CHLE,34,CHLE,2,CHLE,0
6/9/2022,19N,6,3,21,30,CHLE,3,SPCR,46,CHLE,1,CHLE,0
6/9/2022,19N,6,3,24,26,SPCR,4,BOGR,44,HECO,1,OPPO,0
6/9/2022,19N,6,4,3,42,CHLE,1,CHLE,12,CHLE,2,EREF,0
6/9/2022,19N,6,4,6,50,CHLE,1,EREF,39,CHLE,1,CHLE,0
6/9/2022,19N,6,4,9,42,SIAL,4,CHLE,44,CHLE,6,CHLE,0
6/9/2022,19N,6,4,12,46,CHLE,2,CHLE,40,CHLE,1,CHLE,0
6/9/2022,19N,6,4,15,47,CHLE,1,CHLE,34,CHLE,6,CHLE,0
6/9/2022,19N,6,4,18,49,CHLE,2,CHLE,64,CHLE,2,CHLE,0
6/9/2022,19N,6,4,21,31,SIAL,1,EREF,44,CHLE,3,CHLE,0
6/9/2022,19N,6,4,24,30,CHLE,1,CHLE,76,CHLE,2,EREF,0
6/16/2022,15E,2,1,3,10,BOGR,1,BOGR,9,VUOC,1,BOGR,0
6/16/2022,15E,2,1,6,6,BOGR,1,BOGR,6,ARPU,1,BOGR,0
6/16/2022,15E,2,1,9,15,PASM,1,PASM,13,VUOC,1,BOGR,0
6/16/2022,15E,2,1,12,8,PASM,1,PASM,16,PASM,3,PASM,0
6/16/2022,15E,2,1,15,15,PASM,1,EREF,9,VUOC,1,VUOC,0
6/16/2022,15E,2,1,18,8,PASM,1,PASM,17,EREF,2,EREF,0
6/16/2022,15E,2,1,21,10,VUOC,1,VUOC,14,VUOC,3,VUOC,0
6/16/2022,15E,2,1,24,3,VUOC,1,VUOC,11,VUOC,2,VUOC,0
6/16/2022,15E,2,2,3,12,BOGR,1,BOGR,11,BOGR,2,BOGR,0
6/16/2022,15E,2,2,6,11,VUOC,1,VUOC,14,VUOC,2,VUOC,0
6/16/2022,15E,2,2,9,24,BOGR,3,BOGR,6,ERNA,2,BOGR,0
6/16/2022,15E,2,2,12,2,BOGR,1,BOGR,4,VUOC,1,BOGR,0
6/16/2022,15E,2,2,15,2,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/16/2022,15E,2,2,18,6,BOGR,1,BOGR,14,VUOC,3,VUOC,0
6/16/2022,15E,2,2,21,0,BARE,0,BARE,11,VUOC,1,BOGR,0
6/16/2022,15E,2,2,24,6,BOGR,2,BOGR,11,BOGR,2,BOGR,0
6/16/2022,15E,2,3,3,14,PASM,2,PASM,29,PASM,2,PASM,0
6/16/2022,15E,2,3,6,2,BOGR,1,BOGR,8,VUOC,1,VUOC,0
6/16/2022,15E,2,3,9,4,BOGR,2,BOGR,13,PASM,1,BOGR,0
6/16/2022,15E,2,3,12,8,VUOC,2,VUOC,12,VUOC,1,PASM,0
6/16/2022,15E,2,3,15,8,PASM,2,PASM,17,VUOC,1,VUOC,0
6/16/2022,15E,2,3,18,2,BOGR,1,BOGR,7,BOGR,3,BOGR,0
6/16/2022,15E,2,3,21,5,BOGR,2,BOGR,2,BOGR,1,BOGR,0
6/16/2022,15E,2,3,24,4,BOGR,2,BOGR,12,PASM,1,PASM,0
6/16/2022,15E,2,4,3,7,VUOC,4,VUOC,19,PASM,2,PASM,0
6/16/2022,15E,2,4,6,36,PASM,2,PASM,16,ELEL,4,ELEL,0
6/16/2022,15E,2,4,9,14,PASM,2,PASM,17,PASM,3,PASM,0
6/16/2022,15E,2,4,12,37,PASM,4,PASM,20,PASM,2,PASM,0
6/16/2022,15E,2,4,15,20,BOGR,2,BOGR,11,VUOC,1,BOGR,0
6/16/2022,15E,2,4,18,8,VUOC,2,VUOC,11,BOGR,1,BOGR,0
6/16/2022,15E,2,4,21,16,VUOC,1,BOGR,1,BOGR,1,BOGR,0
6/16/2022,15E,2,4,24,2,BOGR,1,BOGR,2,BOGR,1,BOGR,0
6/16/2022,15E,3,1,3,4,BOGR,2,BOGR,6,VUOC,1,VUOC,0
6/16/2022,15E,3,1,6,1,BOGR,1,BOGR,9,VUOC,1,VUOC,0
6/16/2022,15E,3,1,9,14,VUOC,2,VUOC,6,BOGR,0,BARE,0
6/16/2022,15E,3,1,12,8,BOGR,1,BOGR,10,VUOC,2,VUOC,0
6/16/2022,15E,3,1,15,8,BOGR,1,VUOC,11,BOGR,1,BOGR,0
6/16/2022,15E,3,1,18,10,BOGR,2,BOGR,13,VUOC,1,CADU,0
6/16/2022,15E,3,1,21,8,VUOC,2,VUOC,10,SPCR,1,BOGR,0
6/16/2022,15E,3,1,24,8,BOGR,3,BOGR,11,CADU,2,VUOC,0
6/16/2022,15E,3,2,3,14,VUOC,2,VUOC,4,BOGR,1,BOGR,0
6/16/2022,15E,3,2,6,7,VUOC,0,BARE,18,EREF,6,EREF,0
6/16/2022,15E,3,2,9,11,VUOC,1,VUOC,9,VUOC,1,VUOC,0
6/16/2022,15E,3,2,12,8,ELEL,1,ELEL,2,BOGR,1,BOGR,0
6/16/2022,15E,3,2,15,2,VUOC,1,BOGR,8,VUOC,1,BOGR,0
6/16/2022,15E,3,2,18,7,VUOC,2,VUOC,11,VUOC,1,VUOC,0
6/16/2022,15E,3,2,21,11,HECO,1,HECO,1,BOGR,1,BOGR,0
6/16/2022,15E,3,2,24,2,BOGR,1,BOGR,3,CADU,1,CADU,0
6/16/2022,15E,3,3,3,12,BOGR,4,OPPO,11,PASM,2,OPPO,0
6/16/2022,15E,3,3,6,4,BOGR,1,BOGR,8,VUOC,1,VUOC,0
6/16/2022,15E,3,3,9,14,VUOC,2,ELEL,12,VUOC,4,OPPO,0
6/16/2022,15E,3,3,12,12,VUOC,1,VUOC,11,VUOC,2,VUOC,0
6/16/2022,15E,3,3,15,4,BOGR,1,BOGR,8,VUOC,1,VUOC,0
6/16/2022,15E,3,3,18,16,SPCR,1,VUOC,12,VUOC,9,ERNA,0
6/16/2022,15E,3,3,21,22,BOGR,1,BOGR,7,VUOC,2,VUOC,0
6/16/2022,15E,3,3,24,11,VUOC,2,BOGR,13,VUOC,3,BOGR,0
6/16/2022,15E,3,4,3,6,VUOC,2,SPCO,3,BOGR,1,BOGR,0
6/16/2022,15E,3,4,6,18,ELEL,8,ELEL,1,BOGR,1,BOGR,0
6/16/2022,15E,3,4,9,3,BOGR,0,BARE,4,SPCO,1,SPCO,0
6/16/2022,15E,3,4,12,10,VUOC,3,BOGR,5,ELEL,1,BOGR,0
6/16/2022,15E,3,4,15,4,BOGR,1,BOGR,13,ARPU,1,ARPU,0
6/16/2022,15E,3,4,18,1,BOGR,1,BOGR,8,SPCO,1,SPCO,0
6/16/2022,15E,3,4,21,4,BOGR,1,BOGR,3,CADU,1,BOGR,0
6/16/2022,15E,3,4,24,9,BOGR,1,BOGR,4,CADU,1,BOGR,0
6/16/2022,15E,4,1,3,13,ARPU,1,ARPU,11,VUOC,1,VUOC,0
6/16/2022,15E,4,1,6,32,PASM,3,OPPO,13,HECO,2,HECO,0
6/16/2022,15E,4,1,9,4,BOGR,1,BOGR,6,VUOC,1,BOGR,0
6/16/2022,15E,4,1,12,2,SPCO,1,SPCO,28,ARPU,2,ARPU,0
6/16/2022,15E,4,1,15,17,BOGR,2,ARFR,19,VUOC,1,ELEL,0
6/16/2022,15E,4,1,18,24,ARFR,1,CADU,11,VUOC,1,BOGR,0
6/16/2022,15E,4,1,21,14,ELEL,2,ELEL,14,BOGR,1,SPCO,0
6/16/2022,15E,4,1,24,12,ARPU,1,ARPU,6,VUOC,1,VUOC,0
6/16/2022,15E,4,2,3,11,VUOC,2,VUOC,8,BOGR,1,BOGR,0
6/16/2022,15E,4,2,6,6,VUOC,1,VUOC,6,VUOC,1,BOGR,0
6/16/2022,15E,4,2,9,6,VUOC,1,VUOC,31,BOGR,1,BOGR,0
6/16/2022,15E,4,2,12,10,VUOC,1,VUOC,6,VUOC,1,VUOC,0
6/16/2022,15E,4,2,15,10,PASM,1,ELEL,15,ELEL,1,ELEL,0
6/16/2022,15E,4,2,18,11,PASM,1,VUOC,20,VUOC,1,CADU,0
6/16/2022,15E,4,2,21,5,HECO,1,OPPO,10,BOGR,1,BOGR,0
6/16/2022,15E,4,2,24,11,VUOC,1,VUOC,11,VUOC,1,VUOC,0
6/16/2022,15E,4,3,3,22,PASM,4,PASM,32,PASM,2,VUOC,0
6/16/2022,15E,4,3,6,16,VUOC,1,VUOC,24,PASM,3,PASM,0
6/16/2022,15E,4,3,9,16,PASM,6,OPPO,12,HECO,4,OPPO,0
6/16/2022,15E,4,3,12,16,PASM,2,PASM,30,PASM,4,PASM,0
6/16/2022,15E,4,3,15,4,BOGR,1,BOGR,6,VUOC,2,VUOC,0
6/16/2022,15E,4,3,18,20,HECO,8,HECO,15,HECO,2,HECO,0
6/16/2022,15E,4,3,21,21,BOGR,8,BOGR,29,PASM,4,PASM,0
6/16/2022,15E,4,3,24,10,BOGR,2,BOGR,7,VUOC,1,BOGR,0
6/16/2022,15E,4,4,3,20,BOGR,2,BOGR,14,VUOC,1,SPCO,0
6/16/2022,15E,4,4,6,3,SPCO,2,SPCO,26,PASM,1,ELEL,0
6/16/2022,15E,4,4,9,18,PASM,5,PASM,22,PASM,2,OPPO,0
6/16/2022,15E,4,4,12,18,PASM,1,PASM,29,PASM,2,PASM,0
6/16/2022,15E,4,4,15,20,PASM,2,PASM,20,PASM,3,PASM,0
6/16/2022,15E,4,4,18,18,PASM,2,PASM,30,PASM,2,PASM,0
6/16/2022,15E,4,4,21,20,PASM,2,OPPO,20,PASM,3,OPPO,0
6/16/2022,15E,4,4,24,14,VUOC,2,VUOC,11,VUOC,1,VUOC,0
6/14/2022,CN,3,1,3,4,BOGR,1,BOGR,4,BOGR,2,SAIB,0
6/14/2022,CN,3,1,6,3,SPCO,1,SPCO,3,SAIB,1,SAIB,0
6/14/2022,CN,3,1,9,0,BARE,0,BARE,0,BARE,0,BARE,0
6/14/2022,CN,3,1,12,1,BOGR,1,BOGR,1,LARE,1,LARE,0
6/14/2022,CN,3,1,15,0,BARE,0,BARE,0,BARE,0,BARE,0
6/14/2022,CN,3,1,18,0,BARE,0,BARE,1,LARE,1,LARE,0
6/14/2022,CN,3,1,21,3,CADU,1,CADU,0,BARE,0,BARE,0
6/14/2022,CN,3,1,24,1,BOGR,1,BOGR,2,BOGR,1,BOGR,0
6/14/2022,CN,3,2,3,5,CRMI,1,CRMI,8,PASM,1,PASM,0
6/14/2022,CN,3,2,6,3,ARFR,1,ARFR,10,PASM,1,PASM,0
6/14/2022,CN,3,2,9,0,BARE,0,BARE,4,PASM,1,BUDA,0
6/14/2022,CN,3,2,12,8,PASM,2,PASM,10,GUSA,4,GUSA,0
6/14/2022,CN,3,2,15,10,PASM,1,PASM,14,PASM,4,ARFR,0
6/14/2022,CN,3,2,18,8,OPPO,4,OPPO,9,BOGR,3,OPPO,0
6/14/2022,CN,3,2,21,4,GUSA,1,gusa,7,CADU,2,OPPO,0
6/14/2022,CN,3,2,24,8,CADU,1,CADU,11,CHLE,1,CHLE,0
6/14/2022,CN,3,3,3,6,LARE,1,LARE,8,CHLE,1,LARE,0
6/14/2022,CN,3,3,6,2,LARE,1,LARE,9,CHLE,2,CHLE,0
6/14/2022,CN,3,3,9,16,CHLE,5,OPPO,14,CHLE,5,OPPO,0
6/14/2022,CN,3,3,12,10,CHLE,3,OPPO,11,PASM,1,PASM,0
6/14/2022,CN,3,3,15,12,CHLE,1,OPPO,6,CHLE,2,CHLE,0
6/14/2022,CN,3,3,18,3,LARE,1,LARE,8,CHLE,2,LARE,0
6/14/2022,CN,3,3,21,1,CHLE,1,CHLE,5,CHLE,1,CHLE,0
6/14/2022,CN,3,3,24,4,CHLE,1,CHLE,6,CHLE,2,CHLE,0
6/14/2022,CN,3,4,3,7,PASM,2,PASM,10,CHLE,3,OPPO,0
