Year,SamplingDate,Season,Pasture,Plot,Transect,Distance,High East,EastHighSpp,Low East,EastLowSpp,High West,WestHighSpp,Low West,WestLowSpp,MeanHigh,MeanLow
2021,10/18/2021,fall,28N,2,2,12,14,HECO,2,HECO,13,PASM,1,PASM,13.5,1.5
2021,10/18/2021,fall,28N,2,2,15,18,PASM,1,BOGR,8,PASM,1,PASM,13,1
2021,10/18/2021,fall,28N,2,2,18,2,BUDA,1,BUDA,2,BUDA,1,BUDA,2,1
2021,10/18/2021,fall,28N,2,2,21,2,BUDA,1,BUDA,5,BUDA,2,BUDA,3.5,1.5
2021,10/18/2021,fall,28N,2,2,24,2,BUDA,1,BUDA,4,BUDA,1,BUDA,3,1
2021,10/18/2021,fall,28N,2,3,3,22,ELEL,3,ELEL,14,VUOC,2,BUDA,18,2.5
2021,10/18/2021,fall,28N,2,3,6,5,VUOC,1,BUDA,15,VUOC,3,VUOC,10,2
2021,10/18/2021,fall,28N,2,3,9,28,VUOC,4,VUOC,15,VUOC,4,VUOC,21.5,4
2021,10/18/2021,fall,28N,2,3,12,12,VUOC,3,VUOC,31,PASM,2,VUOC,21.5,2.5
2021,10/18/2021,fall,28N,2,3,15,8,PASM,2,PASM,8,PASM,1,PASM,8,1.5
2021,10/18/2021,fall,28N,2,3,18,12,VUOC,1,BUDA,8,PASM,1,VUOC,10,1
2021,10/18/2021,fall,28N,2,3,21,10,VUOC,1,BUDA,29,PASM,2,PASM,19.5,1.5
2021,10/18/2021,fall,28N,2,3,24,4,BUDA,1,BUDA,15,VUOC,2,BUDA,9.5,1.5
2021,10/18/2021,fall,28N,2,4,3,39,HECO,1,HECO,21,HECO,1,HECO,30,1
2021,10/18/2021,fall,28N,2,4,6,24,HECO,2,HECO,28,HECO,1,HECO,26,1.5
2021,10/18/2021,fall,28N,2,4,9,26,PASM,2,PASM,28,HECO,1,HECO,27,1.5
2021,10/18/2021,fall,28N,2,4,12,28,HECO,2,HECO,25,HECO,2,HECO,26.5,2
2021,10/18/2021,fall,28N,2,4,15,4,HECO,1,HECO,4,HECO,1,HECO,4,1
2021,10/18/2021,fall,28N,2,4,18,6,HECO,0,HECO,4,HECO,1,HECO,5,0.5
2021,10/18/2021,fall,28N,2,4,21,3,HECO,1,HECO,13,VUOC,1,VUOC,8,1
2021,10/18/2021,fall,28N,2,4,24,6,VUOC,2,BUDA,11,HECO,1,HECO,8.5,1.5
2021,10/12/2021,fall,25NW,1,1,3,17,PASM,2,PASM,16,PASM,1,PASM,16.5,1.5
2021,10/12/2021,fall,25NW,1,1,6,21,BOGR,1,BUDA,25,BOGR,2,BOGR,23,1.5
2021,10/12/2021,fall,25NW,1,1,9,15,BOGR,2,BOGR,15,BRTE,3,BUDA,15,2.5
2021,10/12/2021,fall,25NW,1,1,12,37,BOGR,1,BOGR,37,BOGR,4,BOGR,37,2.5
2021,10/12/2021,fall,25NW,1,1,15,24,BOGR,1,BOGR,10,BOGR,3,BOGR,17,2
2021,10/12/2021,fall,25NW,1,1,18,22,BOGR,1,BOGR,28,BOGR,2,BOGR,25,1.5
2021,10/12/2021,fall,25NW,1,1,21,16,BOGR,2,BOGR,28,BOGR,2,BOGR,22,2
2021,10/12/2021,fall,25NW,1,1,24,15,BOGR,1,BOGR,8,BOGR,2,BOGR,11.5,1.5
2021,10/12/2021,fall,25NW,1,2,3,39,BOGR,1,BOGR,48,BOGR,4,BOGR,43.5,2.5
2021,10/12/2021,fall,25NW,1,2,6,40,BOGR,1,BOGR,41,BOGR,2,BOGR,40.5,1.5
2021,10/12/2021,fall,25NW,1,2,9,39,BOGR,1,BOGR,32,BOGR,1,BOGR,35.5,1
2021,10/12/2021,fall,25NW,1,2,12,47,BOGR,2,BOGR,45,BOGR,2,BOGR,46,2
2021,10/12/2021,fall,25NW,1,2,15,34,BOGR,1,BOGR,42,BOGR,3,BOGR,38,2
2021,10/12/2021,fall,25NW,1,2,18,16,BOGR,3,BOGR,35,BOGR,4,BOGR,25.5,3.5
2021,10/12/2021,fall,25NW,1,2,21,31,BOGR,2,BOGR,37,BOGR,1,BOGR,34,1.5
2021,10/12/2021,fall,25NW,1,2,24,22,BOGR,1,BOGR,28,BOGR,1,BUDA,25,1
2021,10/12/2021,fall,25NW,1,3,3,3,BUDA,1,BUDA,11,BOGR,2,BUDA,7,1.5
2021,10/12/2021,fall,25NW,1,3,6,17,BOGR,2,BUDA,2,BUDA,1,BUDA,9.5,1.5
2021,10/12/2021,fall,25NW,1,3,9,3,CADU,1,BUDA,3,BUDA,2,BUDA,3,1.5
2021,10/12/2021,fall,25NW,1,3,12,4,BUDA,1,BUDA,10,VUOC,1,BUDA,7,1
2021,10/12/2021,fall,25NW,1,3,15,5,BUDA,2,BUDA,6,VUOC,1,BUDA,5.5,1.5
2021,10/12/2021,fall,25NW,1,3,18,7,BOGR,0,bare,0,bare,0,bare,3.5,0
2021,10/12/2021,fall,25NW,1,3,21,6,VUOC,1,BUDA,8,VUOC,1,BUDA,7,1
2021,10/12/2021,fall,25NW,1,3,24,8,BOGR,1,BUDA,11,VUOC,1,BUDA,9.5,1
2021,10/12/2021,fall,25NW,1,4,3,26,BOGR,2,BOGR,27,BOGR,2,BOGR,26.5,2
2021,10/12/2021,fall,25NW,1,4,6,30,BOGR,2,BOGR,22,BOGR,1,BOGR,26,1.5
2021,10/12/2021,fall,25NW,1,4,9,23,BOGR,2,BOGR,36,BOGR,3,BOGR,29.5,2.5
2021,10/12/2021,fall,25NW,1,4,12,11,VUOC,1,BOGR,21,BOGR,2,BOGR,16,1.5
2021,10/12/2021,fall,25NW,1,4,15,10,BOGR,2,BOGR,4,CRMI,1,BOGR,7,1.5
2021,10/12/2021,fall,25NW,1,4,18,7,BOGR,2,BOGR,15,BOGR,2,BOGR,11,2
2021,10/12/2021,fall,25NW,1,4,21,4,BOGR,2,BOGR,4,BOGR,2,BOGR,4,2
2021,10/12/2021,fall,25NW,1,4,24,0,bare,0,bare,7,BOGR,0,bare,3.5,0
2021,10/12/2021,fall,25NW,2,1,3,29,BOGR,3,BOGR,39,BOGR,5,BOGR,34,4
2021,10/12/2021,fall,25NW,2,1,6,43,SPCR,5,BOGR,44,BOGR,2,BOGR,43.5,3.5
2021,10/12/2021,fall,25NW,2,1,9,45,PASM,2,eref,27,PASM,1,PASM,36,1.5
2021,10/12/2021,fall,25NW,2,1,12,30,BOGR,3,CAFI,29,PASM,1,CRMI,29.5,2
2021,10/12/2021,fall,25NW,2,1,15,33,BOGR,4,BOGR,44,PASM,2,ARPU,38.5,3
2021,10/12/2021,fall,25NW,2,1,18,40,PASM,2,PASM,47,PASM,2,PASM,43.5,2
2021,10/12/2021,fall,25NW,2,1,21,25,BOGR,4,ARPU,9,BOGR,2,BOGR,17,3
2021,10/12/2021,fall,25NW,2,1,24,36,BOGR,2,PASM,24,PASM,2,PASM,30,2
2021,10/12/2021,fall,25NW,2,2,3,27,PASM,1,PASM,32,PASM,1,PASM,29.5,1
2021,10/12/2021,fall,25NW,2,2,6,33,PASM,1,PASM,34,PASM,1,PASM,33.5,1
2021,10/12/2021,fall,25NW,2,2,9,32,HECO,1,PASM,30,BOGR,1,BOGR,31,1
2021,10/12/2021,fall,25NW,2,2,12,24,BOGR,2,BOGR,38,bogr,1,BOGR,31,1.5
2021,10/12/2021,fall,25NW,2,2,15,30,BOGR,3,BOGR,22,PASM,1,PASM,26,2
2021,10/12/2021,fall,25NW,2,2,18,44,PASM,1,BOGR,52,PASM,1,PASM,48,1
2021,10/12/2021,fall,25NW,2,2,21,40,PASM,1,PASM,24,PASM,1,PASM,32,1
2021,10/12/2021,fall,25NW,2,2,24,38,PASM,1,PASM,42,HECO,2,HECO,40,1.5
2021,10/12/2021,fall,25NW,2,3,3,28,BOGR,1,PASM,12,PASM,1,PASM,20,1
2021,10/12/2021,fall,25NW,2,3,6,15,PASM,1,BOGR,11,PASM,3,BUDA,13,2
2021,10/12/2021,fall,25NW,2,3,9,4,BUDA,1,BUDA,22,BOGR,1,BOGR,13,1
2021,10/12/2021,fall,25NW,2,3,12,22,BOGR,3,OPPO,15,PASM,2,BOGR,18.5,2.5
2021,10/12/2021,fall,25NW,2,3,15,17,PASM,1,PASM,23,BOGR,2,PASM,20,1.5
2021,10/12/2021,fall,25NW,2,3,18,26,PASM,1,BOGR,17,PASM,3,BOGR,21.5,2
2021,10/12/2021,fall,25NW,2,3,21,18,BOGR,1,BOGR,5,BOGR,1,BOGR,11.5,1
2021,10/12/2021,fall,25NW,2,3,24,29,BOGR,2,BOGR,17,PASM,3,PASM,23,2.5
2021,10/12/2021,fall,25NW,2,4,3,25,PASM,1,PASM,21,PASM,1,BOGR,23,1
2021,10/12/2021,fall,25NW,2,4,6,39,PASM,2,PASM,36,PASM,3,PASM,37.5,2.5
2021,10/12/2021,fall,25NW,2,4,9,28,SPCR,3,PASM,56,PASM,6,PASM,42,4.5
2021,10/12/2021,fall,25NW,2,4,12,25,PASM,3,PASM,47,PASM,4,PASM,36,3.5
2021,10/12/2021,fall,25NW,2,4,15,33,PASM,5,PASM,48,PASM,8,PASM,40.5,6.5
2021,10/12/2021,fall,25NW,2,4,18,38,PASM,3,PASM,9,PASM,4,VUOC,23.5,3.5
2021,10/12/2021,fall,25NW,2,4,21,38,PASM,2,VUOC,21,PASM,3,VUOC,29.5,2.5
2021,10/12/2021,fall,25NW,2,4,24,25,BOGR,1,VUOC,15,BOGR,4,VUOC,20,2.5
2021,10/14/2021,fall,25NW,3,1,3,29,PASM,4,PASM,41,ARPU,3,PASM,35,3.5
2021,10/14/2021,fall,25NW,3,1,6,36,PASM,2,PASM,34,PASM,2,PASM,35,2
2021,10/14/2021,fall,25NW,3,1,9,20,PASM,1,PASM,28,PASM,1,PASM,24,1
2021,10/14/2021,fall,25NW,3,1,12,31,PASM,1,PASM,36,PASM,1,PASM,33.5,1
2021,10/14/2021,fall,25NW,3,1,15,21,PASM,1,PASM,54,PASM,1,PASM,37.5,1
2021,10/14/2021,fall,25NW,3,1,18,15,BOGR,1,BOGR,20,PASM,1,PASM,17.5,1
2021,10/14/2021,fall,25NW,3,1,21,43,SPCR,6,BOGR,51,BOGR,4,BOGR,47,5
2021,10/14/2021,fall,25NW,3,1,24,29,HECO,1,BOGR,17,VUOC,1,VUOC,23,1
2021,10/14/2021,fall,25NW,3,2,3,29,BOGR,2,BOGR,1,BOGR,0,bare,15,1
2021,10/14/2021,fall,25NW,3,2,6,8,BOGR,2,BOGR,13,SPCR,1,BOGR,10.5,1.5
2021,10/14/2021,fall,25NW,3,2,9,10,BOGR,1,BOGR,5,BOGR,2,BOGR,7.5,1.5
2021,10/14/2021,fall,25NW,3,2,12,27,BOGR,1,BOGR,38,BOGR,3,BOGR,32.5,2
2021,10/14/2021,fall,25NW,3,2,15,16,VUOC,2,BOGR,18,BOGR,2,BOGR,17,2
2021,10/14/2021,fall,25NW,3,2,18,22,BOGR,2,BOGR,31,BOGR,2,BOGR,26.5,2
2021,10/14/2021,fall,25NW,3,2,21,59,BOGR,4,BOGR,34,BOGR,2,BOGR,46.5,3
2021,10/14/2021,fall,25NW,3,2,24,36,BOGR,4,BOGR,48,BOGR,4,BOGR,42,4
2021,10/14/2021,fall,25NW,3,3,3,38,BOGR,2,BOGR,19,BOGR,3,BOGR,28.5,2.5
2021,10/14/2021,fall,25NW,3,3,6,30,BOGR,2,BOGR,21,BOGR,0,bare,25.5,1
2021,10/14/2021,fall,25NW,3,3,9,37,BOGR,4,BOGR,34,BOGR,3,BOGR,35.5,3.5
2021,10/14/2021,fall,25NW,3,3,12,38,BOGR,2,BOGR,31,BOGR,2,BOGR,34.5,2
2021,10/14/2021,fall,25NW,3,3,15,40,BOGR,3,BOGR,38,BOGR,2,BOGR,39,2.5
2021,10/14/2021,fall,25NW,3,3,18,35,PASM,2,PASM,51,BOGR,3,BOGR,43,2.5
2021,10/14/2021,fall,25NW,3,3,21,30,BOGR,5,EREF,34,BOGR,7,BOGR,32,6
2021,10/14/2021,fall,25NW,3,3,24,37,BOGR,4,BOGR,46,BOGR,4,BOGR,41.5,4
2021,10/14/2021,fall,25NW,3,4,3,24,BOGR,3,BOGR,35,BOGR,1,BOGR,29.5,2
2021,10/14/2021,fall,25NW,3,4,6,7,BOGR,1,BOGR,42,PASM,2,BOGR,24.5,1.5
2021,10/14/2021,fall,25NW,3,4,9,32,BOGR,2,BOGR,57,PASM,2,PASM,44.5,2
2021,10/14/2021,fall,25NW,3,4,12,33,BOGR,1,BOGR,5,BOGR,2,BOGR,19,1.5
2021,10/14/2021,fall,25NW,3,4,15,58,SPCR,2,BOGR,12,PASM,1,BOGR,35,1.5
2021,10/14/2021,fall,25NW,3,4,18,13,PASM,1,PASM,24,PASM,3,PASM,18.5,2
2021,10/14/2021,fall,25NW,3,4,21,48,PASM,2,PASM,34,BOGR,1,BOGR,41,1.5
2021,10/14/2021,fall,25NW,3,4,24,22,BOGR,1,BOGR,49,PASM,1,PASM,35.5,1
2021,10/14/2021,fall,25NW,4,1,3,36,BOGR,2,BOGR,31,BOGR,3,BOGR,33.5,2.5
2021,10/14/2021,fall,25NW,4,1,6,43,BOGR,3,BOGR,32,BOGR,3,BOGR,37.5,3
2021,10/14/2021,fall,25NW,4,1,9,33,BOGR,3,VUOC,42,BOGR,5,BOGR,37.5,4
2021,10/14/2021,fall,25NW,4,1,12,33,BOGR,1,BOGR,37,BOGR,3,BOGR,35,2
2021,10/14/2021,fall,25NW,4,1,15,38,BOGR,3,BOGR,44,BOGR,3,BOGR,41,3
2021,10/14/2021,fall,25NW,4,1,18,35,BOGR,3,BOGR,31,BOGR,1,BOGR,33,2
2021,10/14/2021,fall,25NW,4,1,21,30,BOGR,1,BOGR,14,BOGR,1,BOGR,22,1
2021,10/14/2021,fall,25NW,4,1,24,38,BOGR,3,BOGR,40,BOGR,4,BOGR,39,3.5
2021,10/14/2021,fall,25NW,4,2,3,42,BOGR,3,BOGR,21,BOGR,1,BOGR,31.5,2
2021,10/14/2021,fall,25NW,4,2,6,33,PASM,3,PASM,35,BOGR,2,BOGR,34,2.5
2021,10/14/2021,fall,25NW,4,2,9,28,BOGR,1,BOGR,62,PASM,3,PASM,45,2
2021,10/14/2021,fall,25NW,4,2,12,37,PASM,1,BOGR,16,BOGR,1,BOGR,26.5,1
2021,10/14/2021,fall,25NW,4,2,15,38,PASM,1,PASM,40,PASM,4,PASM,39,2.5
2021,10/14/2021,fall,25NW,4,2,18,38,PASM,2,PASM,36,PASM,5,PASM,37,3.5
2021,10/14/2021,fall,25NW,4,2,21,43,BOGR,2,BOGR,44,PASM,6,BOGR,43.5,4
2021,10/14/2021,fall,25NW,4,2,24,50,PASM,4,PASM,50,PASM,10,PASM,50,7
2021,10/14/2021,fall,25NW,4,3,3,10,BOGR,1,CADU,15,BOGR,2,CADU,12.5,1.5
2021,10/14/2021,fall,25NW,4,3,6,36,PASM,2,PASM,19,BOGR,4,PASM,27.5,3
2021,10/14/2021,fall,25NW,4,3,9,43,BOGR,2,PASM,17,PASM,2,PASM,30,2
2021,10/14/2021,fall,25NW,4,3,12,42,PASM,0,bare,26,PASM,1,PASM,34,0.5
2021,10/14/2021,fall,25NW,4,3,15,47,PASM,2,PASM,51,PASM,4,PASM,49,3
2021,10/14/2021,fall,25NW,4,3,18,49,PASM,3,PASM,45,PASM,3,PASM,47,3
2021,10/14/2021,fall,25NW,4,3,21,38,PASM,1,PASM,46,BOGR,1,PASM,42,1
2021,10/14/2021,fall,25NW,4,3,24,49,PASM,7,PASM,52,HECO,5,PASM,50.5,6
2021,10/14/2021,fall,25NW,4,4,3,23,BOGR,1,PASM,36,BOGR,2,BOGR,29.5,1.5
2021,10/14/2021,fall,25NW,4,4,6,46,HECO,2,CADU,8,CADU,1,CADU,27,1.5
2021,10/14/2021,fall,25NW,4,4,9,34,BOGR,1,BOGR,42,BOGR,1,BOGR,38,1
2021,10/14/2021,fall,25NW,4,4,12,43,BOGR,1,BOGR,13,SAIB,1,BOGR,28,1
2021,10/14/2021,fall,25NW,4,4,15,39,BOGR,5,BOGR,27,BOGR,1,VUOC,33,3
2021,10/14/2021,fall,25NW,4,4,18,30,BOGR,1,EREF,27,BOGR,1,BOGR,28.5,1
2021,10/14/2021,fall,25NW,4,4,21,34,BOGR,1,BOGR,20,BOGR,1,BOGR,27,1
2021,10/14/2021,fall,25NW,4,4,24,7,CADU,1,CADU,29,BOGR,3,BOGR,18,2
2021,10/14/2021,fall,26E,1,1,3,12,BOGR,1,BOGR,15,BOGR,2,BOGR,13.5,1.5
2021,10/14/2021,fall,26E,1,1,6,16,BOGR,3,BOGR,12,BOGR,1,BOGR,14,2
2021,10/14/2021,fall,26E,1,1,9,18,BOGR,3,BOGR,16,BOGR,2,BOGR,17,2.5
2021,10/14/2021,fall,26E,1,1,12,9,BOGR,2,BOGR,13,THFI,1,BOGR,11,1.5
2021,10/14/2021,fall,26E,1,1,15,14,BOGR,1,BOGR,4,BOGR,1,BOGR,9,1
2021,10/14/2021,fall,26E,1,1,18,24,BOGR,1,BOGR,17,BOGR,1,BOGR,20.5,1
2021,10/14/2021,fall,26E,1,1,21,15,BOGR,3,BOGR,22,BOGR,3,BOGR,18.5,3
2021,10/14/2021,fall,26E,1,1,24,18,BOGR,2,BOGR,11,BOGR,1,BOGR,14.5,1.5
2021,10/14/2021,fall,26E,1,2,3,56,PASM,1,PASM,37,PASM,3,PASM,46.5,2
2021,10/14/2021,fall,26E,1,2,6,29,BOGR,3,BOGR,41,PASM,2,PASM,35,2.5
2021,10/14/2021,fall,26E,1,2,9,46,BOGR,3,PASM,39,SPCR,5,PASM,42.5,4
2021,10/14/2021,fall,26E,1,2,12,18,BOGR,4,BOGR,17,BOGR,3,BOGR,17.5,3.5
2021,10/14/2021,fall,26E,1,2,15,22,BOGR,2,BOGR,14,BOGR,3,BOGR,18,2.5
2021,10/14/2021,fall,26E,1,2,18,26,BOGR,2,PASM,31,BOGR,3,BOGR,28.5,2.5
2021,10/14/2021,fall,26E,1,2,21,32,BOGR,4,BOGR,24,BOGR,5,BOGR,28,4.5
2021,10/14/2021,fall,26E,1,2,24,33,PASM,2,PASM,28,BOGR,3,BOGR,30.5,2.5
2021,10/14/2021,fall,26E,1,3,3,28,BOGR,4,BOGR,6,BOGR,1,BOGR,17,2.5
2021,10/14/2021,fall,26E,1,3,6,0,bare,0,bare,20,BOGR,0,bare,10,0
2021,10/14/2021,fall,26E,1,3,9,24,BOGR,2,BOGR,36,BOGR,2,BOGR,30,2
2021,10/14/2021,fall,26E,1,3,12,12,SPCR,1,BOGR,26,BOGR,2,BOGR,19,1.5
2021,10/14/2021,fall,26E,1,3,15,17,BOGR,2,BOGR,10,BOGR,1,BOGR,13.5,1.5
2021,10/14/2021,fall,26E,1,3,18,29,BOGR,4,THFI,29,BOGR,4,BOGR,29,4
2021,10/14/2021,fall,26E,1,3,21,4,BOGR,2,BOGR,32,BOGR,2,BOGR,18,2
2021,10/14/2021,fall,26E,1,3,24,30,BOGR,2,BOGR,26,BOGR,3,BOGR,28,2.5
2021,10/14/2021,fall,26E,1,4,3,35,BOGR,3,BOGR,38,BOGR,3,BOGR,36.5,3
2021,10/14/2021,fall,26E,1,4,6,40,BOGR,5,BOGR,39,BOGR,2,BOGR,39.5,3.5
2021,10/14/2021,fall,26E,1,4,9,38,BOGR,5,BOGR,39,BOGR,3,BOGR,38.5,4
2021,10/14/2021,fall,26E,1,4,12,44,BOGR,5,BOGR,38,BOGR,2,VUOC,41,3.5
2021,10/14/2021,fall,26E,1,4,15,26,BOGR,3,BOGR,28,BOGR,3,VUOC,27,3
2021,10/14/2021,fall,26E,1,4,18,30,BOGR,3,BOGR,43,BOGR,5,BOGR,36.5,4
2021,10/14/2021,fall,26E,1,4,21,48,BOGR,4,BOGR,45,BOGR,6,BOGR,46.5,5
2021,10/14/2021,fall,26E,1,4,24,30,BOGR,3,BOGR,32,BOGR,4,BOGR,31,3.5
2021,10/14/2021,fall,26E,2,1,3,61,PASM,3,PASM,55,PASM,3,PASM,58,3
2021,10/14/2021,fall,26E,2,1,6,50,PASM,3,PASM,55,PASM,4,PASM,52.5,3.5
2021,10/14/2021,fall,26E,2,1,9,56,PASM,3,ARFR,35,BOGR,4,BOGR,45.5,3.5
2021,10/14/2021,fall,26E,2,1,12,29,BOGR,1,BOGR,29,BOGR,1,BOGR,29,1
2021,10/14/2021,fall,26E,2,1,15,38,HECO,3,BOGR,65,HECO,5,HECO,51.5,4
2021,10/14/2021,fall,26E,2,1,18,38,BOGR,4,BOGR,39,BOGR,1,BOGR,38.5,2.5
2021,10/14/2021,fall,26E,2,1,21,26,PASM,1,SAIB,25,BOGR,1,BOGR,25.5,1
2021,10/14/2021,fall,26E,2,1,24,42,PASM,2,BOGR,25,BOGR,1,BOGR,33.5,1.5
2021,10/14/2021,fall,26E,2,2,3,43,PASM,2,PASM,44,PASM,1,PASM,43.5,1.5
2021,10/14/2021,fall,26E,2,2,6,30,PASM,2,BOGR,27,PASM,2,PASM,28.5,2
2021,10/14/2021,fall,26E,2,2,9,23,BOGR,2,BOGR,25,BOGR,4,PASM,24,3
2021,10/14/2021,fall,26E,2,2,12,32,BOGR,3,BOGR,27,BOGR,1,BOGR,29.5,2
2021,10/14/2021,fall,26E,2,2,15,21,BOGR,1,BOGR,26,BOGR,2,BOGR,23.5,1.5
2021,10/14/2021,fall,26E,2,2,18,24,BOGR,2,BOGR,15,BOGR,2,BOGR,19.5,2
2021,10/14/2021,fall,26E,2,2,21,22,BOGR,2,BUDA,17,BOGR,1,BOGR,19.5,1.5
2021,10/14/2021,fall,26E,2,2,24,28,BOGR,1,BOGR,22,BOGR,2,BOGR,25,1.5
2021,10/14/2021,fall,26E,2,3,3,30,BOGR,2,BOGR,18,BOGR,2,BOGR,24,2
2021,10/14/2021,fall,26E,2,3,6,24,BOGR,0,bare,34,BOGR,3,BOGR,29,1.5
2021,10/14/2021,fall,26E,2,3,9,33,BOGR,4,BOGR,35,BOGR,6,SPCO,34,5
2021,10/14/2021,fall,26E,2,3,12,18,BOGR,2,BOGR,48,SPCR,6,ARPU,33,4
2021,10/14/2021,fall,26E,2,3,15,15,BOGR,2,BOGR,20,BOGR,2,BOGR,17.5,2
2021,10/14/2021,fall,26E,2,3,18,29,BOGR,2,BOGR,25,BOGR,2,THFI,27,2
2021,10/14/2021,fall,26E,2,3,21,26,BOGR,4,BOGR,24,BOGR,2,BOGR,25,3
2021,10/14/2021,fall,26E,2,3,24,10,BOGR,2,BOGR,9,BOGR,3,BOGR,9.5,2.5
2021,10/14/2021,fall,26E,2,4,3,46,HECO,3,BOGR,46,BOGR,5,BOGR,46,4
2021,10/14/2021,fall,26E,2,4,6,24,BOGR,1,BOGR,36,BOGR,1,BOGR,30,1
2021,10/14/2021,fall,26E,2,4,9,28,BOGR,5,BOGR,26,BOGR,5,BOGR,27,5
2021,10/14/2021,fall,26E,2,4,12,45,BOGR,3,BOGR,34,BOGR,2,BOGR,39.5,2.5
2021,10/14/2021,fall,26E,2,4,15,29,BOGR,1,BOGR,21,BOGR,1,BOGR,25,1
2021,10/14/2021,fall,26E,2,4,18,30,BOGR,3,BOGR,25,BOGR,4,BOGR,27.5,3.5
2021,10/14/2021,fall,26E,2,4,21,32,BOGR,3,BOGR,29,BOGR,1,BOGR,30.5,2
2021,10/14/2021,fall,26E,2,4,24,19,BOGR,1,BOGR,18,BOGR,2,BOGR,18.5,1.5
2021,10/14/2021,fall,26E,3,1,3,39,BOGR,5,BOGR,48,BOGR,7,BOGR,43.5,6
2021,10/14/2021,fall,26E,3,1,6,32,BOGR,3,BOGR,28,BOGR,2,BOGR,30,2.5
2021,10/14/2021,fall,26E,3,1,9,38,BOGR,3,BOGR,38,BOGR,4,BOGR,38,3.5
2021,10/14/2021,fall,26E,3,1,12,40,BOGR,1,BOGR,37,BOGR,3,BOGR,38.5,2
2021,10/14/2021,fall,26E,3,1,15,35,BOGR,3,BOGR,39,BOGR,3,BOGR,37,3
2021,10/14/2021,fall,26E,3,1,18,26,BOGR,1,BOGR,33,BOGR,3,BOGR,29.5,2
2021,10/14/2021,fall,26E,3,1,21,46,BOGR,1,BOGR,31,BOGR,3,BOGR,38.5,2
2021,10/14/2021,fall,26E,3,1,24,31,BOGR,2,BOGR,28,BOGR,2,VUOC,29.5,2
2021,10/14/2021,fall,26E,3,2,3,26,BOGR,4,BOGR,25,BOGR,3,BOGR,25.5,3.5
2021,10/14/2021,fall,26E,3,2,6,30,BOGR,2,BOGR,25,BOGR,4,BOGR,27.5,3
2021,10/14/2021,fall,26E,3,2,9,23,BOGR,5,BOGR,31,BOGR,2,BOGR,27,3.5
2021,10/14/2021,fall,26E,3,2,12,41,BOGR,4,BOGR,33,BOGR,2,BOGR,37,3
2021,10/14/2021,fall,26E,3,2,15,34,BOGR,2,BOGR,35,BOGR,3,BOGR,34.5,2.5
2021,10/14/2021,fall,26E,3,2,18,26,BOGR,6,BOGR,35,BOGR,4,BOGR,30.5,5
2021,10/14/2021,fall,26E,3,2,21,34,BOGR,5,BOGR,27,BOGR,4,BOGR,30.5,4.5
2021,10/14/2021,fall,26E,3,2,24,37,BOGR,6,BOGR,19,BOGR,2,BOGR,28,4
2021,10/14/2021,fall,26E,3,3,3,24,BOGR,3,BOGR,43,BOGR,5,BOGR,33.5,4
2021,10/14/2021,fall,26E,3,3,6,35,BOGR,4,BOGR,42,BOGR,8,BOGR,38.5,6
2021,10/14/2021,fall,26E,3,3,9,30,BOGR,4,BOGR,36,BOGR,7,BOGR,33,5.5
2021,10/14/2021,fall,26E,3,3,12,22,BOGR,3,BOGR,31,BOGR,1,BOGR,26.5,2
2021,10/14/2021,fall,26E,3,3,15,19,BOGR,2,BOGR,34,BOGR,2,BOGR,26.5,2
2021,10/14/2021,fall,26E,3,3,18,33,BOGR,3,BOGR,35,BOGR,2,BOGR,34,2.5
2021,10/14/2021,fall,26E,3,3,21,14,BOGR,2,BOGR,29,BOGR,3,BOGR,21.5,2.5
2021,10/14/2021,fall,26E,3,3,24,25,BOGR,1,BOGR,25,BOGR,4,BOGR,25,2.5
2021,10/14/2021,fall,26E,3,4,3,23,BOGR,2,BOGR,29,BOGR,2,BOGR,26,2
2021,10/14/2021,fall,26E,3,4,6,18,BOGR,5,BOGR,36,BOGR,3,BOGR,27,4
2021,10/14/2021,fall,26E,3,4,9,23,BOGR,2,BOGR,28,BOGR,3,VUOC,25.5,2.5
2021,10/14/2021,fall,26E,3,4,12,25,BOGR,1,BOGR,13,VUOC,1,BOGR,19,1
2021,10/14/2021,fall,26E,3,4,15,17,VUOC,3,VUOC,22,BOGR,3,VUOC,19.5,3
2021,10/14/2021,fall,26E,3,4,18,29,BOGR,5,VUOC,28,PSTE,5,PSTE,28.5,5
2021,10/14/2021,fall,26E,3,4,21,33,BOGR,5,BOGR,35,BOGR,1,VUOC,34,3
2021,10/14/2021,fall,26E,3,4,24,28,BOGR,1,VUOC,31,BOGR,3,BOGR,29.5,2
2021,10/14/2021,fall,26E,4,1,3,28,BOGR,1,BOGR,16,BOGR,2,BOGR,22,1.5
2021,10/14/2021,fall,26E,4,1,6,10,BOGR,1,BOGR,8,BOGR,1,BOGR,9,1
2021,10/14/2021,fall,26E,4,1,9,21,BOGR,1,BOGR,16,BOGR,1,BOGR,18.5,1
2021,10/14/2021,fall,26E,4,1,12,27,BOGR,3,BOGR,24,BOGR,1,BOGR,25.5,2
2021,10/14/2021,fall,26E,4,1,15,14,BOGR,1,BOGR,25,BOGR,1,BOGR,19.5,1
2021,10/14/2021,fall,26E,4,1,18,39,BOGR,1,BOGR,37,BOGR,3,BOGR,38,2
